Seed,Pass/Fail,log2traces inner hash,log2traces outer hash,log2 hypotheses inner hash,log2 hypotheses outer hash,total time,inner time - 15,outer time - 15,inner time - 16,outer time - 16,inner time - 17,outer time - 17,inner time - 18,outer time - 18,inner time - 19,outer time - 19,inner time - 20,outer time - 20,inner time - 21,outer time - 21,inner time - 22,outer time - 22,inner time - 23,outer time - 23,inner time - 24,outer time - 24,inner time - 25,outer time - 25,inner time - 26,outer time - 26,inner time - 27,outer time - 27,inner time - 28,outer time - 28,inner time - 29,outer time - 29,inner time - 30,outer time - 30
227,Success,18,17,1,2,10.506,0.024,0.203,0.082,0.42,0.321,6.074,3.382,,,,,,,,,,,,,,,,,,,,,,,,,
228,Success,17,17,1,2,8.575,0.036,0.273,0.107,0.538,1.639,5.981,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Success,17,17,2,2,9.647,0.02,0.208,0.082,0.458,5.129,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Success,18,16,0,1,5.548,0.015,0.237,0.024,1.916,0.2,,3.156,,,,,,,,,,,,,,,,,,,,,,,,,
231,Success,18,21,3,2,135.09,0.005,0.209,0.178,0.419,0.329,1.093,11.348,2.288,,6.029,,13.642,,99.55,,,,,,,,,,,,,,,,,,
232,Success,16,17,1,1,4.715,0.011,0.255,1.493,0.524,,2.432,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Success,17,18,0,1,8.281,0.034,0.217,0.061,0.441,1.585,0.997,,4.946,,,,,,,,,,,,,,,,,,,,,,,,
234,Success,17,18,0,0,8.286,0.051,0.209,0.21,0.513,1.573,1.03,,4.699,,,,,,,,,,,,,,,,,,,,,,,,
235,Success,19,17,1,1,12.315,0.015,0.263,0.027,0.561,0.279,3.622,0.535,,7.012,,,,,,,,,,,,,,,,,,,,,,,
236,Success,20,16,1,2,20.911,0.034,0.204,0.017,3.299,0.214,,0.423,,0.843,,15.876,,,,,,,,,,,,,,,,,,,,,
237,Success,20,17,2,1,32.545,0.012,0.198,0.029,0.532,0.065,3.622,0.125,,0.249,,27.713,,,,,,,,,,,,,,,,,,,,,
238,Success,17,17,0,0,4.892,0.035,0.212,0.213,0.453,1.586,2.393,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Success,16,19,1,2,22.334,0.011,0.226,1.499,0.479,,0.963,,1.973,,17.183,,,,,,,,,,,,,,,,,,,,,,
240,Success,18,18,1,0,9.905,0.021,0.195,0.17,0.381,0.309,0.831,3.298,4.699,,,,,,,,,,,,,,,,,,,,,,,,
241,Success,18,18,1,0,9.869,0.01,0.303,0.081,0.405,0.153,0.867,3.328,4.721,,,,,,,,,,,,,,,,,,,,,,,,
242,Success,17,16,2,0,6.596,0.019,0.194,0.038,1.249,5.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Success,18,17,1,1,8.058,0.042,0.22,0.077,0.487,0.342,3.618,3.273,,,,,,,,,,,,,,,,,,,,,,,,,
244,Success,20,19,1,1,32.938,0.059,0.215,0.11,0.461,0.293,1.073,0.566,2.176,1.151,11.183,15.651,,,,,,,,,,,,,,,,,,,,,
245,Success,18,17,0,2,6.616,0.013,0.202,0.078,0.385,0.144,2.667,3.127,,,,,,,,,,,,,,,,,,,,,,,,,
246,Success,16,21,1,1,118.031,0.019,0.263,1.486,0.581,,1.081,,2.219,,5.757,,13.039,,93.585,,,,,,,,,,,,,,,,,,
247,Success,21,20,2,1,86.942,0.003,0.198,0.054,0.404,0.195,0.943,0.401,1.961,0.815,5.498,1.757,27.018,47.695,,,,,,,,,,,,,,,,,,,
248,Success,17,17,1,1,5.902,0.031,0.201,0.041,0.4,2.765,2.464,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Success,21,17,0,4,48.903,0.01,0.187,0.097,0.391,0.187,5.004,0.384,,0.822,,1.844,,39.977,,,,,,,,,,,,,,,,,,,
250,Success,17,17,1,0,4.908,0.015,0.207,0.088,0.551,1.662,2.385,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Success,19,17,0,0,10.023,0.023,0.211,0.07,0.415,0.13,2.4,0.253,,6.52,,,,,,,,,,,,,,,,,,,,,,,
252,Success,19,19,0,3,29.353,0.032,0.252,0.144,0.407,0.266,0.993,0.681,2.025,6.387,18.165,,,,,,,,,,,,,,,,,,,,,,
253,Success,18,18,1,0,10.125,0.011,0.214,0.104,0.406,0.193,1.153,3.282,4.76,,,,,,,,,,,,,,,,,,,,,,,,
254,Success,18,17,0,0,6.467,0.015,0.197,0.028,0.46,0.282,2.355,3.13,,,,,,,,,,,,,,,,,,,,,,,,,
255,Success,19,18,1,1,18.958,0.019,0.21,0.064,0.494,0.07,0.869,0.435,5.539,11.257,,,,,,,,,,,,,,,,,,,,,,,
256,Success,16,17,1,0,4.499,0.04,0.219,1.476,0.429,,2.336,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Success,20,17,0,3,23.437,0.01,0.202,0.02,0.454,0.037,6.902,0.072,,0.929,,14.809,,,,,,,,,,,,,,,,,,,,,
258,Success,18,21,0,0,86.1,0.013,0.202,0.044,0.428,0.081,0.931,3.121,1.871,,5.284,,11.75,,62.374,,,,,,,,,,,,,,,,,,
259,Success,19,16,0,2,8.866,0.008,0.197,0.041,2.025,0.075,,0.144,,6.376,,,,,,,,,,,,,,,,,,,,,,,
260,Success,17,19,1,1,22.328,0.01,0.201,0.188,0.566,1.678,1.133,,2.253,,16.3,,,,,,,,,,,,,,,,,,,,,,
261,Success,17,17,1,1,6.104,0.014,0.199,0.058,0.466,1.707,3.662,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Success,19,15,0,3,9.554,0.034,2.045,0.074,,0.316,,0.604,,6.481,,,,,,,,,,,,,,,,,,,,,,,
263,Success,18,21,3,0,94.43,0.028,0.209,0.161,0.409,0.349,0.878,11.235,1.816,,4.626,,11.775,,62.946,,,,,,,,,,,,,,,,,,
264,Success,17,17,1,1,5.011,0.039,0.217,0.068,0.481,1.691,2.514,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Success,17,16,0,1,3.851,0.046,0.249,0.087,1.909,1.559,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Success,21,18,1,3,58.978,0.013,0.205,0.023,0.413,0.174,1.166,0.335,12.872,0.736,,1.665,,41.374,,,,,,,,,,,,,,,,,,,
267,Success,20,20,1,2,54.96,0.019,0.224,0.034,0.557,0.083,1.13,0.182,2.292,0.364,5.428,16.708,27.939,,,,,,,,,,,,,,,,,,,,
268,Success,16,17,2,3,8.585,0.003,0.234,1.595,0.512,,6.241,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Success,18,17,1,0,8.812,0.055,0.209,0.11,0.408,0.205,2.396,5.429,,,,,,,,,,,,,,,,,,,,,,,,,
270,Success,17,17,0,3,8.767,0.026,0.188,0.094,0.387,1.566,6.506,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Success,22,22,5,0,1105.575,0.014,0.203,0.122,0.385,0.223,0.791,0.473,2.367,0.944,5.776,2.149,13.066,6.021,30.599,854.93,187.512,,,,,,,,,,,,,,,,
272,Success,18,19,5,1,32.657,0.01,0.196,0.036,0.387,0.067,0.955,18.05,2.143,,10.813,,,,,,,,,,,,,,,,,,,,,,
273,Success,17,19,1,1,22.991,0.04,0.225,0.097,0.456,2.8,0.92,,2.216,,16.236,,,,,,,,,,,,,,,,,,,,,,
274,Success,17,18,2,0,9.244,0.016,0.216,0.188,0.415,2.887,0.871,,4.651,,,,,,,,,,,,,,,,,,,,,,,,
275,Success,19,18,1,2,15.55,0.01,0.206,0.115,0.454,0.215,0.935,0.73,5.942,6.943,,,,,,,,,,,,,,,,,,,,,,,
276,Success,18,18,1,3,14.601,0.011,0.232,0.043,0.439,0.305,1.18,3.268,9.123,,,,,,,,,,,,,,,,,,,,,,,,
277,Success,18,17,3,4,19.688,0.021,0.22,0.038,0.404,0.12,7.306,11.58,,,,,,,,,,,,,,,,,,,,,,,,,
278,Success,18,16,2,1,7.723,0.036,0.197,0.068,1.305,0.125,,5.991,,,,,,,,,,,,,,,,,,,,,,,,,
279,Success,20,17,0,1,19.876,0.017,0.2,0.034,0.53,0.064,3.621,0.137,,0.268,,15.005,,,,,,,,,,,,,,,,,,,,,
280,Success,18,21,1,0,91.527,0.053,0.201,0.087,0.393,0.199,0.852,5.469,1.725,,5.902,,13.094,,63.55,,,,,,,,,,,,,,,,,,
281,Success,17,19,1,0,16.263,0.023,0.202,0.041,0.396,1.688,0.813,,2.017,,11.083,,,,,,,,,,,,,,,,,,,,,,
282,Success,19,18,4,1,36.504,0.005,0.229,0.053,0.445,0.1,0.989,0.189,7.152,27.343,,,,,,,,,,,,,,,,,,,,,,,
283,Success,19,18,1,1,18.836,0.006,0.228,0.044,0.464,0.255,1.052,0.492,4.898,11.396,,,,,,,,,,,,,,,,,,,,,,,
284,Success,18,16,0,0,4.995,0.03,0.219,0.054,1.236,0.361,,3.094,,,,,,,,,,,,,,,,,,,,,,,,,
285,Success,18,18,1,1,10.408,0.014,0.233,0.046,0.472,0.306,0.995,3.393,4.95,,,,,,,,,,,,,,,,,,,,,,,,
286,Success,16,21,2,2,91.988,0.024,0.238,1.063,0.459,,0.91,,1.94,,5.514,,13.542,,68.299,,,,,,,,,,,,,,,,,,
287,Success,18,19,0,0,18.775,0.015,0.237,0.133,0.385,0.05,1.162,3.108,2.32,,11.364,,,,,,,,,,,,,,,,,,,,,,
288,Success,18,17,2,0,9.324,0.052,0.198,0.094,0.477,0.289,2.43,5.783,,,,,,,,,,,,,,,,,,,,,,,,,
289,Success,18,18,0,1,10.285,0.019,0.219,0.086,0.468,0.158,1.062,3.204,5.067,,,,,,,,,,,,,,,,,,,,,,,,
290,Success,19,16,0,0,8.266,0.019,0.213,0.051,1.251,0.1,,0.193,,6.44,,,,,,,,,,,,,,,,,,,,,,,
291,Success,17,17,1,0,5.897,0.034,0.221,0.111,0.396,2.764,2.372,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Success,18,20,0,1,39.607,0.012,0.202,0.071,0.38,0.175,1.035,3.139,2.225,,5.957,,26.412,,,,,,,,,,,,,,,,,,,,
293,Success,19,18,1,1,16.892,0.04,0.217,0.148,0.441,0.325,0.92,0.632,7.301,6.869,,,,,,,,,,,,,,,,,,,,,,,
294,Success,21,18,1,1,81.172,0.01,0.231,0.072,0.495,0.14,1.002,0.283,4.98,0.585,,1.308,,72.068,,,,,,,,,,,,,,,,,,,
295,Success,18,20,0,1,40.585,0.013,0.231,0.034,0.422,0.163,1.19,3.309,2.375,,6.3,,26.548,,,,,,,,,,,,,,,,,,,,
296,Success,20,17,0,1,19.684,0.011,0.252,0.098,0.494,0.173,2.504,0.388,,0.783,,14.98,,,,,,,,,,,,,,,,,,,,,
297,Success,19,19,0,2,27.197,0.017,0.209,0.044,0.401,0.082,0.976,0.144,2.295,6.444,16.584,,,,,,,,,,,,,,,,,,,,,,
298,Success,17,18,1,0,8.303,0.016,0.193,0.168,0.398,1.692,1.136,,4.701,,,,,,,,,,,,,,,,,,,,,,,,
299,Success,18,18,1,1,14.461,0.04,0.225,0.07,0.446,0.131,0.974,5.44,7.135,,,,,,,,,,,,,,,,,,,,,,,,
300,Success,17,18,0,1,10.439,0.012,0.243,0.065,0.463,1.587,0.95,,7.119,,,,,,,,,,,,,,,,,,,,,,,,
301,Success,18,17,1,0,8.741,0.01,0.199,0.045,0.384,0.202,2.408,5.494,,,,,,,,,,,,,,,,,,,,,,,,,
302,Success,19,17,2,1,16.573,0.012,0.187,0.185,0.387,0.139,3.536,0.268,,11.86,,,,,,,,,,,,,,,,,,,,,,,
303,Success,19,20,0,0,40.371,0.029,0.204,0.041,0.405,0.075,0.935,0.182,1.713,6.49,4.708,,25.589,,,,,,,,,,,,,,,,,,,,
304,Success,19,19,3,0,24.017,0.021,0.215,0.144,0.427,0.268,0.875,0.516,1.815,9.203,10.531,,,,,,,,,,,,,,,,,,,,,,
305,Success,17,19,0,1,21.145,0.019,0.213,0.054,0.425,1.593,0.858,,1.726,,16.256,,,,,,,,,,,,,,,,,,,,,,
306,Success,20,17,3,2,26.991,0.012,0.219,0.109,0.438,0.257,2.681,0.497,,1.04,,21.738,,,,,,,,,,,,,,,,,,,,,
307,Success,23,19,0,0,227.965,0.008,0.207,0.054,0.474,0.171,1.068,0.67,2.222,1.288,10.491,2.944,,8.013,,20.193,,180.163,,,,,,,,,,,,,,,
308,Success,17,17,3,1,9.744,0.024,0.247,0.104,0.416,5.393,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Success,22,19,2,1,134.443,0.023,0.215,0.049,0.444,0.091,1.16,0.199,2.262,0.395,16.332,0.948,,2.478,,109.847,,,,,,,,,,,,,,,,,
310,Success,20,17,1,3,35.941,0.029,0.226,0.132,0.57,0.245,6.43,0.501,,0.982,,26.827,,,,,,,,,,,,,,,,,,,,,
311,Success,17,17,1,3,6.529,0.011,0.19,0.074,0.458,1.647,4.149,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Success,19,17,5,1,67.25,0.029,0.207,0.203,0.4,0.379,3.628,0.73,,61.675,,,,,,,,,,,,,,,,,,,,,,,
313,Success,20,18,0,2,23.208,0.012,0.211,0.02,0.484,0.038,0.984,0.41,5.299,0.816,,14.935,,,,,,,,,,,,,,,,,,,,,
314,Success,18,20,1,1,49.572,0.011,0.205,0.154,0.424,0.224,0.955,3.267,1.904,,5.428,,37,,,,,,,,,,,,,,,,,,,,
315,Success,20,16,1,1,18.568,0.019,0.198,0.092,1.308,0.184,,0.355,,0.699,,15.713,,,,,,,,,,,,,,,,,,,,,
316,Success,19,17,0,0,10.342,0.012,0.196,0.032,0.548,0.251,2.371,0.483,,6.45,,,,,,,,,,,,,,,,,,,,,,,
317,Success,17,19,1,1,23.369,0.019,0.228,0.06,0.436,2.819,1.209,,2.32,,16.277,,,,,,,,,,,,,,,,,,,,,,
318,Success,17,18,2,2,14.351,0.026,0.223,0.068,0.553,5.13,0.808,,7.543,,,,,,,,,,,,,,,,,,,,,,,,
319,Success,17,17,0,1,5.807,0.032,0.201,0.061,0.406,1.568,3.539,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Success,17,19,1,2,18.786,0.004,0.209,0.037,0.457,2.754,0.934,,1.857,,12.534,,,,,,,,,,,,,,,,,,,,,,
321,Success,17,18,2,3,16.89,0.022,0.19,0.039,0.377,2.057,1.046,,13.16,,,,,,,,,,,,,,,,,,,,,,,,
322,Success,19,19,1,1,27.552,0.009,0.26,0.086,0.48,0.198,0.958,0.381,2.288,6.726,16.167,,,,,,,,,,,,,,,,,,,,,,
323,Success,17,18,1,0,7.956,0.01,0.225,0.03,0.434,1.666,0.893,,4.699,,,,,,,,,,,,,,,,,,,,,,,,
324,Success,18,21,1,0,90.908,0.023,0.195,0.071,0.379,0.25,0.809,5.449,2.151,,5.294,,13.182,,63.105,,,,,,,,,,,,,,,,,,
325,Success,18,22,1,1,319.333,0.046,0.193,0.083,0.381,0.161,0.84,3.281,1.744,,5.05,,11.758,,25.893,,269.904,,,,,,,,,,,,,,,,
326,Success,19,16,0,1,8.424,0.015,0.214,0.037,1.282,0.168,,0.326,,6.382,,,,,,,,,,,,,,,,,,,,,,,
327,Success,17,19,1,2,24.071,0.012,0.215,0.065,0.569,1.696,1.149,,2.272,,18.093,,,,,,,,,,,,,,,,,,,,,,
328,Success,23,17,0,4,218.115,0.006,0.236,0.057,0.392,0.119,20.613,0.23,,0.459,,1.255,,3.385,,8.895,,182.469,,,,,,,,,,,,,,,
329,Success,16,18,1,0,7.527,0.011,0.228,0.899,0.576,,1.124,,4.687,,,,,,,,,,,,,,,,,,,,,,,,
330,Success,18,18,2,1,12.514,0.031,0.223,0.055,0.407,0.101,1.025,5.758,4.916,,,,,,,,,,,,,,,,,,,,,,,,
331,Success,18,18,2,0,16.837,0.031,0.201,0.114,0.447,0.226,0.979,10.097,4.742,,,,,,,,,,,,,,,,,,,,,,,,
332,Success,18,17,1,0,6.769,0.021,0.202,0.057,0.474,0.37,2.406,3.238,,,,,,,,,,,,,,,,,,,,,,,,,
333,Success,20,17,0,1,20.283,0.017,0.209,0.027,0.432,0.056,3.635,0.325,,0.643,,14.939,,,,,,,,,,,,,,,,,,,,,
334,Success,18,18,1,0,12.248,0.079,0.19,0.07,0.458,0.328,0.975,5.425,4.724,,,,,,,,,,,,,,,,,,,,,,,,
335,Success,17,18,1,0,8.332,0.068,0.198,0.12,0.474,1.649,0.959,,4.864,,,,,,,,,,,,,,,,,,,,,,,,
336,Success,18,18,0,1,13.299,0.063,0.202,0.165,0.47,0.305,1.037,3.276,7.782,,,,,,,,,,,,,,,,,,,,,,,,
337,Success,18,18,1,0,10.094,0.028,0.219,0.117,0.427,0.09,0.974,3.428,4.811,,,,,,,,,,,,,,,,,,,,,,,,
338,Success,20,16,2,0,30.342,0.021,0.209,0.089,1.25,0.172,,0.341,,0.675,,27.585,,,,,,,,,,,,,,,,,,,,,
339,Success,17,17,0,3,6.022,0.025,0.309,0.051,0.665,1.613,3.359,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Success,17,17,3,1,7.957,0.098,0.301,0.168,0.449,3.366,3.575,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Success,17,17,0,1,4.981,0.008,0.243,0.163,0.519,1.565,2.482,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Success,18,17,0,1,7.658,0.019,0.192,0.13,0.38,0.235,3.608,3.093,,,,,,,,,,,,,,,,,,,,,,,,,
343,Success,21,16,0,1,46.324,0.006,0.246,0.103,1.291,0.19,,0.598,,1.207,,2.69,,39.994,,,,,,,,,,,,,,,,,,,
344,Success,20,18,0,1,23.861,0.062,0.21,0.041,0.444,0.075,0.996,0.668,4.976,1.344,,15.045,,,,,,,,,,,,,,,,,,,,,
345,Success,17,18,2,0,9.752,0.01,0.196,0.166,0.532,3.069,1.051,,4.728,,,,,,,,,,,,,,,,,,,,,,,,
346,Success,18,16,2,1,11.896,0.029,0.223,0.061,1.287,0.114,,10.182,,,,,,,,,,,,,,,,,,,,,,,,,
347,Success,16,17,1,5,24.709,0.026,0.246,1.484,0.438,,22.515,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Success,19,19,1,1,31.38,0.014,0.295,0.017,0.589,0.038,1.066,0.099,2.22,7.053,19.989,,,,,,,,,,,,,,,,,,,,,,
349,Success,18,16,3,0,9.397,0.041,0.214,0.072,1.234,0.26,,7.576,,,,,,,,,,,,,,,,,,,,,,,,,
350,Success,16,18,0,0,7.446,0.023,0.201,0.849,0.55,,1.147,,4.677,,,,,,,,,,,,,,,,,,,,,,,,
351,Success,18,19,2,0,20.665,0.05,0.215,0.102,0.415,0.172,0.886,5.852,1.81,,11.163,,,,,,,,,,,,,,,,,,,,,,
352,Success,18,16,1,0,7.095,0.017,0.205,0.047,1.243,0.1,,5.483,,,,,,,,,,,,,,,,,,,,,,,,,
353,Success,22,17,3,2,219.441,0.017,0.191,0.048,0.565,0.182,6.087,0.356,,1.244,,2.838,,7.739,,200.173,,,,,,,,,,,,,,,,,
354,Success,18,19,1,3,29.084,0.008,0.267,0.017,0.572,0.143,1.191,5.432,2.367,,19.088,,,,,,,,,,,,,,,,,,,,,,
355,Success,17,18,1,4,46.026,0.017,0.195,0.034,0.38,2.756,0.933,,41.712,,,,,,,,,,,,,,,,,,,,,,,,
356,Success,22,17,4,1,398.601,0.026,0.213,0.048,0.424,0.4,3.553,0.785,,1.557,,3.47,,8.547,,379.578,,,,,,,,,,,,,,,,,
357,Success,19,21,0,1,119.743,0.014,0.195,0.03,0.457,0.063,0.973,0.121,1.981,6.435,4.829,,12.468,,92.177,,,,,,,,,,,,,,,,,,
358,Success,17,18,1,1,11.591,0.012,0.217,0.127,0.451,2.74,1.039,,7.005,,,,,,,,,,,,,,,,,,,,,,,,
359,Success,20,17,0,3,26.502,0.018,0.192,0.038,0.377,0.071,10.771,0.133,,0.264,,14.639,,,,,,,,,,,,,,,,,,,,,
360,Success,22,17,1,1,109.587,0.013,0.199,0.103,0.409,0.206,3.556,0.396,,0.844,,2.176,,5.098,,96.586,,,,,,,,,,,,,,,,,
361,Success,17,17,1,0,6.098,0.068,0.236,0.17,0.504,2.757,2.363,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Success,17,20,2,1,38.772,0.023,0.19,0.085,0.465,1.88,1.104,,2.296,,5.957,,26.772,,,,,,,,,,,,,,,,,,,,
363,Success,20,17,0,2,21.108,0.008,0.238,0.02,0.474,0.05,3.809,0.098,,1.438,,14.974,,,,,,,,,,,,,,,,,,,,,
364,Success,19,18,0,1,15.677,0.015,0.199,0.067,0.433,0.124,0.925,0.24,7.199,6.474,,,,,,,,,,,,,,,,,,,,,,,
365,Success,17,17,1,1,7.152,0.021,0.198,0.092,0.524,2.75,3.566,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Success,16,22,0,1,330.379,0.021,0.224,0.848,0.463,,0.945,,1.962,,5.599,,12.565,,27.97,,279.781,,,,,,,,,,,,,,,,
367,Success,17,17,0,0,4.821,0.021,0.25,0.04,0.482,1.641,2.388,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Success,17,20,2,2,55.445,0.019,0.278,0.215,0.441,5.108,0.891,,1.85,,5.293,,41.348,,,,,,,,,,,,,,,,,,,,
369,Success,21,25,0,0,2519.419,0.008,0.208,0.054,0.429,0.244,1.066,0.484,2.198,1.008,5.273,2.277,13.5,39.553,30.998,,98.411,,223.949,,456.826,,1642.935,,,,,,,,,,
370,Success,20,15,1,1,29.216,0.027,1.113,0.144,,0.268,,0.527,,1.041,,26.097,,,,,,,,,,,,,,,,,,,,,
371,Success,17,17,0,0,4.873,0.008,0.2,0.131,0.554,1.581,2.398,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Success,16,20,1,3,74.833,0.062,0.212,0.88,0.461,,1.016,,1.834,,5.865,,64.501,,,,,,,,,,,,,,,,,,,,
373,Success,19,19,0,2,22.49,0.012,0.2,0.024,0.393,0.044,1.039,0.11,2.118,6.419,12.131,,,,,,,,,,,,,,,,,,,,,,
374,Success,19,20,1,0,43.223,0.016,0.281,0.027,0.551,0.116,0.96,0.186,1.868,7.378,5.977,,25.863,,,,,,,,,,,,,,,,,,,,
375,Success,17,18,3,2,14.99,0.034,0.247,0.108,0.488,5.514,1.147,,7.452,,,,,,,,,,,,,,,,,,,,,,,,
376,Success,17,17,1,1,4.975,0.015,0.231,0.102,0.476,1.668,2.482,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Success,20,17,2,1,33.148,0.021,0.204,0.068,0.542,0.157,3.584,0.304,,0.605,,27.664,,,,,,,,,,,,,,,,,,,,,
378,Success,19,16,4,0,46.438,0.01,0.191,0.019,1.234,0.123,,0.626,,44.235,,,,,,,,,,,,,,,,,,,,,,,
379,Success,17,18,1,2,8.841,0.04,0.223,0.087,0.517,1.662,1.047,,5.265,,,,,,,,,,,,,,,,,,,,,,,,
380,Success,17,20,2,1,50.048,0.014,0.202,0.154,0.464,2.966,0.924,,2.18,,6.034,,37.111,,,,,,,,,,,,,,,,,,,,
381,Success,17,18,1,0,9.373,0.019,0.217,0.133,0.573,2.8,0.871,,4.76,,,,,,,,,,,,,,,,,,,,,,,,
382,Success,18,18,1,0,12.362,0.014,0.216,0.099,0.464,0.19,1.082,5.494,4.803,,,,,,,,,,,,,,,,,,,,,,,,
383,Success,18,19,1,0,23.858,0.027,0.197,0.047,0.509,0.087,1.075,5.49,2.154,,14.273,,,,,,,,,,,,,,,,,,,,,,
384,Success,19,17,0,0,10.927,0.01,0.222,0.111,0.474,0.385,2.428,0.742,,6.555,,,,,,,,,,,,,,,,,,,,,,,
385,Success,20,19,0,2,45.25,0.013,0.225,0.034,0.445,0.063,0.902,0.134,2.398,0.266,25.876,14.894,,,,,,,,,,,,,,,,,,,,,
386,Success,18,17,0,1,7.732,0.01,0.195,0.132,0.38,0.252,3.63,3.133,,,,,,,,,,,,,,,,,,,,,,,,,
387,Success,20,17,1,2,21.598,0.044,0.194,0.077,0.402,0.201,3.813,0.387,,0.792,,15.687,,,,,,,,,,,,,,,,,,,,,
388,Success,22,18,1,0,114.35,0.017,0.197,0.03,0.403,0.192,0.829,0.383,5.051,0.76,,1.867,,5.289,,99.331,,,,,,,,,,,,,,,,,
389,Success,18,18,1,1,11.933,0.012,0.195,0.021,0.382,0.094,0.934,5.427,4.869,,,,,,,,,,,,,,,,,,,,,,,,
390,Success,17,18,0,0,7.756,0.008,0.211,0.017,0.41,1.585,0.847,,4.678,,,,,,,,,,,,,,,,,,,,,,,,
391,Success,19,18,1,0,13.181,0.04,0.206,0.037,0.393,0.081,0.805,0.156,4.659,6.805,,,,,,,,,,,,,,,,,,,,,,,
392,Success,19,17,0,1,10.452,0.053,0.216,0.093,0.412,0.243,2.467,0.472,,6.495,,,,,,,,,,,,,,,,,,,,,,,
393,Success,17,16,0,2,3.971,0.013,0.227,0.167,1.996,1.569,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Success,20,16,0,0,18.784,0.023,0.229,0.161,1.271,0.12,,0.593,,1.182,,15.205,,,,,,,,,,,,,,,,,,,,,
395,Success,16,20,1,1,36.676,0.012,0.213,0.887,0.389,,0.85,,1.723,,5.288,,27.315,,,,,,,,,,,,,,,,,,,,
396,Success,18,21,2,1,95.416,0.01,0.201,0.028,0.393,0.052,1.027,5.948,2.07,,5.796,,12.901,,66.991,,,,,,,,,,,,,,,,,,
397,Success,18,18,4,0,19.345,0.011,0.193,0.072,0.369,0.134,0.796,13.028,4.741,,,,,,,,,,,,,,,,,,,,,,,,
398,Success,17,20,0,0,35.121,0.019,0.205,0.13,0.413,1.565,0.818,,1.701,,5.021,,25.249,,,,,,,,,,,,,,,,,,,,
399,Success,17,18,2,1,14.021,0.014,0.216,0.078,0.479,5.069,1.135,,7.03,,,,,,,,,,,,,,,,,,,,,,,,
400,Success,16,16,0,1,2.375,0.013,0.201,0.843,1.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Success,17,22,3,0,254.935,0.018,0.209,0.059,0.436,3.535,0.906,,1.826,,5.303,,13.472,,31.603,,197.566,,,,,,,,,,,,,,,,
402,Success,17,18,1,1,9.548,0.034,0.198,0.113,0.525,2.733,0.99,,4.957,,,,,,,,,,,,,,,,,,,,,,,,
403,Success,19,17,3,1,18.049,0.005,0.224,0.048,0.541,0.276,2.433,0.688,,13.835,,,,,,,,,,,,,,,,,,,,,,,
404,Success,17,17,0,0,4.979,0.012,0.213,0.157,0.45,1.583,2.563,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Success,16,16,1,2,3.762,0.01,0.218,1.486,2.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Success,18,19,1,0,21.691,0.019,0.194,0.027,0.386,0.057,0.781,3.327,1.741,,15.159,,,,,,,,,,,,,,,,,,,,,,
407,Success,17,17,1,1,6.034,0.021,0.243,0.044,0.463,1.666,3.597,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Success,17,19,0,0,16.743,0.013,0.212,0.105,0.412,1.688,0.999,,2.154,,11.16,,,,,,,,,,,,,,,,,,,,,,
409,Success,17,18,0,1,8.197,0.012,0.245,0.023,0.445,1.572,1.101,,4.8,,,,,,,,,,,,,,,,,,,,,,,,
410,Success,18,19,1,1,30.012,0.017,0.197,0.03,0.408,0.148,0.869,5.519,1.674,,21.15,,,,,,,,,,,,,,,,,,,,,,
411,Success,16,19,0,0,16.247,0.012,0.201,0.849,0.464,,1.053,,2.224,,11.445,,,,,,,,,,,,,,,,,,,,,,
412,Success,18,20,0,0,38.169,0.023,0.214,0.074,0.426,0.372,0.914,3.128,1.84,,5.229,,25.95,,,,,,,,,,,,,,,,,,,,
