Seed,Pass/Fail,log2traces inner hash,log2traces outer hash,log2 hypotheses inner hash,log2 hypotheses outer hash,total time,inner time - 15,outer time - 15,inner time - 16,outer time - 16,inner time - 17,outer time - 17,inner time - 18,outer time - 18,inner time - 19,outer time - 19,inner time - 20,outer time - 20,inner time - 21,outer time - 21,inner time - 22,outer time - 22,inner time - 23,outer time - 23,inner time - 24,outer time - 24,inner time - 25,outer time - 25,inner time - 26,outer time - 26,inner time - 27,outer time - 27,inner time - 28,outer time - 28,inner time - 29,outer time - 29,inner time - 30,outer time - 30
413,Success,17,17,2,1,7.505,0.006,0.2,0.159,0.406,3.165,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Success,18,16,2,0,12.211,0.012,0.214,0.148,1.233,0.275,,10.329,,,,,,,,,,,,,,,,,,,,,,,,,
415,Success,18,16,1,2,7.62,0.019,0.195,0.197,1.377,0.365,,5.467,,,,,,,,,,,,,,,,,,,,,,,,,
416,Success,22,18,0,3,122.384,0.008,0.201,0.146,0.549,0.297,1.08,0.572,8.601,1.131,,2.589,,6.419,,100.789,,,,,,,,,,,,,,,,,
417,Success,16,20,2,2,53.877,0.071,0.284,2.748,0.503,,0.96,,2.007,,9.028,,38.277,,,,,,,,,,,,,,,,,,,,
418,Success,18,19,1,2,19.914,0.037,0.223,0.143,0.446,0.26,0.989,3.358,2.006,,12.451,,,,,,,,,,,,,,,,,,,,,,
419,Success,19,17,1,0,14.972,0.027,0.197,0.047,0.522,0.144,2.375,0.284,,11.377,,,,,,,,,,,,,,,,,,,,,,,
420,Success,19,19,0,1,26.116,0.025,0.202,0.047,0.435,0.197,0.904,0.417,1.863,6.394,15.633,,,,,,,,,,,,,,,,,,,,,,
421,Success,18,19,0,0,18.609,0.047,0.2,0.02,0.393,0.381,1.028,3.126,2.065,,11.349,,,,,,,,,,,,,,,,,,,,,,
422,Success,16,17,2,1,4.786,0.01,0.222,1.585,0.47,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Success,18,18,0,1,10.633,0.015,0.205,0.177,0.483,0.337,1.041,3.32,5.055,,,,,,,,,,,,,,,,,,,,,,,,
424,Success,17,19,1,1,19.677,0.009,0.225,0.027,0.487,1.638,0.999,,1.845,,14.446,,,,,,,,,,,,,,,,,,,,,,
425,Success,16,20,0,2,39.059,0.021,0.208,0.843,0.415,,0.934,,1.983,,5.524,,29.131,,,,,,,,,,,,,,,,,,,,
426,Success,19,17,2,5,18.914,0.02,0.199,0.113,0.41,0.272,8.946,0.512,,8.442,,,,,,,,,,,,,,,,,,,,,,,
427,Success,18,18,2,3,20.666,0.014,0.195,0.112,0.476,0.164,1.012,5.903,12.79,,,,,,,,,,,,,,,,,,,,,,,,
428,Success,18,17,1,1,7.818,0.04,0.198,0.071,0.384,0.144,3.569,3.411,,,,,,,,,,,,,,,,,,,,,,,,,
429,Success,17,17,1,1,5.931,0.017,0.2,0.143,0.397,2.743,2.432,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Success,18,17,1,1,8.773,0.013,0.204,0.06,0.472,0.12,2.455,5.448,,,,,,,,,,,,,,,,,,,,,,,,,
431,Success,16,16,0,1,2.438,0.073,0.195,0.851,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Success,17,18,1,0,8.323,0.021,0.281,0.084,0.495,1.693,0.998,,4.752,,,,,,,,,,,,,,,,,,,,,,,,
433,Success,19,19,1,1,30.838,0.023,0.204,0.108,0.397,0.187,0.802,0.404,1.722,12.815,14.175,,,,,,,,,,,,,,,,,,,,,,
434,Success,18,20,1,1,48.252,0.039,0.215,0.112,0.416,0.204,0.851,3.238,1.803,,5.272,,36.102,,,,,,,,,,,,,,,,,,,,
435,Success,19,17,0,1,11.965,0.082,0.209,0.201,0.467,0.273,3.567,0.742,,6.423,,,,,,,,,,,,,,,,,,,,,,,
436,Success,18,21,1,0,91.65,0.01,0.211,0.027,0.408,0.037,0.89,5.428,1.814,,5.099,,11.513,,66.213,,,,,,,,,,,,,,,,,,
437,Success,16,26,1,1,6294.306,0.01,0.208,0.885,0.398,,0.871,,1.81,,5.06,,11.763,,29.522,,88.602,,219.364,,410.584,,799.8,,4725.43,,,,,,,,
438,Success,17,21,1,3,202.513,0.011,0.221,0.047,0.447,2.75,0.993,,1.964,,9.097,,20.169,,166.814,,,,,,,,,,,,,,,,,,
439,Success,18,17,1,1,9.155,0.029,0.278,0.052,0.511,0.132,2.554,5.599,,,,,,,,,,,,,,,,,,,,,,,,,
440,Success,18,17,1,1,6.733,0.008,0.216,0.044,0.566,0.083,2.526,3.29,,,,,,,,,,,,,,,,,,,,,,,,,
441,Success,19,17,0,0,9.933,0.008,0.213,0.052,0.442,0.096,2.398,0.209,,6.517,,,,,,,,,,,,,,,,,,,,,,,
442,Success,20,16,1,0,18.464,0.017,0.287,0.081,1.255,0.164,,0.326,,0.671,,15.664,,,,,,,,,,,,,,,,,,,,,
443,Success,17,16,1,0,4.357,0.014,0.203,0.021,1.255,2.864,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Success,18,20,1,1,57.405,0.01,0.236,0.118,0.404,0.227,0.908,3.419,1.965,,7.187,,42.932,,,,,,,,,,,,,,,,,,,,
445,Success,22,20,0,1,146.04,0.029,0.207,0.054,0.412,0.368,0.852,0.706,2.265,1.431,5.294,3.242,26.729,10.331,,94.121,,,,,,,,,,,,,,,,,
446,Success,16,18,0,1,9.715,0.033,0.215,0.849,0.427,,0.895,,7.296,,,,,,,,,,,,,,,,,,,,,,,,
447,Success,17,20,1,2,78.081,0.01,0.203,0.025,0.429,2.777,1.221,,2.381,,9.341,,61.693,,,,,,,,,,,,,,,,,,,,
448,Success,16,17,1,1,4.747,0.029,0.22,1.517,0.49,,2.491,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Success,19,18,1,0,13.997,0.042,0.215,0.13,0.431,0.255,0.874,0.463,4.834,6.753,,,,,,,,,,,,,,,,,,,,,,,
450,Success,18,18,0,2,10.458,0.023,0.235,0.04,0.54,0.075,1.075,3.143,5.327,,,,,,,,,,,,,,,,,,,,,,,,
451,Success,18,18,1,4,15.356,0.014,0.2,0.161,0.385,0.307,0.838,3.362,10.089,,,,,,,,,,,,,,,,,,,,,,,,
452,Success,17,17,2,1,6.271,0.018,0.215,0.111,0.432,3.05,2.446,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Success,17,19,1,0,17.368,0.011,0.202,0.107,0.449,2.746,0.905,,1.842,,11.106,,,,,,,,,,,,,,,,,,,,,,
454,Success,17,17,0,1,5.89,0.011,0.242,0.023,0.508,1.561,3.544,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Success,19,17,0,1,10.32,0.038,0.259,0.067,0.54,0.125,2.494,0.242,,6.554,,,,,,,,,,,,,,,,,,,,,,,
456,Success,18,20,1,2,53.634,0.008,0.212,0.141,0.437,0.169,0.886,5.481,2.252,,10.633,,33.416,,,,,,,,,,,,,,,,,,,,
457,Success,18,18,2,0,16.659,0.026,0.195,0.042,0.484,0.083,1.01,10.1,4.719,,,,,,,,,,,,,,,,,,,,,,,,
458,Success,18,18,1,1,10.361,0.008,0.239,0.018,0.445,0.242,1.107,3.36,4.943,,,,,,,,,,,,,,,,,,,,,,,,
459,Success,18,18,3,0,14.72,0.037,0.292,0.064,0.543,0.188,1.264,7.011,5.321,,,,,,,,,,,,,,,,,,,,,,,,
460,Success,17,17,1,5,10.572,0.014,0.193,0.154,0.378,2.733,7.101,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Success,17,17,1,2,8.493,0.028,0.22,0.05,0.525,1.661,6.008,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Success,19,19,5,1,44.912,0.011,0.197,0.082,0.379,0.162,0.931,0.312,2.272,24.884,15.684,,,,,,,,,,,,,,,,,,,,,,
463,Success,18,17,0,1,7.834,0.011,0.207,0.094,0.498,0.173,3.649,3.201,,,,,,,,,,,,,,,,,,,,,,,,,
464,Success,17,16,0,0,3.206,0.012,0.24,0.031,1.32,1.604,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Success,18,19,1,1,25.839,0.012,0.191,0.159,0.4,0.293,0.821,3.297,2.109,,18.558,,,,,,,,,,,,,,,,,,,,,,
466,Success,19,18,0,1,14.543,0.04,0.221,0.188,0.458,0.349,0.937,0.711,4.997,6.643,,,,,,,,,,,,,,,,,,,,,,,
467,Success,18,21,1,1,132.464,0.018,0.231,0.07,0.456,0.121,0.95,5.546,1.967,,4.852,,12.355,,105.898,,,,,,,,,,,,,,,,,,
468,Success,17,21,0,2,145.011,0.021,0.245,0.134,0.528,1.76,0.988,,2.032,,9.912,,22.023,,107.367,,,,,,,,,,,,,,,,,,
469,Success,21,18,0,0,49.817,0.015,0.199,0.092,0.532,0.174,1.093,0.355,4.605,0.702,,1.603,,40.447,,,,,,,,,,,,,,,,,,,
470,Success,20,18,2,1,29.806,0.007,0.214,0.186,0.415,0.349,1.021,0.7,4.932,1.396,,20.586,,,,,,,,,,,,,,,,,,,,,
471,Success,18,19,0,1,28.219,0.008,0.199,0.018,0.561,0.294,1.113,3.131,2.204,,20.692,,,,,,,,,,,,,,,,,,,,,,
472,Success,18,20,0,1,51.342,0.023,0.215,0.107,0.409,0.149,0.95,3.108,1.939,,10.061,,34.382,,,,,,,,,,,,,,,,,,,,
473,Success,16,16,1,3,4.78,0.049,0.223,0.885,3.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Success,17,19,1,1,25.959,0.031,0.198,0.035,0.382,1.685,1.039,,2.057,,20.531,,,,,,,,,,,,,,,,,,,,,,
475,Success,17,18,1,2,10.758,0.013,0.205,0.024,0.458,1.652,1.075,,7.33,,,,,,,,,,,,,,,,,,,,,,,,
476,Success,18,18,1,0,9.933,0.008,0.21,0.031,0.494,0.249,0.999,3.326,4.616,,,,,,,,,,,,,,,,,,,,,,,,
477,Success,17,18,0,1,10.094,0.038,0.206,0.03,0.407,1.572,0.822,,7.018,,,,,,,,,,,,,,,,,,,,,,,,
478,Success,16,17,2,1,5.258,0.023,0.214,1.003,0.462,,3.555,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Success,18,17,0,0,6.463,0.015,0.226,0.045,0.528,0.145,2.364,3.141,,,,,,,,,,,,,,,,,,,,,,,,,
480,Success,17,17,1,1,7.048,0.014,0.2,0.028,0.519,2.732,3.555,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Success,16,17,0,3,12.453,0.006,0.224,0.845,0.518,,10.859,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Success,17,18,4,3,22.581,0.014,0.187,0.026,0.381,12.248,1.122,,8.602,,,,,,,,,,,,,,,,,,,,,,,,
483,Success,20,19,2,1,47.352,0.017,0.207,0.039,0.412,0.207,0.835,0.401,1.825,0.826,13.528,29.054,,,,,,,,,,,,,,,,,,,,,
484,Success,18,16,1,0,5.023,0.048,0.208,0.084,1.241,0.156,,3.286,,,,,,,,,,,,,,,,,,,,,,,,,
485,Success,17,18,2,0,11.204,0.01,0.204,0.069,0.383,5.126,0.806,,4.606,,,,,,,,,,,,,,,,,,,,,,,,
486,Success,21,18,1,0,72.947,0.004,0.228,0.017,0.484,0.038,0.963,0.217,4.633,0.879,,1.939,,63.543,,,,,,,,,,,,,,,,,,,
487,Success,17,18,0,1,8.397,0.015,0.218,0.081,0.553,1.576,1.12,,4.834,,,,,,,,,,,,,,,,,,,,,,,,
488,Success,19,19,1,3,41.175,0.038,0.202,0.175,0.406,0.394,0.839,0.625,2.214,6.825,29.457,,,,,,,,,,,,,,,,,,,,,,
489,Success,20,19,0,2,38.223,0.027,0.198,0.048,0.457,0.106,0.999,0.204,1.962,0.409,19.146,14.668,,,,,,,,,,,,,,,,,,,,,
490,Success,17,17,1,0,5.854,0.017,0.217,0.068,0.438,2.769,2.345,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Success,18,17,1,2,10.457,0.016,0.218,0.032,0.445,0.315,3.922,5.508,,,,,,,,,,,,,,,,,,,,,,,,,
492,Success,17,17,1,2,9.4,0.051,0.2,0.02,0.432,2.741,5.955,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Success,19,20,0,0,55.819,0.025,0.199,0.147,0.408,0.278,1.023,0.525,2.07,7.046,8.694,,35.405,,,,,,,,,,,,,,,,,,,,
494,Success,18,18,1,1,12.779,0.013,0.198,0.209,0.559,0.156,1.102,3.382,7.16,,,,,,,,,,,,,,,,,,,,,,,,
495,Success,18,19,0,0,24.08,0.044,0.223,0.078,0.572,0.335,1.116,3.169,2.208,,16.334,,,,,,,,,,,,,,,,,,,,,,
496,Success,20,17,1,0,31.925,0.036,0.214,0.142,0.519,0.291,2.332,0.565,,1.152,,26.673,,,,,,,,,,,,,,,,,,,,,
497,Success,17,18,0,0,8.285,0.061,0.272,0.111,0.504,1.585,0.967,,4.786,,,,,,,,,,,,,,,,,,,,,,,,
498,Success,17,17,0,6,15.387,0.045,0.201,0.168,0.509,1.584,12.88,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Success,17,19,3,0,24.441,0.028,0.308,0.151,0.503,3.867,1.049,,2.228,,16.306,,,,,,,,,,,,,,,,,,,,,,
500,Success,17,17,2,1,7.274,0.016,0.221,0.028,0.481,2.96,3.569,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Success,17,19,0,0,20.266,0.054,0.194,0.104,0.476,1.58,0.99,,2.035,,14.833,,,,,,,,,,,,,,,,,,,,,,
502,Success,17,20,1,1,61.353,0.031,0.205,0.054,0.481,2.756,0.973,,1.951,,9.463,,45.439,,,,,,,,,,,,,,,,,,,,
503,Success,22,18,0,2,120.877,0.019,0.284,0.034,0.503,0.075,0.918,0.146,12.931,0.343,,0.761,,2.038,,102.827,,,,,,,,,,,,,,,,,
504,Success,21,17,1,1,80.12,0.03,0.211,0.084,0.544,0.155,3.711,0.636,,1.287,,2.922,,70.541,,,,,,,,,,,,,,,,,,,
505,Success,17,17,0,1,4.861,0.03,0.193,0.111,0.515,1.572,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Success,18,21,0,1,120.575,0.011,0.202,0.102,0.424,0.081,1.089,3.149,2.188,,10.426,,24.025,,78.877,,,,,,,,,,,,,,,,,,
507,Success,16,16,1,0,2.96,0.012,0.194,1.496,1.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Success,19,18,0,1,15.765,0.023,0.2,0.041,0.503,0.201,0.826,0.399,7.059,6.515,,,,,,,,,,,,,,,,,,,,,,,
509,Success,17,16,1,5,8.365,0.021,0.197,0.039,5.344,2.764,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Success,18,17,0,2,8.006,0.015,0.197,0.055,0.528,0.102,3.931,3.179,,,,,,,,,,,,,,,,,,,,,,,,,
511,Success,20,18,0,1,24.346,0.036,0.22,0.068,0.445,0.132,0.844,0.254,7.018,0.539,,14.791,,,,,,,,,,,,,,,,,,,,,
512,Success,18,17,0,0,6.21,0.017,0.201,0.034,0.386,0.087,2.356,3.129,,,,,,,,,,,,,,,,,,,,,,,,,
513,Success,17,19,1,1,26.426,0.019,0.195,0.035,0.393,2.788,0.853,,1.695,,20.448,,,,,,,,,,,,,,,,,,,,,,
514,Success,23,19,1,0,437.112,0.016,0.208,0.042,0.4,0.08,0.812,0.211,1.645,0.398,12.63,0.795,,2.303,,8.479,,409.093,,,,,,,,,,,,,,,
515,Success,21,17,0,0,42.594,0.032,0.202,0.061,0.496,0.132,2.335,0.254,,0.514,,1.291,,37.275,,,,,,,,,,,,,,,,,,,
516,Success,19,17,0,1,11.086,0.031,0.248,0.034,0.468,0.094,3.531,0.206,,6.475,,,,,,,,,,,,,,,,,,,,,,,
517,Success,18,24,1,1,1206.691,0.045,0.199,0.101,0.383,0.162,0.808,5.444,1.6,,9.163,,21.209,,40.034,,93.983,,194.713,,838.847,,,,,,,,,,,,
518,Success,18,18,1,1,14.237,0.05,0.198,0.063,0.388,0.182,0.887,5.473,6.995,,,,,,,,,,,,,,,,,,,,,,,,
519,Success,18,18,1,2,17.163,0.022,0.242,0.067,0.394,0.357,1.054,3.275,11.752,,,,,,,,,,,,,,,,,,,,,,,,
520,Success,18,25,1,1,2661.657,0.044,0.283,0.158,0.559,0.375,1.088,3.397,2.126,,9.621,,21.134,,42.465,,106.221,,226.97,,505.316,,1741.899,,,,,,,,,,
521,Success,17,18,0,4,44.014,0.013,0.194,0.078,0.385,1.593,0.928,,40.823,,,,,,,,,,,,,,,,,,,,,,,,
522,Success,19,20,0,0,50.37,0.019,0.204,0.028,0.384,0.07,0.898,0.134,1.825,6.526,6.979,,33.303,,,,,,,,,,,,,,,,,,,,
523,Success,17,18,0,1,8.181,0.025,0.205,0.104,0.397,1.588,1.049,,4.814,,,,,,,,,,,,,,,,,,,,,,,,
524,Success,19,17,2,1,11.123,0.02,0.193,0.079,0.372,0.145,2.438,0.281,,7.597,,,,,,,,,,,,,,,,,,,,,,,
525,Success,19,17,1,1,15.635,0.046,0.212,0.081,0.426,0.262,2.452,0.543,,11.613,,,,,,,,,,,,,,,,,,,,,,,
526,Success,19,18,1,0,13.688,0.025,0.197,0.048,0.497,0.088,1.115,0.17,4.711,6.837,,,,,,,,,,,,,,,,,,,,,,,
527,Success,17,20,0,2,70.608,0.01,0.222,0.081,0.446,1.585,0.899,,1.818,,5.234,,60.315,,,,,,,,,,,,,,,,,,,,
528,Success,21,18,1,0,54.098,0.076,0.268,0.137,0.531,0.336,1.074,0.648,4.846,1.323,,3.12,,41.738,,,,,,,,,,,,,,,,,,,
529,Success,19,18,2,0,19.742,0.022,0.208,0.022,0.405,0.224,0.908,0.43,4.848,12.675,,,,,,,,,,,,,,,,,,,,,,,
530,Success,17,22,1,2,395.63,0.013,0.196,0.123,0.402,1.643,0.935,,1.899,,5.453,,12.523,,42.048,,330.395,,,,,,,,,,,,,,,,
531,Success,17,17,1,0,5.863,0.025,0.199,0.1,0.404,2.747,2.388,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Success,17,17,0,1,4.83,0.013,0.212,0.027,0.43,1.602,2.545,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Success,20,26,0,1,6442.403,0.031,0.211,0.058,0.43,0.107,0.885,0.206,1.812,0.412,4.584,15.051,12.005,,42.579,,85.465,,207.01,,415.214,,796.701,,4859.644,,,,,,,,
534,Success,18,18,1,1,14.688,0.029,0.203,0.155,0.383,0.29,0.837,5.639,7.154,,,,,,,,,,,,,,,,,,,,,,,,
535,Success,20,16,0,2,19.604,0.021,0.199,0.096,2.074,0.175,,0.616,,1.278,,15.145,,,,,,,,,,,,,,,,,,,,,
536,Success,17,17,1,0,5.942,0.036,0.246,0.074,0.474,2.76,2.352,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Success,19,17,1,0,14.919,0.023,0.196,0.028,0.418,0.095,2.366,0.389,,11.404,,,,,,,,,,,,,,,,,,,,,,,
538,Success,17,19,1,1,22.362,0.01,0.219,0.164,0.488,2.771,0.995,,2.071,,15.644,,,,,,,,,,,,,,,,,,,,,,
539,Success,17,16,1,1,4.403,0.025,0.199,0.111,1.296,2.772,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Success,18,17,0,1,6.417,0.017,0.238,0.043,0.45,0.08,2.459,3.13,,,,,,,,,,,,,,,,,,,,,,,,,
541,Success,16,18,1,0,8.521,0.025,0.262,1.479,0.627,,1.245,,4.884,,,,,,,,,,,,,,,,,,,,,,,,
542,Success,17,20,3,0,40.283,0.031,0.215,0.105,0.438,5.607,0.88,,1.799,,5.188,,26.02,,,,,,,,,,,,,,,,,,,,
543,Success,18,18,1,2,17.505,0.018,0.236,0.081,0.444,0.164,0.955,3.487,12.12,,,,,,,,,,,,,,,,,,,,,,,,
544,Success,20,18,0,0,22.408,0.012,0.204,0.021,0.404,0.144,0.834,0.284,4.856,0.637,,15.013,,,,,,,,,,,,,,,,,,,,,
545,Success,19,18,0,2,16.444,0.008,0.216,0.034,0.418,0.173,0.856,0.332,7.755,6.65,,,,,,,,,,,,,,,,,,,,,,,
546,Success,18,18,2,0,12.697,0.044,0.212,0.085,0.415,0.157,0.892,6.112,4.78,,,,,,,,,,,,,,,,,,,,,,,,
547,Success,17,17,1,0,5.869,0.033,0.192,0.115,0.382,2.759,2.387,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Success,18,18,1,1,10.153,0.013,0.203,0.023,0.45,0.286,0.964,3.262,4.952,,,,,,,,,,,,,,,,,,,,,,,,
549,Success,16,17,1,2,5.499,0.027,0.27,0.89,0.444,,3.868,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Success,18,22,1,2,312.254,0.015,0.205,0.078,0.414,0.143,0.879,5.566,1.701,,8.347,,19.537,,42.017,,233.352,,,,,,,,,,,,,,,,
551,Success,17,16,1,0,3.244,0.048,0.213,0.084,1.24,1.658,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Success,17,17,0,1,5.806,0.01,0.227,0.021,0.443,1.565,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Success,15,18,3,1,10.218,1.811,0.196,,0.397,,0.796,,7.018,,,,,,,,,,,,,,,,,,,,,,,,
554,Success,20,18,0,1,22.652,0.004,0.202,0.04,0.386,0.176,1.119,0.339,4.908,0.651,,14.826,,,,,,,,,,,,,,,,,,,,,
555,Success,18,17,0,1,6.336,0.01,0.196,0.058,0.421,0.106,2.421,3.125,,,,,,,,,,,,,,,,,,,,,,,,,
556,Success,20,18,2,4,40.323,0.039,0.195,0.069,0.405,0.128,0.995,0.246,8.833,0.542,,28.87,,,,,,,,,,,,,,,,,,,,,
557,Success,17,17,1,1,6.123,0.042,0.209,0.127,0.537,1.647,3.562,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Success,19,17,2,1,17.432,0.052,0.204,0.091,0.494,0.319,3.55,0.613,,12.11,,,,,,,,,,,,,,,,,,,,,,,
559,Success,20,19,1,1,48.161,0.017,0.206,0.035,0.448,0.12,0.881,0.242,1.773,0.49,18.014,25.936,,,,,,,,,,,,,,,,,,,,,
560,Success,17,18,1,1,8.148,0.055,0.196,0.2,0.381,1.662,0.862,,4.793,,,,,,,,,,,,,,,,,,,,,,,,
561,Success,17,19,0,0,20.52,0.031,0.2,0.05,0.403,1.57,0.979,,1.938,,15.349,,,,,,,,,,,,,,,,,,,,,,
562,Success,17,18,0,0,8.071,0.044,0.214,0.083,0.43,1.57,1.108,,4.622,,,,,,,,,,,,,,,,,,,,,,,,
563,Success,19,18,3,2,26.059,0.007,0.204,0.095,0.404,0.184,0.815,0.35,7.297,16.702,,,,,,,,,,,,,,,,,,,,,,,
564,Success,24,18,0,0,539.289,0.01,0.199,0.048,0.499,0.088,1,0.219,4.608,0.418,,0.944,,2.849,,10.139,,12.677,,505.592,,,,,,,,,,,,,
565,Success,20,19,1,1,50.665,0.036,0.204,0.114,0.4,0.359,0.841,0.756,1.939,1.509,18.131,26.375,,,,,,,,,,,,,,,,,,,,,
566,Success,21,16,0,1,42.435,0.053,0.207,0.128,1.279,0.241,,0.489,,1.003,,2.25,,36.786,,,,,,,,,,,,,,,,,,,
567,Success,17,18,1,1,10.653,0.039,0.212,0.18,0.4,1.702,1.024,,7.096,,,,,,,,,,,,,,,,,,,,,,,,
568,Success,18,17,0,3,8.097,0.009,0.234,0.031,0.423,0.205,4.085,3.11,,,,,,,,,,,,,,,,,,,,,,,,,
569,Success,17,18,0,1,10.353,0.014,0.222,0.094,0.428,1.58,0.88,,7.135,,,,,,,,,,,,,,,,,,,,,,,,
570,Success,19,16,0,1,9.243,0.017,0.235,0.03,1.296,0.379,,0.755,,6.531,,,,,,,,,,,,,,,,,,,,,,,
571,Success,17,18,1,3,10.028,0.021,0.224,0.164,0.444,1.68,0.958,,6.535,,,,,,,,,,,,,,,,,,,,,,,,
572,Success,19,18,0,0,13.038,0.017,0.201,0.03,0.436,0.056,0.884,0.206,4.664,6.543,,,,,,,,,,,,,,,,,,,,,,,
573,Success,17,19,1,1,26.429,0.023,0.195,0.075,0.422,2.78,0.854,,1.729,,20.351,,,,,,,,,,,,,,,,,,,,,,
574,Success,17,17,2,1,5.639,0.027,0.258,0.177,0.492,2.183,2.501,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Success,17,18,1,1,10.654,0.012,0.226,0.162,0.523,1.654,1.052,,7.025,,,,,,,,,,,,,,,,,,,,,,,,
576,Success,19,16,1,0,14.288,0.057,0.232,0.158,1.243,0.306,,0.747,,11.544,,,,,,,,,,,,,,,,,,,,,,,
577,Success,19,19,0,0,23.627,0.028,0.198,0.125,0.385,0.325,0.785,0.482,1.692,6.455,13.153,,,,,,,,,,,,,,,,,,,,,,
578,Success,18,18,2,1,17.458,0.025,0.19,0.095,0.511,0.398,1.088,10.348,4.803,,,,,,,,,,,,,,,,,,,,,,,,
579,Success,22,17,2,4,247.955,0.016,0.192,0.032,0.49,0.089,5.811,0.221,,0.45,,1.082,,2.769,,236.804,,,,,,,,,,,,,,,,,
580,Success,17,18,1,2,11.844,0.012,0.196,0.107,0.413,2.746,1.034,,7.336,,,,,,,,,,,,,,,,,,,,,,,,
581,Success,16,16,0,0,2.342,0.04,0.195,0.85,1.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Success,16,19,2,1,19.577,0.01,0.198,0.986,0.415,,0.813,,1.655,,15.499,,,,,,,,,,,,,,,,,,,,,,
583,Success,18,18,1,1,12.329,0.019,0.2,0.033,0.406,0.317,0.887,5.514,4.953,,,,,,,,,,,,,,,,,,,,,,,,
584,Success,17,19,1,1,23.044,0.03,0.251,0.117,0.503,2.763,1.002,,1.994,,16.383,,,,,,,,,,,,,,,,,,,,,,
585,Success,18,17,4,2,29.129,0.012,0.211,0.129,0.492,0.367,3.858,24.06,,,,,,,,,,,,,,,,,,,,,,,,,
586,Success,19,16,0,0,9.745,0.055,0.283,0.097,1.337,0.337,,0.728,,6.908,,,,,,,,,,,,,,,,,,,,,,,
587,Success,19,17,2,1,25.932,0.058,0.197,0.175,0.44,0.239,2.443,0.677,,21.702,,,,,,,,,,,,,,,,,,,,,,,
588,Success,19,18,1,0,18.077,0.008,0.198,0.024,0.378,0.057,1.001,0.125,4.686,11.6,,,,,,,,,,,,,,,,,,,,,,,
589,Success,19,18,0,1,15.687,0.008,0.199,0.024,0.445,0.051,0.909,0.098,7.147,6.807,,,,,,,,,,,,,,,,,,,,,,,
590,Success,22,17,0,0,140.537,0.01,0.197,0.024,0.602,0.051,2.439,0.293,,0.173,,1.368,,3.467,,131.912,,,,,,,,,,,,,,,,,
591,Success,18,19,1,0,24.332,0.025,0.206,0.098,0.399,0.337,0.811,5.513,1.654,,15.288,,,,,,,,,,,,,,,,,,,,,,
592,Success,16,17,2,1,4.174,0.034,0.203,1.042,0.471,,2.425,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Success,18,17,2,1,7.066,0.012,0.19,0.039,0.403,0.334,2.422,3.667,,,,,,,,,,,,,,,,,,,,,,,,,
594,Success,17,17,0,3,6.792,0.032,0.221,0.081,0.428,1.584,4.446,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Success,18,16,2,2,7.447,0.025,0.235,0.059,3.262,0.133,,3.732,,,,,,,,,,,,,,,,,,,,,,,,,
596,Success,17,17,0,3,5.623,0.008,0.196,0.055,0.499,1.581,3.284,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Success,17,18,0,2,10.738,0.011,0.218,0.195,0.424,1.567,1.008,,7.315,,,,,,,,,,,,,,,,,,,,,,,,
598,Success,17,18,1,1,11.506,0.048,0.198,0.1,0.46,2.756,0.927,,7.016,,,,,,,,,,,,,,,,,,,,,,,,
