Seed,Pass/Fail,log2traces inner hash,log2traces outer hash,log2 hypotheses inner hash,log2 hypotheses outer hash,total time,inner time - 15,outer time - 15,inner time - 16,outer time - 16,inner time - 17,outer time - 17,inner time - 18,outer time - 18,inner time - 19,outer time - 19,inner time - 20,outer time - 20,inner time - 21,outer time - 21,inner time - 22,outer time - 22,inner time - 23,outer time - 23,inner time - 24,outer time - 24,inner time - 25,outer time - 25,inner time - 26,outer time - 26,inner time - 27,outer time - 27,inner time - 28,outer time - 28,inner time - 29,outer time - 29,inner time - 30,outer time - 30
279,Success,19,18,0,1,15.184,0.011,0.204,0.027,0.391,0.069,0.802,0.115,7.037,6.529,,,,,,,,,,,,,,,,,,,,,,,
280,Success,18,21,1,0,103.323,0.009,0.194,0.04,0.37,0.203,0.836,5.46,1.721,,4.94,,13.023,,76.526,,,,,,,,,,,,,,,,,,
281,Success,18,21,1,0,108.305,0.008,0.191,0.018,0.398,0.311,1.089,3.579,1.956,,7.658,,16.114,,76.982,,,,,,,,,,,,,,,,,,
282,Success,19,18,4,1,36.862,0.005,0.186,0.018,0.446,0.096,1.017,0.187,7.172,27.735,,,,,,,,,,,,,,,,,,,,,,,
283,Success,19,19,1,1,27.554,0.006,0.193,0.026,0.377,0.08,0.925,0.635,2.414,11.378,11.521,,,,,,,,,,,,,,,,,,,,,,
284,Success,18,18,0,0,9.672,0.008,0.218,0.047,0.432,0.1,0.875,3.171,4.822,,,,,,,,,,,,,,,,,,,,,,,,
285,Success,20,18,1,1,24.958,0.01,0.223,0.017,0.445,0.063,1.014,0.604,5.072,1.213,,16.295,,,,,,,,,,,,,,,,,,,,,
286,Success,19,21,2,2,110.825,0.016,0.19,0.04,0.373,0.124,0.889,0.24,1.843,7.992,4.715,,12.085,,82.318,,,,,,,,,,,,,,,,,,
287,Success,18,18,0,0,9.954,0.013,0.193,0.023,0.418,0.253,1.16,3.107,4.787,,,,,,,,,,,,,,,,,,,,,,,,
288,Success,19,17,2,0,17.541,0.025,0.261,0.128,0.42,0.181,2.467,0.354,,13.706,,,,,,,,,,,,,,,,,,,,,,,
289,Success,18,19,0,1,18.463,0.006,0.189,0.013,0.37,0.155,0.9,3.114,2.047,,11.669,,,,,,,,,,,,,,,,,,,,,,
290,Success,18,17,0,0,6.277,0.007,0.206,0.03,0.469,0.062,2.381,3.122,,,,,,,,,,,,,,,,,,,,,,,,,
291,Success,18,18,1,0,11.962,0.032,0.199,0.06,0.378,0.11,0.886,5.542,4.756,,,,,,,,,,,,,,,,,,,,,,,,
292,Success,18,20,0,1,39.408,0.011,0.195,0.069,0.375,0.252,0.83,3.084,1.712,,5.97,,26.91,,,,,,,,,,,,,,,,,,,,
293,Success,20,17,1,1,21.725,0.008,0.224,0.043,0.447,0.123,3.617,0.394,,1.246,,15.622,,,,,,,,,,,,,,,,,,,,,
294,Success,21,18,1,1,83.174,0.012,0.305,0.064,0.557,0.132,1.322,0.257,5.948,0.519,,1.379,,72.68,,,,,,,,,,,,,,,,,,,
295,Success,19,20,0,1,60.171,0.009,0.19,0.087,0.4,0.037,1.097,0.313,3.431,6.502,10.486,,37.62,,,,,,,,,,,,,,,,,,,,
296,Success,23,18,0,1,261.001,0.011,0.204,0.021,0.416,0.188,0.905,0.389,4.923,0.791,,1.723,,5.076,,10.446,,235.907,,,,,,,,,,,,,,,
297,Success,21,21,0,2,182.065,0.017,0.221,0.03,0.414,0.061,0.96,0.158,2.322,1.09,5.663,0.705,14.023,44.391,112.01,,,,,,,,,,,,,,,,,,
298,Success,19,20,1,0,43.085,0.012,0.196,0.024,0.386,0.045,0.977,0.101,2.577,6.948,6.108,,25.711,,,,,,,,,,,,,,,,,,,,
299,Success,18,18,1,1,14.267,0.013,0.226,0.049,0.426,0.098,0.938,5.418,7.099,,,,,,,,,,,,,,,,,,,,,,,,
300,Success,19,20,0,1,52.782,0.004,0.201,0.061,0.46,0.114,0.945,0.244,1.934,6.602,4.889,,37.329,,,,,,,,,,,,,,,,,,,,
301,Success,19,18,1,0,20.763,0.01,0.214,0.017,0.439,0.056,0.941,0.208,6.281,12.597,,,,,,,,,,,,,,,,,,,,,,,
302,Success,19,19,2,1,37.302,0.01,0.188,0.071,0.382,0.131,1.011,0.088,2.741,12.104,20.577,,,,,,,,,,,,,,,,,,,,,,
303,Success,20,20,0,0,63.851,0.015,0.19,0.043,0.374,0.08,0.879,0.645,1.825,0.365,8.729,14.827,35.879,,,,,,,,,,,,,,,,,,,,
304,Success,19,17,3,0,12.839,0.005,0.2,0.058,0.424,0.106,2.366,0.206,,9.474,,,,,,,,,,,,,,,,,,,,,,,
305,Success,19,17,0,1,11.427,0.013,0.194,0.09,0.381,0.213,3.541,0.409,,6.586,,,,,,,,,,,,,,,,,,,,,,,
306,Success,19,18,3,2,16.811,0.021,0.193,0.047,0.454,0.15,1.008,0.497,5.134,9.306,,,,,,,,,,,,,,,,,,,,,,,
307,Success,23,21,0,0,373.773,0.008,0.194,0.017,0.378,0.055,1.024,0.313,1.78,0.68,6.86,2.922,22.217,7.694,72.836,16.305,,240.491,,,,,,,,,,,,,,,
308,Success,17,19,3,1,26.293,0.005,0.21,0.009,0.589,5.447,1.174,,2.359,,16.499,,,,,,,,,,,,,,,,,,,,,,
309,Success,22,18,2,1,127.275,0.025,0.213,0.038,0.408,0.08,0.985,0.171,7.416,0.344,,0.901,,2.597,,114.097,,,,,,,,,,,,,,,,,
310,Success,21,18,1,3,83.569,0.006,0.195,0.093,0.379,0.247,0.877,0.477,13.786,0.998,,2.166,,64.346,,,,,,,,,,,,,,,,,,,
311,Success,19,19,1,3,32.447,0.008,0.194,0.074,0.441,0.341,0.873,0.266,2.175,6.972,21.103,,,,,,,,,,,,,,,,,,,,,,
312,Success,17,17,5,1,18.784,0.01,0.192,0.044,0.382,14.534,3.623,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Success,20,18,0,2,22.856,0.006,0.204,0.017,0.4,0.038,0.797,0.737,5.154,0.829,,14.675,,,,,,,,,,,,,,,,,,,,,
314,Success,19,20,1,1,67.681,0.011,0.204,0.089,0.391,0.222,0.887,0.429,2.894,6.811,9.685,,46.056,,,,,,,,,,,,,,,,,,,,
315,Success,20,18,1,1,23.104,0.008,0.188,0.013,0.377,0.168,0.977,0.312,4.817,0.678,,15.568,,,,,,,,,,,,,,,,,,,,,
316,Success,19,18,0,0,12.948,0.006,0.19,0.03,0.417,0.236,0.851,0.096,4.623,6.498,,,,,,,,,,,,,,,,,,,,,,,
317,Success,18,21,1,1,154.882,0.004,0.192,0.037,0.402,0.068,0.815,5.49,1.693,,10.463,,22.975,,112.745,,,,,,,,,,,,,,,,,,
318,Success,18,19,2,2,32.754,0.008,0.215,0.044,0.47,0.118,0.942,10.198,2.281,,18.48,,,,,,,,,,,,,,,,,,,,,,
319,Success,18,18,0,1,11.806,0.008,0.196,0.056,0.384,0.104,0.877,3.083,7.097,,,,,,,,,,,,,,,,,,,,,,,,
320,Success,18,19,1,2,22.101,0.004,0.201,0.043,0.393,0.117,0.859,5.412,2.175,,12.898,,,,,,,,,,,,,,,,,,,,,,
321,Success,17,18,2,3,17.678,0.021,0.188,0.037,0.455,1.999,1.191,,13.786,,,,,,,,,,,,,,,,,,,,,,,,
322,Success,19,18,1,1,17.19,0.009,0.19,0.033,0.515,0.158,1.072,0.391,7.892,6.929,,,,,,,,,,,,,,,,,,,,,,,
323,Success,18,18,1,0,9.832,0.01,0.208,0.057,0.44,0.099,0.927,3.296,4.795,,,,,,,,,,,,,,,,,,,,,,,,
324,Success,19,22,1,0,269.377,0.017,0.205,0.031,0.436,0.125,0.908,0.484,2.409,11.636,5.78,,20.607,,41.35,,185.389,,,,,,,,,,,,,,,,
325,Success,19,21,1,1,128.98,0.021,0.195,0.03,0.385,0.156,0.8,0.299,1.997,6.714,4.889,,11.211,,102.282,,,,,,,,,,,,,,,,,,
326,Success,18,17,0,1,6.335,0.015,0.198,0.017,0.457,0.075,2.454,3.12,,,,,,,,,,,,,,,,,,,,,,,,,
327,Success,17,21,1,2,134.396,0.012,0.204,0.021,0.536,1.657,0.853,,2.283,,6.204,,14.226,,108.402,,,,,,,,,,,,,,,,,,
328,Success,25,19,0,4,1154.966,0.006,0.186,0.01,0.374,0.119,0.893,0.228,1.989,0.465,87.045,1.224,,3.567,,7.45,,18.53,,36.5,,996.379,,,,,,,,,,,
329,Success,18,17,1,0,7.03,0.011,0.227,0.093,0.418,0.172,2.765,3.344,,,,,,,,,,,,,,,,,,,,,,,,,
330,Success,17,19,2,1,18.315,0.014,0.244,0.074,0.451,3.025,0.88,,2.101,,11.527,,,,,,,,,,,,,,,,,,,,,,
331,Success,19,19,2,0,36.911,0.021,0.208,0.037,0.466,0.131,1.089,0.461,1.925,21.671,10.9,,,,,,,,,,,,,,,,,,,,,,
332,Success,19,16,1,0,8.9,0.019,0.191,0.033,1.244,0.068,,0.517,,6.827,,,,,,,,,,,,,,,,,,,,,,,
333,Success,19,17,0,1,11.131,0.013,0.192,0.02,0.391,0.167,3.56,0.346,,6.442,,,,,,,,,,,,,,,,,,,,,,,
334,Success,18,18,1,0,12.406,0.017,0.193,0.056,0.39,0.259,0.956,5.5,5.035,,,,,,,,,,,,,,,,,,,,,,,,
335,Success,18,19,1,0,18.308,0.008,0.191,0.119,0.378,0.222,0.825,3.262,1.951,,11.353,,,,,,,,,,,,,,,,,,,,,,
336,Success,18,18,0,1,12.16,0.01,0.196,0.11,0.43,0.272,0.926,3.085,7.131,,,,,,,,,,,,,,,,,,,,,,,,
337,Success,17,19,1,0,16.534,0.019,0.194,0.051,0.43,1.684,0.9,,1.871,,11.385,,,,,,,,,,,,,,,,,,,,,,
338,Success,21,20,2,0,113.579,0.033,0.212,0.066,0.437,0.159,1.035,0.33,2.342,0.657,5.888,1.485,26.361,74.575,,,,,,,,,,,,,,,,,,,
339,Success,18,19,0,3,22.242,0.013,0.197,0.036,0.451,0.088,0.96,3.164,1.953,,15.381,,,,,,,,,,,,,,,,,,,,,,
340,Success,20,20,3,1,81.509,0.014,0.256,0.024,0.482,0.186,0.879,0.61,1.963,1.225,5.206,32.749,37.915,,,,,,,,,,,,,,,,,,,,
341,Success,19,18,0,1,14.374,0.008,0.199,0.043,0.419,0.301,1.162,0.583,5.109,6.551,,,,,,,,,,,,,,,,,,,,,,,
342,Success,21,18,0,1,50.238,0.017,0.194,0.027,0.442,0.235,0.828,0.453,7.278,0.994,,2.33,,37.44,,,,,,,,,,,,,,,,,,,
343,Success,23,18,0,1,273.13,0.006,0.211,0.06,0.43,0.111,0.815,0.549,4.97,1.098,,2.611,,7.891,,16.256,,238.123,,,,,,,,,,,,,,,
344,Success,24,18,0,1,588.606,0.017,0.207,0.04,0.416,0.074,0.923,0.666,4.848,1.507,,3.003,,9.509,,17.171,,44.246,,505.98,,,,,,,,,,,,,
345,Success,19,18,2,0,19.856,0.017,0.191,0.054,0.507,0.107,0.931,0.696,4.722,12.63,,,,,,,,,,,,,,,,,,,,,,,
346,Success,19,19,2,1,36.695,0.019,0.201,0.054,0.393,0.349,0.975,0.195,1.972,21.484,11.052,,,,,,,,,,,,,,,,,,,,,,
347,Success,17,18,1,5,51.156,0.025,0.194,0.179,0.397,2.8,0.92,,46.64,,,,,,,,,,,,,,,,,,,,,,,,
348,Success,19,20,1,1,53.421,0.008,0.198,0.017,0.405,0.038,0.837,0.073,2.071,6.842,5.036,,37.898,,,,,,,,,,,,,,,,,,,,
349,Success,19,18,3,0,22.917,0.025,0.197,0.045,0.436,0.083,1.178,0.446,4.827,15.681,,,,,,,,,,,,,,,,,,,,,,,
350,Success,19,17,0,0,10.613,0.006,0.201,0.09,0.396,0.364,2.379,0.709,,6.469,,,,,,,,,,,,,,,,,,,,,,,
351,Success,20,20,2,0,64.344,0.021,0.208,0.087,0.404,0.228,0.882,0.46,1.88,0.922,5.298,28.127,25.827,,,,,,,,,,,,,,,,,,,,
352,Success,19,17,1,0,14.685,0.017,0.21,0.047,0.399,0.086,2.36,0.168,,11.399,,,,,,,,,,,,,,,,,,,,,,,
353,Success,22,18,3,2,254.175,0.005,0.212,0.034,0.438,0.306,0.987,0.591,12.209,1.185,,2.589,,7.866,,227.753,,,,,,,,,,,,,,,,,
354,Success,20,17,1,3,32.355,0.011,0.215,0.017,0.449,0.037,4.217,0.275,,0.555,,26.578,,,,,,,,,,,,,,,,,,,,,
355,Success,17,18,1,4,45.336,0.017,0.196,0.033,0.387,2.74,0.993,,40.97,,,,,,,,,,,,,,,,,,,,,,,,
356,Success,19,17,4,1,30.729,0.01,0.195,0.018,0.474,0.078,3.621,0.166,,26.167,,,,,,,,,,,,,,,,,,,,,,,
357,Success,19,22,0,1,366.485,0.006,0.19,0.023,0.393,0.111,0.939,0.215,1.942,6.391,4.836,,13.488,,40.582,,297.368,,,,,,,,,,,,,,,,
358,Success,19,21,1,1,158.803,0.006,0.186,0.076,0.37,0.173,0.769,0.334,2.998,12.109,9.985,,22.593,,109.203,,,,,,,,,,,,,,,,,,
359,Success,21,19,0,3,96.045,0.001,0.194,0.031,0.377,0.069,1.103,0.145,3.334,1.335,50.037,2.933,,36.488,,,,,,,,,,,,,,,,,,,
360,Success,23,18,1,1,301.717,0.012,0.198,0.046,0.387,0.203,0.796,0.396,6.988,0.816,,1.876,,5.029,,10.601,,274.368,,,,,,,,,,,,,,,
361,Success,17,18,1,0,8.998,0.013,0.189,0.135,0.39,2.73,0.917,,4.624,,,,,,,,,,,,,,,,,,,,,,,,
362,Success,20,20,2,1,69.53,0.012,0.192,0.067,0.377,0.163,0.768,0.731,2.117,1.483,10.534,17.77,35.316,,,,,,,,,,,,,,,,,,,,
363,Success,20,18,0,2,23.88,0.008,0.202,0.02,0.425,0.031,0.845,0.06,7.413,0.221,,14.656,,,,,,,,,,,,,,,,,,,,,
364,Success,20,20,0,1,70.055,0.009,0.195,0.056,0.383,0.275,0.763,0.239,1.576,0.504,8.101,14.744,43.209,,,,,,,,,,,,,,,,,,,,
365,Success,17,18,1,1,12.044,0.012,0.203,0.004,0.409,2.781,1.524,,7.111,,,,,,,,,,,,,,,,,,,,,,,,
366,Success,18,22,0,1,327.99,0.021,0.189,0.089,0.461,0.307,0.92,3.089,1.869,,8.355,,18.626,,39.594,,254.469,,,,,,,,,,,,,,,,
367,Success,19,18,0,0,13.943,0.021,0.205,0.09,0.397,0.334,0.829,0.636,4.857,6.575,,,,,,,,,,,,,,,,,,,,,,,
368,Success,18,20,2,2,63.433,0.008,0.204,0.021,0.409,0.391,0.891,10.257,1.9,,5.204,,44.147,,,,,,,,,,,,,,,,,,,,
369,Success,23,23,0,0,858.478,0.008,0.193,0.017,0.416,0.13,0.979,0.456,2.096,0.987,6.599,2.107,20.072,6.328,43.102,13.411,113.91,236.98,410.687,,,,,,,,,,,,,,
370,Success,20,18,1,1,36.322,0.019,0.207,0.066,0.399,0.141,0.926,0.5,7.174,1.003,,25.886,,,,,,,,,,,,,,,,,,,,,
371,Success,19,18,0,0,13.692,0.008,0.193,0.027,0.438,0.327,0.893,0.643,4.745,6.419,,,,,,,,,,,,,,,,,,,,,,,
372,Success,17,20,1,3,78.454,0.015,0.203,0.054,0.468,1.666,0.951,,1.897,,5.779,,67.421,,,,,,,,,,,,,,,,,,,,
373,Success,21,19,0,2,57.494,0.008,0.211,0.02,0.446,0.043,0.966,0.109,2.201,0.193,12.896,0.42,,39.98,,,,,,,,,,,,,,,,,,,
374,Success,20,19,1,0,33.243,0.014,0.209,0.027,0.4,0.051,0.855,0.186,1.787,1.49,11.494,16.731,,,,,,,,,,,,,,,,,,,,,
375,Success,18,19,3,2,32.126,0.005,0.198,0.107,0.434,0.198,0.964,10.956,1.969,,17.295,,,,,,,,,,,,,,,,,,,,,,
376,Success,19,18,1,1,16.433,0.013,0.232,0.058,0.603,0.243,1.193,0.48,6.2,7.411,,,,,,,,,,,,,,,,,,,,,,,
377,Success,20,19,2,1,48.54,0.025,0.199,0.044,0.436,0.081,0.938,0.277,1.987,0.562,16.253,27.737,,,,,,,,,,,,,,,,,,,,,
378,Success,20,18,4,0,111.679,0.01,0.208,0.018,0.441,0.171,0.929,0.235,4.837,1.188,,103.643,,,,,,,,,,,,,,,,,,,,,
379,Success,19,17,1,2,10.506,0.026,0.2,0.033,0.403,0.137,2.61,0.336,,6.762,,,,,,,,,,,,,,,,,,,,,,,
380,Success,17,21,2,1,128.815,0.014,0.201,0.031,0.398,2.906,0.821,,2.174,,6.043,,15.904,,100.323,,,,,,,,,,,,,,,,,,
381,Success,18,19,1,0,20.105,0.008,0.193,0.013,0.412,0.061,0.869,5.5,1.781,,11.267,,,,,,,,,,,,,,,,,,,,,,
382,Success,22,20,1,0,240.153,0.008,0.199,0.014,0.452,0.168,0.944,0.366,2.428,0.713,7.249,1.52,34.236,4.517,,187.338,,,,,,,,,,,,,,,,,
383,Success,18,20,1,0,42.585,0.008,0.187,0.05,0.412,0.086,1.052,5.853,2.254,,5.911,,26.771,,,,,,,,,,,,,,,,,,,,
384,Success,19,19,0,0,21.493,0.01,0.212,0.017,0.402,0.185,0.833,0.74,1.858,6.446,10.791,,,,,,,,,,,,,,,,,,,,,,
385,Success,21,19,0,2,72.44,0.011,0.221,0.023,0.403,0.056,0.874,0.119,2.043,1.29,26.102,0.526,,40.771,,,,,,,,,,,,,,,,,,,
386,Success,19,17,0,1,11.274,0.009,0.197,0.017,0.386,0.246,3.529,0.475,,6.414,,,,,,,,,,,,,,,,,,,,,,,
387,Success,21,20,1,2,96.886,0.011,0.203,0.076,0.415,0.143,1.007,0.262,1.746,0.793,4.425,1.765,44.061,41.981,,,,,,,,,,,,,,,,,,,
388,Success,22,19,1,0,125.229,0.015,0.188,0.05,0.38,0.105,1.006,0.382,2.377,0.78,10.687,1.893,,5.302,,102.063,,,,,,,,,,,,,,,,,
389,Success,19,18,1,1,17.699,0.013,0.193,0.017,0.371,0.043,0.804,0.085,4.895,11.277,,,,,,,,,,,,,,,,,,,,,,,
390,Success,18,21,0,0,96.866,0.008,0.19,0.017,0.402,0.206,0.87,3.119,1.771,,5.071,,13.345,,71.868,,,,,,,,,,,,,,,,,,
391,Success,20,19,1,0,31.938,0.006,0.204,0.01,0.418,0.073,0.863,0.249,1.837,1.216,11.436,15.627,,,,,,,,,,,,,,,,,,,,,
392,Success,18,17,0,1,6.323,0.008,0.195,0.073,0.416,0.067,2.46,3.106,,,,,,,,,,,,,,,,,,,,,,,,,
393,Success,17,17,0,2,6.002,0.017,0.197,0.063,0.447,1.557,3.722,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Success,20,18,0,0,22.925,0.011,0.229,0.041,0.438,0.125,0.903,0.238,4.89,1.181,,14.869,,,,,,,,,,,,,,,,,,,,,
395,Success,18,23,1,1,621.24,0.011,0.191,0.02,0.404,0.037,0.88,3.243,1.838,,5.097,,13.568,,38.1,,104.564,,453.287,,,,,,,,,,,,,,
396,Success,20,20,2,1,67.24,0.002,0.207,0.028,0.405,0.052,0.86,0.101,2.159,0.252,4.476,28.84,29.856,,,,,,,,,,,,,,,,,,,,
397,Success,19,19,4,0,43.922,0.011,0.193,0.019,0.388,0.113,0.837,0.257,1.865,27.533,12.705,,,,,,,,,,,,,,,,,,,,,,
398,Success,17,20,0,0,48.128,0.006,0.191,0.037,0.422,1.571,0.841,,1.95,,7.806,,35.305,,,,,,,,,,,,,,,,,,,,
399,Success,17,21,2,1,145.88,0.025,0.188,0.071,0.374,5.09,1.084,,2.186,,9.933,,23.106,,103.823,,,,,,,,,,,,,,,,,,
400,Success,17,18,0,1,8.006,0.013,0.195,0.047,0.439,1.545,0.88,,4.887,,,,,,,,,,,,,,,,,,,,,,,,
401,Success,18,24,3,0,1287.197,0.018,0.206,0.055,0.427,0.103,0.823,7.109,1.75,,9.076,,20.523,,42.846,,110.482,,218.233,,875.545,,,,,,,,,,,,
402,Success,18,18,1,1,11.874,0.013,0.193,0.026,0.416,0.055,0.883,5.437,4.85,,,,,,,,,,,,,,,,,,,,,,,,
403,Success,20,18,3,1,39.191,0.002,0.19,0.009,0.368,0.094,0.856,0.183,4.78,1.391,,31.317,,,,,,,,,,,,,,,,,,,,,
404,Success,19,20,0,0,51.486,0.004,0.19,0.02,0.375,0.038,0.823,0.073,1.726,6.507,7.003,,34.727,,,,,,,,,,,,,,,,,,,,
405,Success,17,18,1,2,11.694,0.008,0.195,0.013,0.485,2.709,0.865,,7.419,,,,,,,,,,,,,,,,,,,,,,,,
406,Success,18,22,1,0,301.93,0.011,0.19,0.027,0.375,0.105,0.768,3.276,1.576,,8.74,,20.601,,43.964,,222.295,,,,,,,,,,,,,,,,
407,Success,17,18,1,1,10.102,0.008,0.195,0.04,0.386,1.625,0.866,,6.983,,,,,,,,,,,,,,,,,,,,,,,,
408,Success,19,20,0,0,52.655,0.006,0.19,0.033,0.389,0.283,0.8,0.546,2.035,6.431,7.724,,34.217,,,,,,,,,,,,,,,,,,,,
409,Success,18,18,0,1,9.626,0.011,0.19,0.027,0.415,0.215,0.914,3.084,4.77,,,,,,,,,,,,,,,,,,,,,,,,
410,Success,17,21,1,1,140.79,0.006,0.194,0.027,0.391,2.722,0.83,,1.648,,8.999,,20.661,,105.314,,,,,,,,,,,,,,,,,,
411,Success,18,19,0,0,22.109,0.008,0.185,0.017,0.457,0.037,1.017,3.091,2.094,,15.203,,,,,,,,,,,,,,,,,,,,,,
412,Success,19,21,0,0,118.457,0.025,0.19,0.043,0.378,0.08,0.846,0.154,1.669,6.423,7.009,,23.834,,77.806,,,,,,,,,,,,,,,,,,
413,Success,20,18,2,1,40.594,0.019,0.198,0.037,0.395,0.297,0.786,0.647,7.072,1.308,,29.834,,,,,,,,,,,,,,,,,,,,,
414,Success,18,18,2,0,17.72,0.002,0.193,0.041,0.385,0.273,0.772,10.329,5.725,,,,,,,,,,,,,,,,,,,,,,,,
415,Success,19,18,1,2,20.185,0.006,0.196,0.096,0.489,0.246,0.992,0.346,6.328,11.486,,,,,,,,,,,,,,,,,,,,,,,
416,Success,21,18,0,3,53.23,0.006,0.194,0.01,0.484,0.284,1.062,0.536,9.041,1.134,,2.528,,37.951,,,,,,,,,,,,,,,,,,,
417,Success,17,21,2,2,158.143,0.015,0.194,0.127,0.438,5.042,0.891,,1.75,,9.299,,21.02,,119.367,,,,,,,,,,,,,,,,,,
418,Success,18,21,1,2,110.033,0.011,0.23,0.119,0.487,0.223,1.012,3.476,2.059,,5.824,,19.969,,76.622,,,,,,,,,,,,,,,,,,
419,Success,20,18,1,0,35.181,0.021,0.199,0.046,0.39,0.193,0.871,0.167,4.733,1.139,,27.422,,,,,,,,,,,,,,,,,,,,,
420,Success,20,21,0,1,139.86,0.025,0.218,0.046,0.472,0.204,0.878,0.407,2.003,0.818,5.605,15.204,14.774,,99.206,,,,,,,,,,,,,,,,,,
421,Success,19,19,0,0,21.376,0.015,0.199,0.023,0.428,0.217,1.024,0.416,1.759,6.501,10.793,,,,,,,,,,,,,,,,,,,,,,
422,Success,17,19,2,1,18.523,0.01,0.198,0.137,0.453,2.908,0.918,,1.903,,11.996,,,,,,,,,,,,,,,,,,,,,,
423,Success,18,18,0,1,9.717,0.004,0.198,0.07,0.374,0.136,0.81,3.116,5.011,,,,,,,,,,,,,,,,,,,,,,,,
424,Success,19,21,1,1,104.287,0.01,0.204,0.024,0.433,0.168,0.97,0.329,1.818,6.768,4.95,,14.352,,74.262,,,,,,,,,,,,,,,,,,
425,Success,19,19,0,2,22.748,0.021,0.207,0.076,0.408,0.178,0.859,0.417,1.746,6.389,12.446,,,,,,,,,,,,,,,,,,,,,,
426,Success,19,18,2,5,28.585,0.02,0.186,0.055,0.382,0.263,0.777,0.51,17.867,8.523,,,,,,,,,,,,,,,,,,,,,,,
427,Success,19,18,2,3,27.01,0.008,0.189,0.024,0.38,0.045,0.805,0.302,12.825,12.432,,,,,,,,,,,,,,,,,,,,,,,
428,Success,20,19,1,1,37.737,0.015,0.223,0.073,0.428,0.144,1.059,0.263,2.355,0.558,16.404,16.213,,,,,,,,,,,,,,,,,,,,,
429,Success,17,18,1,1,9.203,0.013,0.192,0.141,0.401,2.711,0.839,,4.906,,,,,,,,,,,,,,,,,,,,,,,,
430,Success,18,18,1,1,12.011,0.019,0.196,0.049,0.391,0.117,0.926,5.407,4.907,,,,,,,,,,,,,,,,,,,,,,,,
431,Success,17,18,0,1,8.471,0.01,0.2,0.053,0.401,1.592,1.121,,5.093,,,,,,,,,,,,,,,,,,,,,,,,
432,Success,18,17,1,0,6.402,0.015,0.197,0.036,0.436,0.093,2.358,3.267,,,,,,,,,,,,,,,,,,,,,,,,,
433,Success,20,21,1,1,125.517,0.027,0.206,0.087,0.398,0.198,0.829,0.398,1.795,0.791,5.025,26.43,13.783,,75.551,,,,,,,,,,,,,,,,,,
434,Success,20,18,1,1,25.398,0.006,0.216,0.071,0.437,0.137,0.89,0.261,7.36,0.527,,15.493,,,,,,,,,,,,,,,,,,,,,
435,Success,18,19,0,1,27.725,0.035,0.19,0.139,0.412,0.375,0.855,3.098,1.891,,20.729,,,,,,,,,,,,,,,,,,,,,,
436,Success,17,22,1,0,289.125,0.009,0.191,0.017,0.384,2.733,0.845,,1.668,,9.4,,18.986,,40.751,,214.142,,,,,,,,,,,,,,,,
437,Success,19,27,1,1,14751.144,0.006,0.193,0.106,0.371,0.148,0.764,0.511,2.794,6.761,9.175,,21.183,,40.705,,107.006,,204.978,,447.168,,811.516,,1582.513,,11515.246,,,,,,
438,Success,18,22,1,3,586.297,0.009,0.199,0.04,0.407,0.075,0.878,5.498,1.887,,8.393,,21.053,,44.845,,503.013,,,,,,,,,,,,,,,,
439,Success,19,18,1,1,19.368,0.01,0.189,0.051,0.388,0.094,0.973,0.182,5.885,11.597,,,,,,,,,,,,,,,,,,,,,,,
440,Success,20,19,1,1,35.833,0.008,0.202,0.017,0.454,0.031,1.093,0.073,2.202,0.318,15.865,15.571,,,,,,,,,,,,,,,,,,,,,
441,Success,20,18,0,0,22.601,0.013,0.206,0.051,0.409,0.093,1.133,0.196,4.849,0.425,,15.225,,,,,,,,,,,,,,,,,,,,,
442,Success,22,19,1,0,132.38,0.004,0.198,0.033,0.44,0.155,0.846,0.308,1.904,0.743,12.328,1.464,,4.757,,109.2,,,,,,,,,,,,,,,,,
443,Success,17,20,1,0,49.936,0.003,0.191,0.005,0.406,2.743,0.938,,1.862,,9.54,,34.25,,,,,,,,,,,,,,,,,,,,
444,Success,19,19,1,1,28.391,0.01,0.192,0.018,0.372,0.273,0.903,0.566,1.522,6.89,17.647,,,,,,,,,,,,,,,,,,,,,,
445,Success,21,20,0,1,86.44,0.004,0.212,0.017,0.404,0.031,0.837,0.7,1.975,1.509,5.083,3.139,33.1,39.43,,,,,,,,,,,,,,,,,,,
446,Success,18,19,0,1,23.725,0.006,0.198,0.02,0.398,0.1,1.166,3.124,2.37,,16.343,,,,,,,,,,,,,,,,,,,,,,
447,Success,17,20,1,2,84.131,0.002,0.202,0.004,0.415,2.714,0.955,,2.133,,9.658,,68.047,,,,,,,,,,,,,,,,,,,,
448,Success,17,18,1,1,9.094,0.01,0.199,0.05,0.462,2.707,0.916,,4.751,,,,,,,,,,,,,,,,,,,,,,,,
449,Success,20,19,1,0,35.37,0.007,0.193,0.066,0.382,0.233,0.798,0.487,1.629,0.986,15.113,15.474,,,,,,,,,,,,,,,,,,,,,
450,Success,18,18,0,2,9.983,0.006,0.191,0.04,0.374,0.074,1.011,3.113,5.175,,,,,,,,,,,,,,,,,,,,,,,,
451,Success,21,18,1,4,58.04,0.014,0.186,0.025,0.365,0.305,0.756,0.602,10.703,1.206,,3.066,,40.813,,,,,,,,,,,,,,,,,,,
