Seed,Pass/Fail,log2traces inner hash,log2traces outer hash,log2 hypotheses inner hash,log2 hypotheses outer hash,total time,inner time - 15,outer time - 15,inner time - 16,outer time - 16,inner time - 17,outer time - 17,inner time - 18,outer time - 18,inner time - 19,outer time - 19,inner time - 20,outer time - 20,inner time - 21,outer time - 21,inner time - 22,outer time - 22,inner time - 23,outer time - 23,inner time - 24,outer time - 24,inner time - 25,outer time - 25,inner time - 26,outer time - 26,inner time - 27,outer time - 27,inner time - 28,outer time - 28,inner time - 29,outer time - 29,inner time - 30,outer time - 30
452,Success,19,18,2,1,19.389,0.003,0.231,0.067,0.405,0.125,1.014,0.24,4.762,12.543,,,,,,,,,,,,,,,,,,,,,,,
453,Success,18,18,1,0,12.018,0.011,0.191,0.057,0.381,0.202,0.912,5.511,4.752,,,,,,,,,,,,,,,,,,,,,,,,
454,Success,17,19,0,1,25.457,0.009,0.192,0.057,0.387,1.564,0.985,,1.957,,20.305,,,,,,,,,,,,,,,,,,,,,,
455,Success,18,19,0,1,22.041,0.006,0.188,0.063,0.395,0.049,0.815,3.09,1.885,,15.55,,,,,,,,,,,,,,,,,,,,,,
456,Success,18,20,1,2,47.009,0.01,0.214,0.141,0.388,0.261,1.108,5.521,2.246,,6.044,,31.076,,,,,,,,,,,,,,,,,,,,
457,Success,20,19,2,0,66.728,0.018,0.207,0.038,0.386,0.07,0.958,0.153,2.188,0.298,11.279,51.132,,,,,,,,,,,,,,,,,,,,,
458,Success,20,19,1,1,33.998,0.012,0.187,0.021,0.393,0.037,0.826,0.073,2.069,0.146,14.797,15.436,,,,,,,,,,,,,,,,,,,,,
459,Success,18,20,3,0,55.489,0.005,0.191,0.064,0.373,0.186,0.939,6.635,1.729,,10.447,,34.92,,,,,,,,,,,,,,,,,,,,
460,Success,18,16,1,5,9.667,0.014,0.188,0.051,3.749,0.222,,5.445,,,,,,,,,,,,,,,,,,,,,,,,,
461,Success,20,20,1,2,89.461,0.011,0.202,0.02,0.436,0.092,1.166,0.177,2.398,0.956,6.241,15.366,62.395,,,,,,,,,,,,,,,,,,,,
462,Success,18,19,5,1,31.657,0.011,0.187,0.02,0.386,0.16,0.832,11.827,1.878,,16.356,,,,,,,,,,,,,,,,,,,,,,
463,Success,18,19,0,1,27.411,0.011,0.202,0.093,0.406,0.118,0.973,3.104,2.049,,20.455,,,,,,,,,,,,,,,,,,,,,,
464,Success,18,17,0,0,6.166,0.004,0.195,0.05,0.404,0.092,2.323,3.098,,,,,,,,,,,,,,,,,,,,,,,,,
465,Success,18,21,1,1,142.859,0.009,0.205,0.02,0.4,0.135,0.809,3.244,1.639,,10.165,,20.032,,106.201,,,,,,,,,,,,,,,,,,
466,Success,20,19,0,1,36.503,0.008,0.191,0.123,0.392,0.229,0.846,0.706,1.729,1.456,16.076,14.747,,,,,,,,,,,,,,,,,,,,,
467,Success,19,19,1,1,31.198,0.012,0.194,0.017,0.464,0.188,0.93,0.242,1.917,11.449,15.786,,,,,,,,,,,,,,,,,,,,,,
468,Success,18,23,0,2,817.194,0.013,0.19,0.073,0.365,0.074,0.875,3.108,2.011,,5.502,,15.927,,42.331,,112.712,,634.012,,,,,,,,,,,,,,
469,Success,19,18,0,0,13.49,0.015,0.189,0.06,0.391,0.156,1.115,0.324,4.758,6.482,,,,,,,,,,,,,,,,,,,,,,,
470,Success,20,20,2,1,62.28,0.007,0.209,0.034,0.413,0.069,0.862,0.135,2.242,1.378,5.46,20.678,30.793,,,,,,,,,,,,,,,,,,,,
471,Success,21,19,0,1,67.322,0.008,0.195,0.027,0.417,0.197,0.939,0.562,2.82,1.132,20.236,2.648,,38.142,,,,,,,,,,,,,,,,,,,
472,Success,18,19,0,1,22.55,0.009,0.197,0.04,0.408,0.074,0.947,3.1,1.938,,15.836,,,,,,,,,,,,,,,,,,,,,,
473,Success,19,17,1,3,14.906,0.009,0.184,0.083,0.427,0.295,6.591,0.569,,6.747,,,,,,,,,,,,,,,,,,,,,,,
474,Success,18,19,1,1,27.003,0.01,0.198,0.018,0.388,0.033,0.838,3.394,1.671,,20.452,,,,,,,,,,,,,,,,,,,,,,
475,Success,19,18,1,2,17.286,0.012,0.192,0.034,0.428,0.347,0.869,0.085,8.492,6.829,,,,,,,,,,,,,,,,,,,,,,,
476,Success,19,18,1,0,14.865,0.008,0.192,0.071,0.482,0.13,0.996,0.464,5.75,6.773,,,,,,,,,,,,,,,,,,,,,,,
477,Success,18,18,0,1,11.805,0.011,0.201,0.164,0.403,0.055,0.791,3.103,7.078,,,,,,,,,,,,,,,,,,,,,,,,
478,Success,18,20,2,1,62.992,0.023,0.188,0.041,0.436,0.075,0.88,3.712,1.911,,9.771,,45.954,,,,,,,,,,,,,,,,,,,,
479,Success,21,18,0,0,46.073,0.015,0.187,0.027,0.438,0.117,0.879,0.278,5.472,0.581,,1.287,,36.792,,,,,,,,,,,,,,,,,,,
480,Success,17,21,1,1,144.361,0.008,0.19,0.021,0.509,2.718,1.012,,2.023,,9.669,,22.953,,105.258,,,,,,,,,,,,,,,,,,
481,Success,18,18,0,3,26.306,0.006,0.216,0.01,0.475,0.178,1.025,3.096,21.299,,,,,,,,,,,,,,,,,,,,,,,,
482,Success,19,18,4,3,62.035,0.014,0.186,0.017,0.407,0.047,1.1,0.199,8.608,51.457,,,,,,,,,,,,,,,,,,,,,,,
483,Success,21,20,2,1,123.016,0.006,0.209,0.02,0.405,0.186,0.815,0.37,1.655,0.83,8.769,1.823,34.393,73.535,,,,,,,,,,,,,,,,,,,
484,Success,17,19,1,0,19.4,0.006,0.186,0.033,0.377,1.634,0.828,,1.631,,14.705,,,,,,,,,,,,,,,,,,,,,,
485,Success,17,19,2,0,19.877,0.036,0.189,0.058,0.415,5.184,0.845,,1.746,,11.404,,,,,,,,,,,,,,,,,,,,,,
486,Success,23,18,1,0,465.978,0.004,0.194,0.007,0.384,0.037,0.953,0.074,4.624,0.851,,1.945,,4.992,,10.583,,441.331,,,,,,,,,,,,,,,
487,Success,19,19,0,1,24.103,0.015,0.203,0.076,0.548,0.141,1.092,0.393,2.166,6.438,13.03,,,,,,,,,,,,,,,,,,,,,,
488,Success,18,20,1,3,85.554,0.004,0.187,0.137,0.389,0.062,0.804,3.252,1.682,,8.919,,70.119,,,,,,,,,,,,,,,,,,,,
489,Success,19,22,0,2,390.306,0.023,0.201,0.047,0.424,0.107,0.867,0.207,1.872,6.513,7.351,,20.694,,43.887,,308.113,,,,,,,,,,,,,,,,
490,Success,19,18,1,0,18.933,0.011,0.202,0.066,0.444,0.379,0.884,0.732,4.97,11.244,,,,,,,,,,,,,,,,,,,,,,,
491,Success,19,20,1,2,66.525,0.018,0.205,0.031,0.396,0.146,1.122,0.376,2.292,11.423,5.576,,44.941,,,,,,,,,,,,,,,,,,,,
492,Success,20,19,1,2,57.9,0.008,0.202,0.013,0.411,0.037,0.849,0.596,2.009,1.205,26.498,26.07,,,,,,,,,,,,,,,,,,,,,
493,Success,20,23,0,0,609.793,0.008,0.196,0.044,0.388,0.271,0.954,0.538,2.02,1.088,9.593,14.736,21.139,,44.796,,110.125,,403.897,,,,,,,,,,,,,,
494,Success,19,19,1,1,32.824,0.025,0.187,0.023,0.391,0.381,1.092,0.738,3.214,6.742,20.031,,,,,,,,,,,,,,,,,,,,,,
495,Success,19,19,0,0,23.742,0.025,0.223,0.082,0.429,0.146,0.863,0.304,1.797,6.617,13.257,,,,,,,,,,,,,,,,,,,,,,
496,Success,19,19,1,0,32.408,0.011,0.199,0.064,0.388,0.268,0.956,0.53,3.158,11.515,15.319,,,,,,,,,,,,,,,,,,,,,,
497,Success,17,18,0,0,8.073,0.01,0.231,0.084,0.481,1.584,0.966,,4.718,,,,,,,,,,,,,,,,,,,,,,,,
498,Success,18,19,0,6,67.527,0.017,0.19,0.03,0.452,0.213,1,3.173,2,,60.45,,,,,,,,,,,,,,,,,,,,,,
499,Success,17,18,3,0,9.342,0.005,0.191,0.048,0.39,3.302,0.803,,4.603,,,,,,,,,,,,,,,,,,,,,,,,
500,Success,18,19,2,1,29.919,0.016,0.192,0.071,0.395,0.167,0.951,5.931,1.937,,20.26,,,,,,,,,,,,,,,,,,,,,,
501,Success,18,19,0,0,23.113,0.013,0.27,0.033,0.484,0.091,1.011,3.249,2.056,,15.905,,,,,,,,,,,,,,,,,,,,,,
502,Success,18,20,1,1,54.948,0.012,0.189,0.051,0.423,0.095,0.978,5.455,1.999,,5.488,,40.257,,,,,,,,,,,,,,,,,,,,
503,Success,24,19,0,2,581.459,0.011,0.219,0.034,0.438,0.068,0.846,0.12,1.748,0.265,26.745,0.685,,3.997,,7.327,,19.595,,519.361,,,,,,,,,,,,,
504,Success,22,19,1,1,230.266,0.01,0.192,0.067,0.389,0.315,1.02,0.618,2.222,1.279,18.289,2.902,,7.508,,195.454,,,,,,,,,,,,,,,,,
505,Success,18,17,0,1,6.659,0.015,0.189,0.077,0.482,0.339,2.46,3.098,,,,,,,,,,,,,,,,,,,,,,,,,
506,Success,19,22,0,1,299.011,0.011,0.204,0.04,0.4,0.186,0.814,0.379,1.69,6.524,5.365,,16.571,,41.34,,225.486,,,,,,,,,,,,,,,,
507,Success,18,18,1,0,11.554,0.004,0.19,0.024,0.371,0.044,0.791,5.492,4.639,,,,,,,,,,,,,,,,,,,,,,,,
508,Success,18,18,0,1,11.731,0.008,0.198,0.037,0.375,0.074,0.811,3.114,7.114,,,,,,,,,,,,,,,,,,,,,,,,
509,Success,19,17,1,5,22.522,0.014,0.189,0.041,0.376,0.076,9.827,0.68,,11.32,,,,,,,,,,,,,,,,,,,,,,,
510,Success,19,18,0,2,16.523,0.008,0.192,0.013,0.431,0.215,0.994,0.341,7.723,6.606,,,,,,,,,,,,,,,,,,,,,,,
511,Success,21,18,0,1,51.468,0.006,0.2,0.067,0.442,0.125,0.899,0.266,7.448,0.538,,1.161,,40.317,,,,,,,,,,,,,,,,,,,
512,Success,19,18,0,0,13.776,0.008,0.208,0.03,0.416,0.23,1.087,0.443,4.864,6.49,,,,,,,,,,,,,,,,,,,,,,,
513,Success,17,21,1,1,148.561,0.019,0.191,0.059,0.393,2.706,0.85,,1.713,,10.324,,23.689,,108.617,,,,,,,,,,,,,,,,,,
514,Success,23,18,1,0,469.006,0.015,0.191,0.041,0.37,0.082,0.805,0.158,4.607,0.345,,0.922,,2.356,,4.94,,454.174,,,,,,,,,,,,,,,
515,Success,21,18,0,0,46.629,0.017,0.189,0.03,0.385,0.11,0.803,0.238,5.433,0.507,,1.124,,37.79,,,,,,,,,,,,,,,,,,,
516,Success,20,20,0,1,74.723,0.008,0.203,0.014,0.469,0.062,0.97,0.12,1.959,0.413,9.846,14.935,45.726,,,,,,,,,,,,,,,,,,,,
517,Success,18,22,1,1,309.104,0.015,0.192,0.07,0.372,0.192,0.801,5.473,1.625,,9.079,,20.333,,42.928,,228.025,,,,,,,,,,,,,,,,
518,Success,19,19,1,1,32.844,0.006,0.193,0.011,0.375,0.051,0.776,0.467,1.784,11.317,17.865,,,,,,,,,,,,,,,,,,,,,,
519,Success,18,17,1,2,9.895,0.008,0.193,0.038,0.426,0.069,5.912,3.249,,,,,,,,,,,,,,,,,,,,,,,,,
520,Success,19,24,1,1,1327.94,0.017,0.197,0.078,0.398,0.149,0.813,0.29,2.72,6.823,9.81,,22.473,,48.175,,113.96,,228.084,,893.953,,,,,,,,,,,,
521,Success,20,20,0,4,228.744,0.013,0.189,0.027,0.378,0.056,0.793,0.107,1.625,0.222,8.906,14.615,201.813,,,,,,,,,,,,,,,,,,,,
522,Success,20,21,0,0,117.068,0.011,0.216,0.034,0.481,0.037,0.965,0.111,2.015,0.267,5.615,15.063,18.445,,73.808,,,,,,,,,,,,,,,,,,
523,Success,18,18,0,1,9.747,0.03,0.186,0.091,0.392,0.136,0.849,3.107,4.955,,,,,,,,,,,,,,,,,,,,,,,,
524,Success,19,17,2,1,11.344,0.019,0.186,0.067,0.469,0.13,2.386,0.526,,7.561,,,,,,,,,,,,,,,,,,,,,,,
525,Success,18,17,1,1,8.834,0.019,0.191,0.05,0.399,0.271,2.396,5.508,,,,,,,,,,,,,,,,,,,,,,,,,
526,Success,18,20,1,0,51.108,0.011,0.191,0.024,0.373,0.062,0.856,3.274,2.205,,10.035,,34.078,,,,,,,,,,,,,,,,,,,,
527,Success,19,21,0,2,203.966,0.006,0.19,0.017,0.417,0.148,0.849,0.286,1.68,6.436,7.139,,20.98,,165.818,,,,,,,,,,,,,,,,,,
528,Success,23,19,1,0,318.608,0.006,0.191,0.136,0.388,0.26,0.78,0.489,2.219,1.007,13.174,3.032,,7.801,,16.793,,272.332,,,,,,,,,,,,,,,
529,Success,18,17,2,0,9.119,0.01,0.185,0.025,0.422,0.213,2.33,5.935,,,,,,,,,,,,,,,,,,,,,,,,,
530,Success,18,21,1,2,136.937,0.013,0.199,0.024,0.396,0.274,0.815,3.291,1.867,,9.442,,21.542,,99.075,,,,,,,,,,,,,,,,,,
531,Success,19,18,1,0,18.986,0.019,0.185,0.041,0.37,0.08,0.761,0.467,5.649,11.413,,,,,,,,,,,,,,,,,,,,,,,
532,Success,17,19,0,1,21.073,0.013,0.197,0.026,0.482,1.564,1.066,,2.113,,15.61,,,,,,,,,,,,,,,,,,,,,,
533,Success,20,26,0,1,6391.4,0.025,0.201,0.057,0.404,0.099,0.802,0.179,1.66,0.388,8.66,14.728,20.019,,41.175,,100.948,,199.619,,402.543,,792.771,,4807.124,,,,,,,,
534,Success,19,17,1,1,16.147,0.019,0.193,0.097,0.397,0.196,3.534,0.361,,11.351,,,,,,,,,,,,,,,,,,,,,,,
535,Success,20,17,0,2,20.828,0.008,0.196,0.013,0.451,0.025,3.774,0.347,,1.225,,14.79,,,,,,,,,,,,,,,,,,,,,
536,Success,19,18,1,0,18.158,0.036,0.189,0.067,0.454,0.124,0.916,0.395,4.604,11.374,,,,,,,,,,,,,,,,,,,,,,,
537,Success,20,17,1,0,29.843,0.014,0.19,0.024,0.434,0.138,2.307,0.266,,0.539,,25.933,,,,,,,,,,,,,,,,,,,,,
538,Success,18,20,1,1,49.449,0.008,0.211,0.017,0.388,0.031,1.017,5.419,2.067,,5.653,,34.638,,,,,,,,,,,,,,,,,,,,
539,Success,19,18,1,1,18.981,0.013,0.197,0.104,0.387,0.206,0.802,0.671,5.261,11.34,,,,,,,,,,,,,,,,,,,,,,,
540,Success,19,18,0,1,13.193,0.017,0.208,0.044,0.409,0.087,0.835,0.167,4.96,6.467,,,,,,,,,,,,,,,,,,,,,,,
541,Success,17,19,1,0,17.822,0.023,0.194,0.043,0.394,2.734,0.841,,2.243,,11.35,,,,,,,,,,,,,,,,,,,,,,
542,Success,18,21,3,0,122.096,0.005,0.192,0.051,0.379,0.1,0.884,11.037,1.836,,5.324,,21.712,,80.576,,,,,,,,,,,,,,,,,,
543,Success,18,18,1,2,17.227,0.012,0.19,0.037,0.412,0.155,0.954,3.451,12.017,,,,,,,,,,,,,,,,,,,,,,,,
544,Success,21,19,0,0,57.385,0.008,0.189,0.021,0.375,0.038,0.762,0.074,2.385,0.658,15.051,1.459,,36.365,,,,,,,,,,,,,,,,,,,
545,Success,19,19,0,2,29.295,0.008,0.184,0.013,0.388,0.199,0.819,0.412,1.881,6.496,18.894,,,,,,,,,,,,,,,,,,,,,,
546,Success,19,18,2,0,19.293,0.005,0.196,0.08,0.381,0.155,0.838,0.301,4.662,12.676,,,,,,,,,,,,,,,,,,,,,,,
547,Success,17,18,1,0,9.034,0.023,0.191,0.034,0.384,2.709,1.076,,4.618,,,,,,,,,,,,,,,,,,,,,,,,
548,Success,18,19,1,1,22.481,0.008,0.187,0.02,0.388,0.044,0.983,3.285,1.833,,15.732,,,,,,,,,,,,,,,,,,,,,,
549,Success,18,18,1,2,12.568,0.019,0.196,0.043,0.383,0.079,1.059,3.243,7.546,,,,,,,,,,,,,,,,,,,,,,,,
550,Success,17,22,1,2,304.794,0.015,0.269,0.026,0.434,2.802,0.871,,1.812,,5.158,,20.969,,34.252,,238.186,,,,,,,,,,,,,,,,
551,Success,18,18,1,0,9.871,0.01,0.204,0.083,0.408,0.233,0.92,3.266,4.746,,,,,,,,,,,,,,,,,,,,,,,,
552,Success,19,20,0,1,61.982,0.008,0.195,0.03,0.381,0.056,0.895,0.25,1.882,6.368,4.732,,47.185,,,,,,,,,,,,,,,,,,,,
553,Success,18,19,3,1,32.304,0.006,0.2,0.024,0.382,0.176,0.844,11.739,2.31,,16.623,,,,,,,,,,,,,,,,,,,,,,
554,Success,20,19,0,1,35.053,0.004,0.204,0.007,0.393,0.081,0.782,0.293,1.674,0.326,16.363,14.928,,,,,,,,,,,,,,,,,,,,,
555,Success,19,18,0,1,13.377,0.01,0.191,0.017,0.376,0.098,0.773,0.63,4.824,6.459,,,,,,,,,,,,,,,,,,,,,,,
556,Success,21,20,2,4,137.387,0.016,0.192,0.069,0.387,0.127,0.778,0.247,1.55,0.523,7.033,1.244,49.808,75.413,,,,,,,,,,,,,,,,,,,
557,Success,18,18,1,1,12.259,0.011,0.219,0.046,0.449,0.11,1.105,3.23,7.089,,,,,,,,,,,,,,,,,,,,,,,,
558,Success,19,18,2,1,21.806,0.003,0.225,0.087,0.394,0.321,1.015,0.619,7.105,12.038,,,,,,,,,,,,,,,,,,,,,,,
559,Success,19,21,1,1,163.401,0.015,0.204,0.06,0.407,0.112,0.919,0.613,2.805,11.634,9.617,,18.668,,118.347,,,,,,,,,,,,,,,,,,
560,Success,19,19,1,1,27.212,0.023,0.188,0.076,0.368,0.375,0.855,0.736,2.601,6.753,15.238,,,,,,,,,,,,,,,,,,,,,,
561,Success,18,18,0,0,9.465,0.017,0.192,0.047,0.379,0.21,0.83,3.118,4.672,,,,,,,,,,,,,,,,,,,,,,,,
562,Success,18,18,0,0,9.696,0.004,0.199,0.079,0.404,0.148,1.093,3.097,4.671,,,,,,,,,,,,,,,,,,,,,,,,
563,Success,20,18,3,2,49.296,0.007,0.198,0.121,0.401,0.34,0.851,0.658,7.282,1.379,,38.058,,,,,,,,,,,,,,,,,,,,,
564,Success,25,20,0,0,1124.745,0.008,0.196,0.047,0.38,0.095,0.875,0.182,1.77,0.415,6.907,1.111,32.823,2.817,,6.25,,19.906,,40.848,,1010.114,,,,,,,,,,,
565,Success,20,19,1,1,51.837,0.019,0.189,0.113,0.388,0.382,0.775,0.75,1.671,1.514,20.043,25.993,,,,,,,,,,,,,,,,,,,,,
566,Success,22,18,0,1,132.629,0.004,0.208,0.02,0.406,0.165,1.036,0.45,4.795,0.965,,2.15,,5.589,,116.841,,,,,,,,,,,,,,,,,
567,Success,19,17,1,1,11.535,0.016,0.195,0.031,0.399,0.125,3.541,0.266,,6.962,,,,,,,,,,,,,,,,,,,,,,,
568,Success,18,18,0,3,12.629,0.007,0.206,0.013,0.376,0.056,0.752,3.109,8.11,,,,,,,,,,,,,,,,,,,,,,,,
569,Success,18,18,0,1,11.851,0.008,0.195,0.044,0.385,0.081,0.882,3.115,7.141,,,,,,,,,,,,,,,,,,,,,,,,
570,Success,18,17,0,1,6.591,0.013,0.196,0.031,0.42,0.389,2.413,3.128,,,,,,,,,,,,,,,,,,,,,,,,,
571,Success,18,19,1,3,26.212,0.01,0.201,0.067,0.444,0.265,0.897,3.325,1.937,,19.065,,,,,,,,,,,,,,,,,,,,,,
572,Success,20,20,0,0,63.172,0.013,0.191,0.05,0.407,0.062,0.892,0.192,1.935,0.393,9.683,14.817,34.537,,,,,,,,,,,,,,,,,,,,
573,Success,17,20,1,1,61.621,0.023,0.194,0.04,0.407,2.734,0.828,,1.702,,9.165,,46.529,,,,,,,,,,,,,,,,,,,,
574,Success,19,19,2,1,26.899,0.003,0.198,0.11,0.417,0.235,0.974,0.466,1.944,8.929,13.624,,,,,,,,,,,,,,,,,,,,,,
575,Success,17,17,1,1,5.893,0.006,0.207,0.037,0.443,1.642,3.557,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Success,19,19,1,0,32.046,0.006,0.229,0.08,0.465,0.148,0.939,0.582,3.103,11.338,15.157,,,,,,,,,,,,,,,,,,,,,,
577,Success,18,20,0,0,47.111,0.009,0.187,0.073,0.37,0.24,0.966,3.093,2.23,,5.507,,34.437,,,,,,,,,,,,,,,,,,,,
578,Success,17,18,2,1,11.91,0.002,0.293,0.04,0.406,5.224,1.05,,4.895,,,,,,,,,,,,,,,,,,,,,,,,
579,Success,20,17,2,4,35.872,0.012,0.195,0.027,0.39,0.057,5.753,0.208,,0.448,,28.783,,,,,,,,,,,,,,,,,,,,,
580,Success,18,20,1,2,56.727,0.008,0.183,0.021,0.401,0.044,0.867,5.396,1.775,,5.815,,42.218,,,,,,,,,,,,,,,,,,,,
581,Success,17,17,0,0,4.557,0.006,0.191,0.07,0.386,1.561,2.342,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Success,17,19,2,1,20.06,0.01,0.19,0.018,0.386,1.829,0.8,,1.584,,15.243,,,,,,,,,,,,,,,,,,,,,,
583,Success,17,18,1,1,9.017,0.006,0.194,0.023,0.429,2.72,0.87,,4.775,,,,,,,,,,,,,,,,,,,,,,,,
584,Success,19,21,1,1,148.822,0.021,0.194,0.017,0.388,0.289,0.987,0.558,1.983,11.355,7.418,,22.432,,103.181,,,,,,,,,,,,,,,,,,
585,Success,19,17,4,2,54.519,0.012,0.191,0.021,0.384,0.347,3.797,0.694,,49.074,,,,,,,,,,,,,,,,,,,,,,,
586,Success,21,18,0,0,50.282,0.011,0.197,0.02,0.42,0.216,0.902,0.643,5.452,1.355,,2.972,,38.093,,,,,,,,,,,,,,,,,,,
587,Success,21,18,2,1,133.273,0.008,0.188,0.048,0.376,0.328,0.774,0.647,5.661,1.302,,3.036,,120.905,,,,,,,,,,,,,,,,,,,
588,Success,20,18,1,0,33.447,0.008,0.196,0.02,0.386,0.125,0.769,0.432,4.63,0.924,,25.958,,,,,,,,,,,,,,,,,,,,,
589,Success,19,20,0,1,61.881,0.006,0.219,0.024,0.394,0.044,0.917,0.097,1.909,6.459,4.765,,47.05,,,,,,,,,,,,,,,,,,,,
590,Success,22,19,0,0,139.564,0.008,0.199,0.014,0.43,0.05,0.908,0.097,1.818,0.197,13.103,1.299,,3.364,,118.076,,,,,,,,,,,,,,,,,
591,Success,19,20,1,0,60.26,0.015,0.196,0.06,0.392,0.235,0.81,0.648,2.728,11.444,9.082,,34.648,,,,,,,,,,,,,,,,,,,,
592,Success,19,18,2,1,15.022,0.023,0.195,0.037,0.378,0.204,0.915,0.42,4.779,8.07,,,,,,,,,,,,,,,,,,,,,,,
593,Success,20,18,2,1,25.889,0.018,0.192,0.074,0.406,0.157,0.86,0.625,4.81,1.267,,17.48,,,,,,,,,,,,,,,,,,,,,
594,Success,19,19,0,3,32.683,0.004,0.184,0.081,0.366,0.144,1.1,0.291,2.194,6.506,21.815,,,,,,,,,,,,,,,,,,,,,,
595,Success,20,17,2,2,25.212,0.01,0.205,0.061,0.447,0.124,5.914,0.241,,0.486,,17.723,,,,,,,,,,,,,,,,,,,,,
596,Success,17,18,0,3,9.97,0.008,0.193,0.054,0.433,1.585,1.028,,6.67,,,,,,,,,,,,,,,,,,,,,,,,
597,Success,19,18,0,2,16.341,0.012,0.2,0.038,0.463,0.175,1.039,0.336,7.58,6.499,,,,,,,,,,,,,,,,,,,,,,,
598,Success,19,19,1,1,32.391,0.013,0.2,0.097,0.388,0.193,0.952,0.373,2.248,11.307,16.619,,,,,,,,,,,,,,,,,,,,,,
599,Success,19,20,1,0,60.912,0.013,0.198,0.024,0.371,0.087,0.92,0.179,3.127,11.483,9.94,,34.569,,,,,,,,,,,,,,,,,,,,
600,Success,17,20,1,0,51.193,0.009,0.188,0.047,0.438,2.718,0.887,,1.771,,9.453,,35.681,,,,,,,,,,,,,,,,,,,,
601,Success,18,21,2,0,119.21,0.008,0.189,0.034,0.374,0.069,1.119,5.88,2.233,,10.468,,20.341,,78.495,,,,,,,,,,,,,,,,,,
602,Success,18,25,5,1,3385.922,0.002,0.21,0.073,0.491,0.166,0.979,18.533,3.137,,9.988,,22.415,,46.412,,124.33,,246.562,,475.63,,2436.994,,,,,,,,,,
603,Success,21,20,0,1,98.992,0.009,0.188,0.08,0.372,0.235,0.752,0.452,2.393,0.915,8.787,2.028,45.103,37.679,,,,,,,,,,,,,,,,,,,
604,Success,18,19,0,0,21.46,0.01,0.194,0.027,0.426,0.05,0.857,3.117,1.748,,15.032,,,,,,,,,,,,,,,,,,,,,,
605,Success,20,17,1,1,19.865,0.001,0.199,0.02,0.392,0.074,3.494,0.143,,0.29,,15.252,,,,,,,,,,,,,,,,,,,,,
606,Success,18,18,1,1,12.12,0.008,0.191,0.043,0.374,0.228,0.962,3.273,7.041,,,,,,,,,,,,,,,,,,,,,,,,
607,Success,19,17,1,4,19.047,0.011,0.193,0.041,0.375,0.062,11.428,0.12,,6.815,,,,,,,,,,,,,,,,,,,,,,,
608,Success,20,19,1,1,35.321,0.004,0.19,0.024,0.38,0.044,0.769,0.217,1.975,0.172,15.626,15.919,,,,,,,,,,,,,,,,,,,,,
609,Success,18,21,2,1,142.322,0.012,0.193,0.044,0.384,0.243,0.877,3.672,1.797,,9.187,,20.878,,105.035,,,,,,,,,,,,,,,,,,
610,Success,19,18,1,0,14.372,0.017,0.198,0.043,0.419,0.136,0.926,0.19,5.685,6.757,,,,,,,,,,,,,,,,,,,,,,,
611,Success,18,20,1,0,45.888,0.008,0.189,0.084,0.401,0.155,0.889,3.296,1.897,,5.336,,33.634,,,,,,,,,,,,,,,,,,,,
612,Success,19,20,1,0,50.32,0.01,0.2,0.088,0.39,0.218,0.823,0.675,1.782,6.891,4.523,,34.721,,,,,,,,,,,,,,,,,,,,
613,Success,19,18,2,1,21.959,0.013,0.186,0.05,0.373,0.315,0.913,0.608,7.09,12.409,,,,,,,,,,,,,,,,,,,,,,,
614,Success,18,19,1,2,28.018,0.029,0.197,0.05,0.386,0.149,0.914,3.337,2.01,,20.946,,,,,,,,,,,,,,,,,,,,,,
615,Success,18,19,2,2,39.495,0.021,0.207,0.06,0.404,0.167,1.047,5.894,2.086,,29.607,,,,,,,,,,,,,,,,,,,,,,
616,Success,18,19,1,2,25.328,0.015,0.194,0.041,0.396,0.191,0.818,5.481,1.647,,16.546,,,,,,,,,,,,,,,,,,,,,,
617,Success,19,19,0,1,24.318,0.008,0.192,0.094,0.433,0.302,0.876,0.716,2.172,6.464,13.061,,,,,,,,,,,,,,,,,,,,,,
618,Success,18,19,1,0,21.741,0.011,0.187,0.057,0.381,0.148,0.817,3.278,2.117,,14.744,,,,,,,,,,,,,,,,,,,,,,
619,Success,18,19,2,2,37.041,0.01,0.207,0.113,0.489,0.21,0.968,3.614,1.937,,29.493,,,,,,,,,,,,,,,,,,,,,,
620,Success,19,19,1,2,27.935,0.006,0.198,0.027,0.381,0.068,1.062,0.132,3.139,6.802,16.122,,,,,,,,,,,,,,,,,,,,,,
621,Success,20,20,1,1,84.753,0.01,0.204,0.017,0.397,0.088,0.789,0.517,1.876,1.039,9.299,25.784,44.732,,,,,,,,,,,,,,,,,,,,
622,Success,18,18,1,3,13.312,0.01,0.212,0.024,0.384,0.05,1.085,3.285,8.262,,,,,,,,,,,,,,,,,,,,,,,,
623,Success,18,19,1,2,36.975,0.008,0.192,0.017,0.376,0.368,0.818,3.251,2.2,,29.745,,,,,,,,,,,,,,,,,,,,,,
624,Success,17,21,1,0,113.216,0.021,0.192,0.107,0.382,2.716,0.779,,1.538,,9.609,,21.823,,76.05,,,,,,,,,,,,,,,,,,
625,Success,23,19,1,1,495.334,0.013,0.197,0.024,0.504,0.068,1.035,0.72,2.099,1.449,17.835,3.222,,8.544,,18.279,,441.345,,,,,,,,,,,,,,,
