Seed,Pass/Fail,log2traces inner hash,log2traces outer hash,log2 hypotheses inner hash,log2 hypotheses outer hash,total time,inner time - 15,outer time - 15,inner time - 16,outer time - 16,inner time - 17,outer time - 17,inner time - 18,outer time - 18,inner time - 19,outer time - 19,inner time - 20,outer time - 20,inner time - 21,outer time - 21,inner time - 22,outer time - 22,inner time - 23,outer time - 23,inner time - 24,outer time - 24,inner time - 25,outer time - 25,inner time - 26,outer time - 26,inner time - 27,outer time - 27,inner time - 28,outer time - 28,inner time - 29,outer time - 29,inner time - 30,outer time - 30
217,Success,15,15,3,1,1.064,0.748,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Success,15,17,0,2,1.875,0.199,0.118,,0.251,,1.306,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Success,17,16,1,0,1.522,0.026,0.099,0.047,0.579,0.772,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Success,15,16,0,1,1.181,0.199,0.112,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Success,15,16,2,2,2.238,0.642,0.085,,1.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Success,16,17,1,1,2.154,0.024,0.096,0.617,0.281,,1.137,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Success,15,15,0,2,0.722,0.199,0.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Success,16,16,0,1,1.147,0.041,0.112,0.355,0.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Success,16,15,3,0,1.597,0.005,0.298,1.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Success,15,15,2,0,0.94,0.642,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Success,17,15,0,1,1.062,0.03,0.319,0.056,,0.656,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Success,17,17,1,1,2.802,0.017,0.112,0.036,0.288,0.758,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Success,16,19,1,1,6.73,0.01,0.097,0.392,0.237,,0.481,,0.958,,4.556,,,,,,,,,,,,,,,,,,,,,,
230,Success,17,16,0,5,3.669,0.045,0.087,0.082,2.811,0.644,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Success,20,15,1,0,9.888,0.03,0.302,0.054,,0.099,,0.189,,0.434,,8.781,,,,,,,,,,,,,,,,,,,,,
232,Success,15,19,1,4,21.683,0.348,0.114,,0.273,,0.533,,1.051,,19.365,,,,,,,,,,,,,,,,,,,,,,
233,Success,15,15,2,1,0.73,0.263,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Success,15,16,0,1,0.932,0.201,0.103,,0.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Success,15,15,0,0,0.5,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Success,16,15,0,2,0.941,0.043,0.54,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Success,17,15,1,1,1.121,0.029,0.316,0.058,,0.718,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Success,17,15,0,0,0.985,0.012,0.295,0.031,,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Success,16,20,1,1,17.944,0.05,0.089,0.411,0.269,,0.539,,1.073,,2.161,,13.351,,,,,,,,,,,,,,,,,,,,
240,Success,16,16,0,1,1.36,0.009,0.13,0.357,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Success,16,15,1,1,0.965,0.052,0.468,0.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Success,17,17,0,1,2.604,0.037,0.089,0.04,0.225,0.647,1.567,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Success,15,15,0,2,1.002,0.199,0.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Success,15,16,2,1,1.353,0.382,0.114,,0.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Success,17,15,1,1,1.128,0.019,0.324,0.035,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Success,21,17,1,1,23.741,0.025,0.089,0.049,0.223,0.091,1.14,0.184,,0.385,,0.775,,20.781,,,,,,,,,,,,,,,,,,,
247,Success,15,18,2,0,3.353,0.388,0.106,,0.256,,0.503,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
248,Success,16,18,1,2,3.952,0.035,0.106,0.398,0.251,,0.483,,2.679,,,,,,,,,,,,,,,,,,,,,,,,
249,Success,15,16,3,0,1.275,0.581,0.105,,0.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Success,15,15,3,1,1.162,0.827,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Success,16,17,1,4,4.989,0.01,0.089,0.394,0.238,,4.259,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Success,16,16,4,1,2.147,0.033,0.115,1.367,0.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Success,16,15,1,0,0.731,0.022,0.298,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Success,16,16,0,1,1.1,0.012,0.108,0.36,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Success,15,16,2,1,1.281,0.289,0.126,,0.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Success,16,16,0,0,1.067,0.038,0.092,0.354,0.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Success,17,15,2,1,2.465,0.034,0.316,0.059,,2.056,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Success,15,15,1,3,1.286,0.346,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Success,17,15,4,3,3.113,0.009,1.008,0.048,,2.048,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Success,16,17,1,1,1.957,0.05,0.11,0.395,0.26,,1.142,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Success,16,17,1,0,1.812,0.022,0.098,0.393,0.235,,1.064,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Success,15,15,1,1,0.66,0.344,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Success,15,16,2,1,1.614,0.64,0.115,,0.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Success,19,15,0,2,3.015,0.015,0.37,0.028,,0.052,,0.109,,2.441,,,,,,,,,,,,,,,,,,,,,,,
265,Success,16,17,1,0,2.108,0.023,0.117,0.621,0.274,,1.071,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Success,15,15,1,0,0.647,0.348,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Success,18,15,0,1,1.893,0.051,0.33,0.089,,0.175,,1.249,,,,,,,,,,,,,,,,,,,,,,,,,
268,Success,16,15,2,0,1.006,0.012,0.298,0.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Success,16,15,1,1,0.947,0.01,0.317,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Success,15,16,3,1,1.52,0.572,0.09,,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Success,15,15,1,4,0.908,0.226,0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Success,16,16,0,1,1.343,0.024,0.098,0.356,0.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Success,18,18,1,0,5.377,0.024,0.128,0.043,0.297,0.079,0.593,2.121,2.093,,,,,,,,,,,,,,,,,,,,,,,,
274,Success,16,15,1,0,0.733,0.032,0.303,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Success,16,15,0,2,0.878,0.014,0.508,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Success,16,15,1,2,0.98,0.052,0.528,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Success,17,17,1,0,2.307,0.042,0.109,0.076,0.279,0.716,1.086,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Success,15,15,0,0,0.497,0.199,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Success,15,17,1,1,1.749,0.218,0.116,,0.277,,1.137,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Success,16,15,1,1,0.993,0.047,0.325,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Success,15,19,0,1,6.28,0.199,0.088,,0.235,,0.457,,0.912,,4.39,,,,,,,,,,,,,,,,,,,,,,
282,Success,16,21,0,0,29.778,0.005,0.093,0.354,0.236,,0.464,,0.934,,1.937,,5.24,,20.516,,,,,,,,,,,,,,,,,,
283,Success,16,15,0,1,0.835,0.013,0.465,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Success,15,17,1,4,3.206,0.346,0.11,,0.263,,2.487,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Success,19,18,1,2,6.722,0.016,0.13,0.028,0.296,0.053,0.583,0.1,2.75,2.767,,,,,,,,,,,,,,,,,,,,,,,
286,Success,16,15,0,1,0.722,0.05,0.316,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Success,17,16,2,3,3.657,0.004,0.095,0.032,2.551,0.975,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Success,15,15,1,0,0.644,0.346,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Success,17,19,2,1,9.831,0.028,0.087,0.051,0.247,2.065,0.495,,0.962,,5.897,,,,,,,,,,,,,,,,,,,,,,
290,Success,16,17,1,0,1.82,0.018,0.105,0.393,0.247,,1.057,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Success,16,17,2,0,2.179,0.005,0.106,0.759,0.253,,1.057,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Success,15,22,2,1,89.65,0.264,0.1,,0.246,,0.488,,0.983,,1.996,,8.343,,18.076,,59.154,,,,,,,,,,,,,,,,
293,Success,17,15,1,0,1.454,0.012,0.296,0.025,,1.122,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Success,18,18,0,1,4.321,0.012,0.098,0.022,0.245,0.04,0.479,1.231,2.196,,,,,,,,,,,,,,,,,,,,,,,,
295,Success,15,15,0,0,0.499,0.201,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Success,17,15,3,0,3.277,0.021,0.296,0.039,,2.921,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Success,15,17,0,5,5.95,0.199,0.087,,0.32,,5.344,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Success,15,15,0,2,0.764,0.202,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Success,15,15,1,1,0.558,0.238,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Success,15,17,0,1,2.142,0.201,0.102,,0.285,,1.554,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Success,16,15,1,1,0.985,0.047,0.317,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Success,18,17,1,1,4.201,0.018,0.113,0.04,0.265,0.074,1.554,2.136,,,,,,,,,,,,,,,,,,,,,,,,,
303,Success,18,15,1,1,1.773,0.01,0.313,0.022,,0.052,,1.374,,,,,,,,,,,,,,,,,,,,,,,,,
304,Success,15,18,0,5,16.698,0.199,0.091,,0.327,,0.471,,15.609,,,,,,,,,,,,,,,,,,,,,,,,
305,Success,15,18,2,0,3.237,0.263,0.119,,0.281,,0.535,,2.039,,,,,,,,,,,,,,,,,,,,,,,,
306,Success,15,18,0,1,3.205,0.198,0.091,,0.232,,0.45,,2.236,,,,,,,,,,,,,,,,,,,,,,,,
307,Success,15,16,0,1,1.181,0.199,0.121,,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Success,19,15,2,2,9.309,0.027,0.5,0.093,,0.183,,0.351,,8.155,,,,,,,,,,,,,,,,,,,,,,,
309,Success,16,16,0,1,1.367,0.02,0.128,0.356,0.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Success,15,18,2,1,3.459,0.417,0.105,,0.258,,0.499,,2.18,,,,,,,,,,,,,,,,,,,,,,,,
311,Success,16,17,1,1,2.565,0.02,0.092,0.618,0.285,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Success,15,17,0,0,1.593,0.199,0.093,,0.237,,1.063,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Success,16,17,0,0,1.855,0.042,0.12,0.355,0.276,,1.061,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Success,17,15,0,0,1.049,0.037,0.295,0.07,,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Success,21,15,0,2,13.558,0.04,0.516,0.085,,0.156,,0.321,,0.629,,1.226,,10.585,,,,,,,,,,,,,,,,,,,
316,Success,16,15,1,0,0.742,0.048,0.299,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Success,16,15,0,0,0.681,0.025,0.299,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Success,15,16,1,1,1.101,0.345,0.105,,0.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Success,16,15,0,1,0.861,0.038,0.466,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Success,16,15,2,2,1.525,0.027,0.8,0.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Success,16,16,2,1,1.49,0.004,0.093,0.535,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Success,18,19,0,0,7.297,0.014,0.107,0.025,0.257,0.047,0.512,1.236,1.014,,4.087,,,,,,,,,,,,,,,,,,,,,,
323,Success,15,15,0,1,0.666,0.2,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Success,15,15,1,1,0.689,0.226,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Success,17,15,0,0,1.012,0.023,0.296,0.043,,0.649,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Success,15,16,3,2,1.618,0.75,0.107,,0.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Success,16,16,1,1,1.425,0.043,0.13,0.619,0.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Success,16,17,3,0,2.769,0.019,0.115,1.301,0.269,,1.064,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Success,15,17,2,0,1.726,0.297,0.088,,0.281,,1.059,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Success,16,15,0,1,0.871,0.047,0.467,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Success,15,15,1,1,0.69,0.226,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Success,17,16,1,1,1.929,0.027,0.099,0.052,0.631,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Success,16,15,0,1,0.864,0.043,0.465,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Success,16,16,0,2,1.447,0.02,0.096,0.358,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Success,15,15,2,2,0.766,0.264,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Success,15,15,3,1,1.072,0.756,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Success,15,15,0,2,0.994,0.199,0.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Success,15,16,0,1,1.147,0.199,0.089,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Success,17,17,0,0,2.11,0.014,0.102,0.025,0.252,0.647,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Success,16,15,0,1,0.831,0.01,0.465,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Success,16,16,2,1,1.884,0.014,0.112,1.142,0.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Success,17,16,1,0,1.949,0.036,0.115,0.094,0.582,1.122,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Success,17,15,3,1,2.188,0.033,0.464,0.081,,1.611,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Success,21,16,0,3,15.509,0.03,0.13,0.08,1.832,0.146,,0.315,,0.616,,1.286,,11.074,,,,,,,,,,,,,,,,,,,
345,Success,15,15,0,2,0.561,0.199,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Success,16,16,0,1,1.134,0.033,0.124,0.358,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Success,16,16,1,0,1.347,0.04,0.107,0.622,0.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Success,16,15,0,0,0.702,0.047,0.299,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Success,17,16,2,2,3.178,0.017,0.111,0.065,0.933,2.052,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Success,15,16,2,0,1.123,0.436,0.105,,0.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Success,16,15,1,1,0.878,0.018,0.466,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Success,16,15,0,1,0.703,0.031,0.315,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Success,16,22,0,0,77.962,0.037,0.11,0.355,0.263,,0.508,,1.043,,2.102,,8.565,,19.458,,45.521,,,,,,,,,,,,,,,,
354,Success,17,17,1,0,2.592,0.033,0.086,0.061,0.222,1.118,1.072,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Success,15,17,0,1,1.653,0.199,0.092,,0.232,,1.131,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Success,15,17,2,1,1.789,0.292,0.088,,0.271,,1.137,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Success,17,17,1,1,3.071,0.019,0.102,0.035,0.245,1.113,1.558,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Success,20,18,4,1,26.087,0.028,0.091,0.061,0.223,0.112,0.435,0.225,2.962,0.441,,21.509,,,,,,,,,,,,,,,,,,,,,
359,Success,17,16,0,1,1.674,0.022,0.106,0.04,0.862,0.645,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Success,15,16,1,1,1.325,0.345,0.113,,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Success,17,15,0,0,0.979,0.014,0.296,0.025,,0.644,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Success,16,16,1,0,1.11,0.023,0.112,0.394,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Success,20,16,1,1,10.052,0.014,0.119,0.041,0.855,0.075,,0.131,,0.237,,8.582,,,,,,,,,,,,,,,,,,,,,
364,Success,16,15,0,0,0.703,0.04,0.299,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Success,18,16,0,1,2.479,0.03,0.116,0.085,0.859,0.156,,1.233,,,,,,,,,,,,,,,,,,,,,,,,,
366,Success,15,17,1,1,1.829,0.344,0.104,,0.254,,1.126,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Success,17,18,1,2,4.894,0.02,0.102,0.037,0.247,1.119,0.491,,2.877,,,,,,,,,,,,,,,,,,,,,,,,
368,Success,15,16,3,0,1.432,0.754,0.102,,0.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Success,16,15,0,0,0.706,0.05,0.3,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Success,16,15,0,1,0.694,0.02,0.317,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Success,15,15,0,0,0.496,0.2,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Success,15,16,1,1,1.053,0.346,0.087,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Success,17,15,1,2,1.323,0.031,0.508,0.062,,0.723,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Success,16,17,1,1,2.345,0.022,0.092,0.395,0.276,,1.561,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Success,19,16,1,1,4.329,0.022,0.13,0.073,0.853,0.135,,0.28,,2.837,,,,,,,,,,,,,,,,,,,,,,,
376,Success,15,15,0,1,0.666,0.199,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Success,17,16,1,1,1.54,0.014,0.09,0.026,0.631,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Success,15,15,1,0,0.642,0.346,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Success,16,15,0,1,0.874,0.05,0.467,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Success,16,16,1,2,1.734,0.036,0.115,0.615,0.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Success,15,15,3,0,0.774,0.476,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Success,19,21,0,0,32.372,0.029,0.099,0.095,0.253,0.176,0.485,0.335,1.022,2.454,2.099,,5.291,,20.033,,,,,,,,,,,,,,,,,,
383,Success,16,15,1,2,1.476,0.046,0.807,0.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Success,15,17,0,2,1.895,0.2,0.105,,0.259,,1.331,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Success,16,17,0,0,1.823,0.034,0.098,0.36,0.24,,1.092,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Success,15,15,3,0,0.833,0.531,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Success,15,15,0,1,0.66,0.198,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Success,16,16,0,1,1.363,0.007,0.132,0.357,0.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Success,17,16,3,1,2.389,0.017,0.112,0.03,0.636,1.594,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Success,17,17,0,4,4.736,0.01,0.128,0.025,0.295,0.654,3.623,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Success,15,15,1,2,0.736,0.217,0.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Success,16,15,1,4,1.457,0.017,1.026,0.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Success,16,15,1,0,0.753,0.027,0.299,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Success,20,19,1,0,15.612,0.023,0.102,0.085,0.247,0.174,0.492,0.311,0.981,0.608,4.029,8.56,,,,,,,,,,,,,,,,,,,,,
395,Success,15,16,1,0,0.9,0.218,0.097,,0.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Success,17,16,0,0,1.399,0.025,0.106,0.049,0.575,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Success,15,15,1,0,0.643,0.346,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Success,17,16,0,1,1.713,0.01,0.111,0.082,0.86,0.649,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Success,17,15,2,2,1.826,0.021,0.502,0.038,,1.265,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Success,16,16,3,1,1.686,0.036,0.102,0.685,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Success,17,19,0,1,6.852,0.013,0.087,0.055,0.224,0.644,0.449,,0.898,,4.481,,,,,,,,,,,,,,,,,,,,,,
402,Success,15,15,1,1,0.811,0.346,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Success,17,15,0,1,1.02,0.012,0.314,0.046,,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Success,16,16,1,0,1.322,0.027,0.092,0.622,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Success,15,17,0,1,1.784,0.199,0.129,,0.297,,1.159,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Success,16,16,1,1,1.602,0.033,0.094,0.617,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Success,16,15,2,0,1.04,0.017,0.298,0.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Success,16,16,0,2,1.936,0.027,0.116,0.358,1.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Success,15,16,0,4,2.891,0.198,0.12,,2.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Success,16,21,1,0,41.339,0.019,0.095,0.411,0.23,,0.543,,1.075,,2.212,,8.859,,27.895,,,,,,,,,,,,,,,,,,
411,Success,15,15,1,0,0.645,0.346,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Success,15,15,1,0,0.641,0.346,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Success,15,16,2,2,1.451,0.383,0.1,,0.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Success,16,15,3,1,1.393,0.05,0.463,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Success,15,15,3,0,0.861,0.562,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Success,16,17,1,6,11.287,0.017,0.091,0.399,0.24,,10.541,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Success,16,17,1,1,1.982,0.045,0.114,0.395,0.265,,1.164,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Success,18,15,1,0,1.844,0.03,0.294,0.055,,0.101,,1.365,,,,,,,,,,,,,,,,,,,,,,,,,
419,Success,16,15,0,3,1.249,0.013,0.877,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Success,15,18,0,1,3.297,0.198,0.118,,0.275,,0.531,,2.175,,,,,,,,,,,,,,,,,,,,,,,,
421,Success,15,16,1,0,1.022,0.345,0.097,,0.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Success,18,17,0,1,2.792,0.014,0.095,0.025,0.232,0.047,1.143,1.237,,,,,,,,,,,,,,,,,,,,,,,,,
423,Success,17,15,0,1,1.201,0.033,0.464,0.061,,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Success,18,16,1,3,3.678,0.047,0.095,0.079,1.119,0.151,,2.186,,,,,,,,,,,,,,,,,,,,,,,,,
425,Success,16,15,0,0,0.676,0.022,0.299,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Success,15,15,0,2,0.996,0.199,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Success,15,23,0,1,260.65,0.199,0.105,,0.26,,0.507,,1.023,,2.083,,7.039,,19.019,,36.916,,193.499,,,,,,,,,,,,,,
428,Success,15,15,3,2,1.727,1.226,0.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Success,16,15,0,1,0.711,0.038,0.318,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Success,15,17,1,1,2.18,0.219,0.117,,0.28,,1.565,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Success,15,16,0,2,1.247,0.199,0.109,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Success,15,17,1,1,2.127,0.217,0.093,,0.269,,1.548,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Success,15,15,0,1,0.666,0.2,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Success,15,17,2,1,1.95,0.384,0.13,,0.298,,1.138,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Success,18,16,6,1,24.518,0.009,0.094,0.033,0.607,0.127,,23.647,,,,,,,,,,,,,,,,,,,,,,,,,
436,Success,16,16,2,1,1.479,0.022,0.125,0.697,0.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Success,16,15,2,2,1.222,0.024,0.502,0.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Success,15,15,1,1,0.823,0.347,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
