Seed,Pass/Fail,log2traces inner hash,log2traces outer hash,log2 hypotheses inner hash,log2 hypotheses outer hash,total time,inner time - 15,outer time - 15,inner time - 16,outer time - 16,inner time - 17,outer time - 17,inner time - 18,outer time - 18,inner time - 19,outer time - 19,inner time - 20,outer time - 20,inner time - 21,outer time - 21,inner time - 22,outer time - 22,inner time - 23,outer time - 23,inner time - 24,outer time - 24,inner time - 25,outer time - 25,inner time - 26,outer time - 26,inner time - 27,outer time - 27,inner time - 28,outer time - 28,inner time - 29,outer time - 29,inner time - 30,outer time - 30
189,Success,17,19,1,1,7.421,0.02,0.088,0.04,0.223,1.098,0.47,,0.923,,4.559,,,,,,,,,,,,,,,,,,,,,,
190,Success,18,20,1,1,16.378,0.014,0.114,0.059,0.281,0.136,0.561,1.413,1.166,,2.362,,10.271,,,,,,,,,,,,,,,,,,,,
191,Success,18,16,1,1,3.215,0.012,0.106,0.067,0.867,0.047,,2.115,,,,,,,,,,,,,,,,,,,,,,,,,
192,Success,19,17,1,1,4.379,0.013,0.093,0.018,0.249,0.051,1.141,0.096,,2.718,,,,,,,,,,,,,,,,,,,,,,,
193,Success,22,20,2,2,65.506,0.003,0.09,0.049,0.242,0.091,0.493,0.196,0.974,0.408,1.971,0.835,20.525,1.828,,37.802,,,,,,,,,,,,,,,,,
194,Success,16,17,0,2,2.51,0.008,0.105,0.352,0.294,,1.752,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Success,17,19,1,0,6.862,0.017,0.088,0.031,0.246,0.711,0.499,,0.97,,4.301,,,,,,,,,,,,,,,,,,,,,,
196,Success,18,21,1,3,72.816,0.012,0.086,0.06,0.265,0.11,0.589,2.122,1.105,,2.213,,5.265,,60.989,,,,,,,,,,,,,,,,,,
197,Success,18,18,1,0,5.214,0.012,0.085,0.031,0.26,0.062,0.555,2.13,2.081,,,,,,,,,,,,,,,,,,,,,,,,
198,Success,16,18,1,1,4.493,0.045,0.09,0.615,0.303,,0.475,,2.966,,,,,,,,,,,,,,,,,,,,,,,,
199,Success,17,16,1,1,1.725,0.01,0.122,0.045,0.844,0.704,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Success,17,17,1,1,3.092,0.015,0.097,0.052,0.239,1.111,1.578,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Success,17,17,3,2,4.409,0.014,0.082,0.025,0.237,2.296,1.755,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Success,19,18,0,0,5.54,0.012,0.085,0.012,0.232,0.057,0.485,0.108,2.079,2.47,,,,,,,,,,,,,,,,,,,,,,,
203,Success,22,18,0,0,34.437,0.003,0.102,0.073,0.253,0.134,0.499,0.289,2.073,0.568,,1.156,,2.839,,26.448,,,,,,,,,,,,,,,,,
204,Success,27,18,1,2,2357.715,0.009,0.094,0.04,0.274,0.079,0.526,0.163,3.388,0.389,,0.747,,1.743,,5.188,,11.193,,25.682,,52.4,,107.33,,2148.47,,,,,,,
205,Success,19,18,1,2,6.739,0.013,0.123,0.027,0.281,0.05,0.58,0.322,2.597,2.745,,,,,,,,,,,,,,,,,,,,,,,
206,Success,16,17,0,0,1.769,0.012,0.085,0.349,0.268,,1.055,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Success,17,19,1,2,12.652,0.044,0.097,0.081,0.235,1.095,0.47,,1.127,,9.502,,,,,,,,,,,,,,,,,,,,,,
208,Success,16,16,2,0,1.188,0.048,0.087,0.482,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Success,16,22,0,2,142.639,0.013,0.101,0.352,0.251,,0.484,,1.011,,2.238,,6.607,,18.654,,112.929,,,,,,,,,,,,,,,,
210,Success,17,17,1,1,2.691,0.012,0.09,0.069,0.226,1.093,1.201,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Success,17,17,1,1,2.663,0.007,0.084,0.063,0.279,0.7,1.531,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Success,17,20,1,0,17.589,0.015,0.085,0.057,0.214,1.093,0.429,,1.005,,2.051,,12.64,,,,,,,,,,,,,,,,,,,,
213,Success,16,21,0,1,41.891,0.013,0.086,0.349,0.304,,0.447,,0.904,,1.863,,8.16,,29.766,,,,,,,,,,,,,,,,,,
214,Success,17,19,1,1,7.739,0.045,0.094,0.058,0.23,1.105,0.473,,0.952,,4.782,,,,,,,,,,,,,,,,,,,,,,
215,Success,16,16,0,0,1.037,0.026,0.085,0.351,0.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Success,16,18,3,2,6.919,0.031,0.103,1.274,0.249,,0.486,,4.777,,,,,,,,,,,,,,,,,,,,,,,,
217,Success,17,17,3,1,3.965,0.004,0.101,0.079,0.217,2.434,1.131,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Success,17,17,0,2,2.312,0.005,0.088,0.051,0.24,0.634,1.293,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Success,19,17,1,0,4.606,0.015,0.097,0.028,0.232,0.081,1.051,0.154,,2.947,,,,,,,,,,,,,,,,,,,,,,,
220,Success,16,18,0,1,4.218,0.016,0.082,0.351,0.259,,0.536,,2.973,,,,,,,,,,,,,,,,,,,,,,,,
221,Success,17,17,2,2,4.954,0.002,0.082,0.058,0.248,2.036,2.529,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Success,19,17,1,1,5.992,0.005,0.096,0.033,0.227,0.072,1.15,0.14,,4.268,,,,,,,,,,,,,,,,,,,,,,,
223,Success,18,17,0,2,3.542,0.018,0.099,0.034,0.266,0.062,1.829,1.234,,,,,,,,,,,,,,,,,,,,,,,,,
224,Success,18,20,0,1,15.986,0.021,0.09,0.075,0.301,0.138,0.585,1.231,1.18,,2.344,,10.02,,,,,,,,,,,,,,,,,,,,
225,Success,16,18,3,0,4.225,0.004,0.123,1.273,0.251,,0.496,,2.077,,,,,,,,,,,,,,,,,,,,,,,,
226,Success,17,16,2,0,2.791,0.015,0.108,0.058,0.577,2.032,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Success,18,17,0,1,2.889,0.013,0.111,0.024,0.235,0.101,1.184,1.222,,,,,,,,,,,,,,,,,,,,,,,,,
228,Success,18,17,1,1,3.615,0.016,0.092,0.032,0.249,0.164,1.627,1.436,,,,,,,,,,,,,,,,,,,,,,,,,
229,Success,18,20,1,1,15.46,0.012,0.089,0.085,0.231,0.169,0.484,1.374,0.963,,1.978,,10.076,,,,,,,,,,,,,,,,,,,,
230,Success,20,18,0,5,16.598,0.02,0.086,0.039,0.214,0.166,0.47,0.317,9.733,0.623,,4.93,,,,,,,,,,,,,,,,,,,,,
231,Success,21,17,1,0,22.223,0.025,0.09,0.046,0.292,0.086,1.081,0.185,,0.426,,0.874,,19.117,,,,,,,,,,,,,,,,,,,
232,Success,16,18,1,4,11.009,0.005,0.082,0.607,0.264,,0.56,,9.491,,,,,,,,,,,,,,,,,,,,,,,,
233,Success,18,16,2,1,2.854,0.011,0.098,0.044,0.875,0.13,,1.696,,,,,,,,,,,,,,,,,,,,,,,,,
234,Success,17,18,0,1,3.747,0.008,0.086,0.093,0.243,0.634,0.49,,2.193,,,,,,,,,,,,,,,,,,,,,,,,
235,Success,16,17,0,0,1.792,0.01,0.087,0.357,0.262,,1.076,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Success,17,18,0,2,5.135,0.026,0.102,0.078,0.267,0.64,0.522,,3.5,,,,,,,,,,,,,,,,,,,,,,,,
237,Success,16,18,1,1,3.351,0.007,0.09,0.387,0.22,,0.438,,2.21,,,,,,,,,,,,,,,,,,,,,,,,
238,Success,20,17,0,0,6.877,0.003,0.102,0.025,0.256,0.057,1.05,0.108,,0.218,,5.058,,,,,,,,,,,,,,,,,,,,,
239,Success,17,21,1,1,31.998,0.037,0.084,0.09,0.223,0.738,0.458,,0.893,,2.283,,5.516,,21.677,,,,,,,,,,,,,,,,,,
240,Success,18,18,0,1,5.162,0.008,0.088,0.022,0.228,0.028,0.439,1.225,3.124,,,,,,,,,,,,,,,,,,,,,,,,
241,Success,16,16,1,1,1.39,0.015,0.088,0.436,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Success,17,20,0,1,20.864,0.02,0.086,0.066,0.218,0.638,0.439,,0.867,,2.048,,16.482,,,,,,,,,,,,,,,,,,,,
243,Success,16,17,0,2,3.264,0.007,0.079,0.35,0.327,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Success,16,18,2,1,4.504,0.041,0.1,0.687,0.239,,0.467,,2.969,,,,,,,,,,,,,,,,,,,,,,,,
245,Success,17,17,1,1,2.265,0.01,0.097,0.034,0.235,0.733,1.155,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Success,22,19,1,1,53.761,0.02,0.086,0.039,0.215,0.072,0.432,0.182,0.868,0.337,4.32,0.701,,1.689,,44.802,,,,,,,,,,,,,,,,,
247,Success,16,18,2,0,3.561,0.017,0.095,0.686,0.238,,0.467,,2.057,,,,,,,,,,,,,,,,,,,,,,,,
248,Success,17,18,1,2,4.219,0.022,0.095,0.063,0.234,0.71,0.467,,2.628,,,,,,,,,,,,,,,,,,,,,,,,
249,Success,17,17,3,0,3.383,0.006,0.099,0.051,0.25,1.92,1.056,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Success,19,17,3,1,12.276,0.026,0.088,0.048,0.251,0.088,1.181,0.18,,10.414,,,,,,,,,,,,,,,,,,,,,,,
251,Success,19,19,1,4,22.063,0.008,0.083,0.009,0.238,0.113,0.468,0.215,0.924,2.74,17.264,,,,,,,,,,,,,,,,,,,,,,
252,Success,18,16,4,1,5.806,0.009,0.096,0.069,0.634,0.127,,4.871,,,,,,,,,,,,,,,,,,,,,,,,,
253,Success,17,17,1,0,2.203,0.018,0.086,0.034,0.247,0.746,1.072,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Success,17,17,0,1,2.127,0.01,0.082,0.021,0.243,0.642,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Success,18,17,2,1,3.863,0.004,0.09,0.04,0.284,0.053,1.533,1.858,,,,,,,,,,,,,,,,,,,,,,,,,
256,Success,17,18,0,0,3.448,0.007,0.085,0.012,0.214,0.638,0.441,,2.05,,,,,,,,,,,,,,,,,,,,,,,,
257,Success,18,17,2,1,5.569,0.024,0.084,0.055,0.29,0.119,1.119,3.88,,,,,,,,,,,,,,,,,,,,,,,,,
258,Success,17,17,1,3,4.591,0.015,0.097,0.094,0.272,1.093,3.019,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Success,19,17,4,3,12.379,0.004,0.167,0.017,0.315,0.032,3.302,0.167,,8.377,,,,,,,,,,,,,,,,,,,,,,,
260,Success,18,18,1,1,4.522,0.007,0.088,0.09,0.252,0.039,0.517,1.353,2.177,,,,,,,,,,,,,,,,,,,,,,,,
261,Success,16,18,1,0,3.252,0.02,0.085,0.389,0.228,,0.448,,2.082,,,,,,,,,,,,,,,,,,,,,,,,
262,Success,17,17,1,1,2.652,0.012,0.092,0.058,0.228,1.116,1.146,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Success,16,17,2,1,3.109,0.031,0.091,1.138,0.291,,1.559,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Success,20,16,0,2,6.162,0.012,0.091,0.024,0.71,0.057,,0.086,,0.17,,5.012,,,,,,,,,,,,,,,,,,,,,
265,Success,18,18,1,0,5.76,0.012,0.086,0.045,0.263,0.16,0.615,2.103,2.474,,,,,,,,,,,,,,,,,,,,,,,,
266,Success,18,16,1,0,2.928,0.024,0.083,0.049,0.569,0.079,,2.123,,,,,,,,,,,,,,,,,,,,,,,,,
267,Success,19,17,0,1,4.404,0.01,0.1,0.024,0.288,0.046,1.155,0.33,,2.451,,,,,,,,,,,,,,,,,,,,,,,
268,Success,16,17,2,0,2.072,0.012,0.087,0.694,0.223,,1.056,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Success,17,16,1,1,1.838,0.005,0.107,0.019,0.609,1.099,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Success,17,18,3,1,5.815,0.005,0.087,0.07,0.265,1.914,0.532,,2.943,,,,,,,,,,,,,,,,,,,,,,,,
271,Success,17,16,1,4,2.169,0.02,0.082,0.022,1.311,0.734,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Success,16,17,0,1,2.214,0.017,0.087,0.353,0.218,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Success,19,18,1,0,7.611,0.018,0.091,0.039,0.28,0.073,0.558,0.138,2.18,4.233,,,,,,,,,,,,,,,,,,,,,,,
274,Success,16,16,1,0,1.08,0.018,0.089,0.393,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Success,17,17,0,2,2.69,0.012,0.1,0.021,0.245,0.634,1.679,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Success,18,17,1,2,3.566,0.012,0.081,0.051,0.204,0.128,1.741,1.35,,,,,,,,,,,,,,,,,,,,,,,,,
277,Success,16,17,1,0,1.827,0.008,0.105,0.389,0.269,,1.055,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Success,16,16,0,0,1.011,0.005,0.088,0.349,0.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Success,17,17,1,1,2.235,0.031,0.083,0.036,0.259,0.708,1.116,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Success,19,16,1,1,5.559,0.032,0.096,0.079,0.622,0.162,,0.3,,4.269,,,,,,,,,,,,,,,,,,,,,,,
281,Success,16,23,0,1,212.191,0.034,0.084,0.351,0.311,,0.447,,0.878,,1.8,,8.068,,17.242,,33.212,,149.764,,,,,,,,,,,,,,
282,Success,18,20,0,0,14.329,0.007,0.09,0.022,0.239,0.039,0.513,1.233,0.978,,1.958,,9.25,,,,,,,,,,,,,,,,,,,,
283,Success,17,16,0,1,1.662,0.015,0.115,0.024,0.867,0.641,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Success,18,17,1,4,5.069,0.003,0.079,0.006,0.257,0.062,2.542,2.119,,,,,,,,,,,,,,,,,,,,,,,,,
285,Success,19,18,1,2,6.523,0.01,0.093,0.021,0.246,0.04,0.485,0.075,2.846,2.706,,,,,,,,,,,,,,,,,,,,,,,
286,Success,17,18,0,1,3.717,0.021,0.089,0.09,0.239,0.634,0.477,,2.167,,,,,,,,,,,,,,,,,,,,,,,,
287,Success,18,18,2,3,11.226,0.004,0.081,0.067,0.23,0.135,0.452,1.861,8.396,,,,,,,,,,,,,,,,,,,,,,,,
288,Success,16,16,1,0,1.373,0.015,0.093,0.613,0.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Success,19,19,2,1,16.576,0.027,0.087,0.044,0.215,0.093,0.474,0.177,0.872,7.874,6.712,,,,,,,,,,,,,,,,,,,,,,
290,Success,20,19,1,0,12.337,0.003,0.1,0.07,0.238,0.095,0.479,0.246,0.951,0.49,4.066,5.598,,,,,,,,,,,,,,,,,,,,,
291,Success,18,20,2,0,17.586,0.004,0.092,0.008,0.248,0.059,0.489,2.633,0.992,,1.972,,11.088,,,,,,,,,,,,,,,,,,,,
292,Success,17,22,2,1,92.438,0.012,0.086,0.067,0.237,0.884,0.466,,0.966,,2.247,,8.507,,18.721,,60.245,,,,,,,,,,,,,,,,
293,Success,17,16,1,0,1.807,0.012,0.091,0.025,0.572,1.107,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Success,17,19,0,1,6.724,0.01,0.096,0.019,0.236,0.633,0.475,,0.931,,4.325,,,,,,,,,,,,,,,,,,,,,,
295,Success,16,16,0,0,1.055,0.01,0.121,0.352,0.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Success,19,16,3,0,12.243,0.021,0.078,0.038,0.564,0.076,,0.293,,11.173,,,,,,,,,,,,,,,,,,,,,,,
297,Success,17,18,0,5,12.236,0.028,0.082,0.037,0.216,0.641,0.46,,10.773,,,,,,,,,,,,,,,,,,,,,,,,
298,Success,16,17,0,2,2.574,0.025,0.08,0.355,0.24,,1.874,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Success,18,17,1,1,3.139,0.012,0.087,0.022,0.263,0.08,1.21,1.466,,,,,,,,,,,,,,,,,,,,,,,,,
300,Success,17,17,0,1,2.533,0.01,0.099,0.021,0.242,0.632,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Success,17,17,1,1,2.652,0.011,0.088,0.02,0.259,1.122,1.153,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Success,18,16,1,1,3.173,0.005,0.113,0.03,0.854,0.073,,2.098,,,,,,,,,,,,,,,,,,,,,,,,,
303,Success,20,17,1,1,7.416,0.012,0.094,0.022,0.258,0.04,1.142,0.087,,0.175,,5.585,,,,,,,,,,,,,,,,,,,,,
304,Success,16,18,0,5,16.866,0.018,0.094,0.356,0.248,,0.454,,15.695,,,,,,,,,,,,,,,,,,,,,,,,
305,Success,18,19,2,0,8.076,0.01,0.1,0.049,0.285,0.091,0.595,1.68,1.098,,4.167,,,,,,,,,,,,,,,,,,,,,,
306,Success,16,17,0,1,1.868,0.03,0.09,0.353,0.233,,1.162,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Success,16,16,0,1,1.361,0.025,0.087,0.353,0.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Success,19,17,2,2,10.518,0.017,0.089,0.086,0.223,0.169,1.723,0.331,,7.881,,,,,,,,,,,,,,,,,,,,,,,
309,Success,17,18,0,1,4.612,0.02,0.089,0.033,0.272,0.641,0.584,,2.974,,,,,,,,,,,,,,,,,,,,,,,,
310,Success,17,20,2,1,15.115,0.019,0.08,0.085,0.245,1.373,0.501,,1.003,,2.111,,9.699,,,,,,,,,,,,,,,,,,,,
311,Success,18,18,1,1,6.19,0.012,0.091,0.037,0.235,0.152,0.514,2.122,3.027,,,,,,,,,,,,,,,,,,,,,,,,
312,Success,17,17,0,0,2.081,0.008,0.09,0.054,0.228,0.636,1.064,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Success,18,18,0,0,4.515,0.013,0.102,0.075,0.278,0.1,0.616,1.222,2.107,,,,,,,,,,,,,,,,,,,,,,,,
314,Success,18,17,0,0,2.775,0.012,0.093,0.063,0.275,0.061,1.061,1.21,,,,,,,,,,,,,,,,,,,,,,,,,
315,Success,22,18,0,2,36.475,0.005,0.115,0.012,0.268,0.153,0.548,0.288,3.391,0.588,,1.289,,2.851,,26.967,,,,,,,,,,,,,,,,,
316,Success,18,17,1,0,2.986,0.008,0.088,0.016,0.229,0.157,1.127,1.361,,,,,,,,,,,,,,,,,,,,,,,,,
317,Success,17,16,0,0,1.338,0.023,0.089,0.015,0.572,0.638,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Success,16,16,1,1,1.419,0.003,0.081,0.613,0.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Success,17,19,0,1,8.892,0.02,0.117,0.054,0.275,0.633,0.544,,1.075,,6.175,,,,,,,,,,,,,,,,,,,,,,
320,Success,16,17,2,2,3.585,0.009,0.081,0.688,0.287,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Success,18,16,2,1,2.945,0.004,0.11,0.008,0.846,0.113,,1.863,,,,,,,,,,,,,,,,,,,,,,,,,
322,Success,19,21,0,0,32.053,0.005,0.09,0.028,0.233,0.051,0.466,0.098,1.03,2.453,2.302,,4.984,,20.313,,,,,,,,,,,,,,,,,,
323,Success,16,17,0,1,2.343,0.013,0.107,0.354,0.287,,1.582,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Success,17,16,1,1,1.789,0.006,0.083,0.091,0.863,0.746,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Success,20,17,0,0,7.018,0.013,0.082,0.048,0.214,0.089,1.078,0.171,,0.357,,4.966,,,,,,,,,,,,,,,,,,,,,
326,Success,16,18,3,2,4.853,0.026,0.099,1.333,0.237,,0.466,,2.691,,,,,,,,,,,,,,,,,,,,,,,,
327,Success,17,16,1,1,1.936,0.013,0.115,0.078,0.624,1.105,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Success,18,21,3,0,43.029,0.004,0.09,0.032,0.261,0.059,0.529,4.474,1.067,,2.096,,6.889,,27.529,,,,,,,,,,,,,,,,,,
329,Success,17,17,2,0,2.51,0.04,0.116,0.032,0.273,0.992,1.057,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Success,17,18,0,1,4.539,0.018,0.093,0.037,0.274,0.637,0.536,,2.944,,,,,,,,,,,,,,,,,,,,,,,,
331,Success,18,16,1,1,2.631,0.046,0.102,0.073,0.849,0.155,,1.406,,,,,,,,,,,,,,,,,,,,,,,,,
332,Success,17,17,1,1,2.669,0.018,0.099,0.043,0.241,1.11,1.159,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Success,16,16,0,1,1.348,0.013,0.128,0.352,0.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Success,16,18,0,2,4.605,0.02,0.093,0.353,0.313,,0.46,,3.366,,,,,,,,,,,,,,,,,,,,,,,,
335,Success,16,16,2,2,1.511,0.015,0.09,0.479,0.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Success,16,16,3,1,2.065,0.032,0.089,1.335,0.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Success,16,16,0,2,1.909,0.02,0.091,0.35,1.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Success,17,17,0,1,2.582,0.007,0.084,0.019,0.285,0.635,1.553,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Success,18,18,0,0,4.283,0.012,0.082,0.021,0.255,0.084,0.556,1.214,2.06,,,,,,,,,,,,,,,,,,,,,,,,
340,Success,17,17,0,1,2.637,0.008,0.084,0.031,0.294,0.645,1.575,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Success,17,17,2,1,3.571,0.011,0.089,0.02,0.225,2.06,1.165,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Success,18,16,1,0,3.036,0.013,0.098,0.066,0.577,0.166,,2.115,,,,,,,,,,,,,,,,,,,,,,,,,
343,Success,18,16,3,1,4.234,0.021,0.08,0.058,0.858,0.146,,3.071,,,,,,,,,,,,,,,,,,,,,,,,,
344,Success,24,18,0,3,182.483,0.008,0.105,0.036,0.21,0.146,0.481,0.279,6.221,0.615,,1.133,,2.737,,6.283,,13.384,,150.845,,,,,,,,,,,,,
345,Success,19,16,0,2,3.538,0.007,0.099,0.048,0.691,0.094,,0.169,,2.43,,,,,,,,,,,,,,,,,,,,,,,
346,Success,18,17,0,1,2.976,0.011,0.101,0.057,0.275,0.11,1.207,1.214,,,,,,,,,,,,,,,,,,,,,,,,,
347,Success,18,17,1,0,3.748,0.013,0.08,0.06,0.248,0.088,1.14,2.119,,,,,,,,,,,,,,,,,,,,,,,,,
348,Success,18,18,0,0,4.496,0.046,0.084,0.091,0.246,0.167,0.569,1.232,2.061,,,,,,,,,,,,,,,,,,,,,,,,
349,Success,18,18,2,2,8.261,0.012,0.095,0.022,0.26,0.058,0.603,3.926,3.283,,,,,,,,,,,,,,,,,,,,,,,,
350,Success,16,18,2,0,3.701,0.012,0.101,0.784,0.243,,0.488,,2.073,,,,,,,,,,,,,,,,,,,,,,,,
351,Success,17,16,1,1,1.699,0.01,0.111,0.018,0.85,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Success,16,17,0,1,1.939,0.025,0.086,0.353,0.343,,1.132,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Success,20,22,0,0,94.268,0.036,0.109,0.066,0.254,0.156,0.499,0.311,1.01,0.593,2.069,5.069,8.612,,18.712,,56.772,,,,,,,,,,,,,,,,
354,Success,18,18,1,0,5.137,0.02,0.085,0.036,0.222,0.105,0.531,2.105,2.034,,,,,,,,,,,,,,,,,,,,,,,,
355,Success,18,20,0,1,16.316,0.008,0.082,0.042,0.222,0.079,0.527,1.223,0.879,,1.775,,11.479,,,,,,,,,,,,,,,,,,,,
356,Success,17,18,2,1,4.04,0.004,0.087,0.008,0.218,0.969,0.574,,2.179,,,,,,,,,,,,,,,,,,,,,,,,
357,Success,17,17,1,1,3.144,0.007,0.121,0.062,0.292,1.111,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Success,21,18,4,1,51.831,0.026,0.084,0.057,0.215,0.11,0.438,0.201,2.915,0.418,,0.856,,46.511,,,,,,,,,,,,,,,,,,,
359,Success,19,19,0,1,11.495,0.013,0.104,0.04,0.253,0.073,0.535,0.226,1.055,2.475,6.723,,,,,,,,,,,,,,,,,,,,,,
360,Success,17,16,1,1,2.092,0.015,0.096,0.028,0.849,1.104,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Success,18,16,0,0,1.995,0.008,0.082,0.025,0.568,0.085,,1.227,,,,,,,,,,,,,,,,,,,,,,,,,
362,Success,18,17,1,0,2.941,0.013,0.088,0.045,0.274,0.095,1.063,1.362,,,,,,,,,,,,,,,,,,,,,,,,,
363,Success,22,17,1,1,48.474,0.01,0.105,0.022,0.259,0.045,1.55,0.122,,0.254,,0.474,,1.148,,44.486,,,,,,,,,,,,,,,,,
364,Success,18,16,0,0,2.249,0.015,0.164,0.021,0.628,0.16,,1.261,,,,,,,,,,,,,,,,,,,,,,,,,
365,Success,17,17,0,1,2.662,0.003,0.112,0.045,0.266,0.647,1.588,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Success,18,17,1,1,3.818,0.009,0.1,0.037,0.257,0.068,1.208,2.139,,,,,,,,,,,,,,,,,,,,,,,,,
367,Success,17,19,1,2,8.806,0.013,0.097,0.03,0.246,1.097,0.491,,0.972,,5.86,,,,,,,,,,,,,,,,,,,,,,
368,Success,17,19,3,0,8.345,0.012,0.091,0.022,0.273,2.431,0.476,,0.952,,4.089,,,,,,,,,,,,,,,,,,,,,,
369,Success,17,16,0,0,1.326,0.008,0.089,0.015,0.572,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Success,19,17,0,1,4.226,0.02,0.092,0.039,0.253,0.078,1.153,0.149,,2.442,,,,,,,,,,,,,,,,,,,,,,,
371,Success,18,17,0,0,2.771,0.007,0.09,0.025,0.234,0.124,1.063,1.228,,,,,,,,,,,,,,,,,,,,,,,,,
372,Success,16,19,1,1,6.984,0.012,0.088,0.616,0.24,,0.465,,1.012,,4.551,,,,,,,,,,,,,,,,,,,,,,
373,Success,18,16,1,2,2.473,0.007,0.115,0.019,0.938,0.035,,1.361,,,,,,,,,,,,,,,,,,,,,,,,,
374,Success,18,19,1,1,9.363,0.016,0.083,0.036,0.267,0.073,0.538,1.36,1.07,,5.92,,,,,,,,,,,,,,,,,,,,,,
375,Success,20,17,1,1,8.74,0.02,0.085,0.036,0.233,0.102,1.54,0.28,,0.554,,5.89,,,,,,,,,,,,,,,,,,,,,
376,Success,15,18,0,1,4.111,0.199,0.086,,0.223,,0.601,,3.002,,,,,,,,,,,,,,,,,,,,,,,,
377,Success,17,17,1,1,2.324,0.014,0.107,0.022,0.227,0.77,1.185,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Success,18,17,1,0,3.784,0.038,0.088,0.072,0.229,0.172,1.073,2.112,,,,,,,,,,,,,,,,,,,,,,,,,
379,Success,17,16,0,1,1.645,0.007,0.116,0.027,0.856,0.639,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Success,18,18,1,2,6.51,0.003,0.079,0.057,0.228,0.149,0.465,2.134,3.394,,,,,,,,,,,,,,,,,,,,,,,,
381,Success,16,16,3,0,1.561,0.019,0.098,0.869,0.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Success,19,20,0,0,16.331,0.008,0.095,0.03,0.232,0.169,0.496,0.331,1.016,2.453,2.282,,9.217,,,,,,,,,,,,,,,,,,,,
