Seed,Pass/Fail,log2traces inner hash,log2traces outer hash,log2 hypotheses inner hash,log2 hypotheses outer hash,total time,inner time - 15,outer time - 15,inner time - 16,outer time - 16,inner time - 17,outer time - 17,inner time - 18,outer time - 18,inner time - 19,outer time - 19,inner time - 20,outer time - 20,inner time - 21,outer time - 21,inner time - 22,outer time - 22,inner time - 23,outer time - 23,inner time - 24,outer time - 24,inner time - 25,outer time - 25,inner time - 26,outer time - 26,inner time - 27,outer time - 27,inner time - 28,outer time - 28,inner time - 29,outer time - 29,inner time - 30,outer time - 30
22,Success,18,18,1,2,8.143,0.013,0.112,0.031,0.292,0.056,0.606,2.099,4.933,,,,,,,,,,,,,,,,,,,,,,,,
23,Success,16,16,1,0,1.106,0.007,0.121,0.396,0.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Success,17,17,1,0,2.606,0.015,0.091,0.075,0.245,1.104,1.076,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Success,17,18,0,0,3.707,0.012,0.09,0.028,0.295,0.64,0.584,,2.058,,,,,,,,,,,,,,,,,,,,,,,,
26,Success,17,20,1,3,22.665,0.008,0.082,0.03,0.224,0.703,0.509,,1.034,,2.362,,17.713,,,,,,,,,,,,,,,,,,,,
27,Success,18,18,2,1,4.765,0.002,0.087,0.025,0.216,0.047,0.526,1.681,2.18,,,,,,,,,,,,,,,,,,,,,,,,
28,Success,18,20,0,0,15.769,0.008,0.082,0.019,0.211,0.09,0.442,1.23,0.878,,1.82,,10.988,,,,,,,,,,,,,,,,,,,,
29,Success,16,17,0,1,1.932,0.027,0.1,0.355,0.31,,1.142,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Success,16,16,2,0,1.423,0.006,0.102,0.731,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Success,17,18,3,1,5.383,0.021,0.084,0.056,0.236,1.57,0.468,,2.948,,,,,,,,,,,,,,,,,,,,,,,,
32,Success,17,16,1,0,1.415,0.012,0.099,0.024,0.57,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Success,17,16,0,1,1.625,0.015,0.099,0.03,0.848,0.634,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Success,22,19,1,1,37.488,0.019,0.085,0.037,0.218,0.081,0.438,0.152,0.879,0.349,4.328,0.708,,1.53,,28.664,,,,,,,,,,,,,,,,,
35,Success,20,17,2,1,12.547,0.012,0.111,0.022,0.241,0.047,1.525,0.1,,0.201,,10.287,,,,,,,,,,,,,,,,,,,,,
36,Success,18,19,2,1,8.524,0.015,0.083,0.046,0.219,0.096,0.441,2.392,0.882,,4.348,,,,,,,,,,,,,,,,,,,,,,
37,Success,16,17,1,1,2.305,0.024,0.087,0.422,0.233,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Success,18,19,0,2,9.591,0.015,0.09,0.045,0.231,0.084,0.54,1.22,0.932,,6.433,,,,,,,,,,,,,,,,,,,,,,
39,Success,17,17,1,1,2.665,0.034,0.117,0.08,0.216,1.096,1.121,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Success,16,16,0,0,1.035,0.012,0.09,0.353,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Success,17,17,1,0,2.569,0.017,0.098,0.055,0.24,1.103,1.057,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Success,20,20,1,0,22.507,0.028,0.09,0.054,0.223,0.1,0.451,0.203,0.88,0.445,1.826,5.564,12.644,,,,,,,,,,,,,,,,,,,,
43,Success,17,18,1,0,4.063,0.015,0.105,0.066,0.254,1.098,0.499,,2.027,,,,,,,,,,,,,,,,,,,,,,,,
44,Success,19,17,1,0,5.845,0.014,0.1,0.034,0.237,0.064,1.05,0.12,,4.224,,,,,,,,,,,,,,,,,,,,,,,
45,Success,17,19,0,1,7.091,0.018,0.084,0.048,0.236,0.636,0.465,,0.953,,4.651,,,,,,,,,,,,,,,,,,,,,,
46,Success,18,18,1,0,5.03,0.005,0.094,0.016,0.236,0.039,0.475,2.122,2.045,,,,,,,,,,,,,,,,,,,,,,,,
47,Success,18,16,7,1,38.685,0.01,0.085,0.018,0.604,0.065,,37.904,,,,,,,,,,,,,,,,,,,,,,,,,
48,Success,18,19,3,1,15.371,0.004,0.095,0.055,0.247,0.101,0.486,7.5,0.975,,5.907,,,,,,,,,,,,,,,,,,,,,,
49,Success,17,17,1,1,3.033,0.005,0.084,0.081,0.227,1.096,1.541,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Success,17,16,1,1,1.486,0.02,0.116,0.036,0.607,0.707,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Success,20,18,1,0,9.208,0.012,0.082,0.025,0.23,0.114,0.46,0.22,2.015,0.454,,5.595,,,,,,,,,,,,,,,,,,,,,
52,Success,18,18,0,0,4.354,0.048,0.088,0.051,0.232,0.171,0.462,1.225,2.078,,,,,,,,,,,,,,,,,,,,,,,,
53,Success,16,16,2,1,1.253,0.017,0.083,0.536,0.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Success,18,20,0,0,15.974,0.015,0.093,0.057,0.223,0.105,0.457,1.227,0.945,,1.936,,10.917,,,,,,,,,,,,,,,,,,,,
55,Success,17,17,1,1,2.616,0.008,0.09,0.015,0.257,1.097,1.149,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Success,17,17,0,1,2.563,0.013,0.102,0.027,0.245,0.633,1.542,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Success,18,17,1,1,4.211,0.017,0.101,0.051,0.257,0.089,1.561,2.135,,,,,,,,,,,,,,,,,,,,,,,,,
58,Success,17,18,0,1,3.752,0.008,0.088,0.063,0.245,0.637,0.483,,2.228,,,,,,,,,,,,,,,,,,,,,,,,
59,Success,16,17,4,0,4.372,0.006,0.088,2.948,0.274,,1.056,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Success,16,21,1,1,47.495,0.039,0.106,0.385,0.268,,0.539,,1.109,,2.455,,7.089,,35.503,,,,,,,,,,,,,,,,,,
61,Success,17,17,0,3,3.838,0.005,0.09,0.078,0.246,0.634,2.786,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Success,17,17,0,3,4.109,0.015,0.084,0.03,0.213,0.636,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Success,16,19,0,1,6.796,0.041,0.09,0.351,0.225,,0.557,,1.092,,4.44,,,,,,,,,,,,,,,,,,,,,,
64,Success,18,17,0,0,2.863,0.028,0.096,0.084,0.272,0.095,1.058,1.23,,,,,,,,,,,,,,,,,,,,,,,,,
65,Success,17,22,0,1,110.805,0.036,0.091,0.066,0.249,0.639,0.553,,1.083,,2.486,,8.889,,19.464,,77.248,,,,,,,,,,,,,,,,
66,Success,20,17,0,1,7.619,0.012,0.11,0.049,0.244,0.089,1.538,0.184,,0.339,,5.055,,,,,,,,,,,,,,,,,,,,,
67,Success,17,16,1,0,1.822,0.023,0.107,0.027,0.572,1.092,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Success,18,17,0,2,3.585,0.01,0.095,0.084,0.283,0.122,1.766,1.225,,,,,,,,,,,,,,,,,,,,,,,,,
69,Success,17,16,1,3,2.679,0.023,0.113,0.072,1.761,0.709,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Success,16,18,1,3,4.788,0.007,0.105,0.619,0.254,,0.5,,3.303,,,,,,,,,,,,,,,,,,,,,,,,
71,Success,21,17,2,1,25.181,0.009,0.089,0.04,0.218,0.142,1.523,0.262,,0.537,,1.1,,21.262,,,,,,,,,,,,,,,,,,,
72,Success,18,16,2,0,2.655,0.022,0.088,0.019,0.587,0.169,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,
73,Success,19,18,1,1,8.76,0.01,0.1,0.021,0.267,0.156,0.503,0.297,3.035,4.372,,,,,,,,,,,,,,,,,,,,,,,
74,Success,17,19,2,1,10.004,0.007,0.093,0.057,0.234,2.02,0.469,,0.937,,6.187,,,,,,,,,,,,,,,,,,,,,,
75,Success,18,19,1,0,7.403,0.008,0.091,0.054,0.217,0.1,0.529,1.365,0.899,,4.138,,,,,,,,,,,,,,,,,,,,,,
76,Success,19,20,2,1,25.57,0.01,0.089,0.07,0.274,0.135,0.558,0.258,1.099,5.086,3.053,,14.938,,,,,,,,,,,,,,,,,,,,
77,Success,16,17,1,1,2.525,0.01,0.104,0.606,0.277,,1.527,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Success,18,19,1,1,8.611,0.008,0.101,0.015,0.246,0.084,0.605,2.101,1.055,,4.396,,,,,,,,,,,,,,,,,,,,,,
79,Success,16,19,2,1,7.317,0.015,0.086,0.782,0.216,,0.492,,1.062,,4.663,,,,,,,,,,,,,,,,,,,,,,
80,Success,21,18,1,2,17.804,0.031,0.087,0.075,0.277,0.149,0.538,0.286,2.469,0.591,,1.219,,12.082,,,,,,,,,,,,,,,,,,,
81,Success,18,16,0,1,2.386,0.023,0.086,0.045,0.845,0.165,,1.222,,,,,,,,,,,,,,,,,,,,,,,,,
82,Success,19,17,2,1,7.346,0.011,0.082,0.025,0.295,0.131,1.526,0.27,,5.006,,,,,,,,,,,,,,,,,,,,,,,
83,Success,16,16,1,0,1.17,0.039,0.11,0.389,0.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Success,19,18,0,0,5.808,0.02,0.1,0.063,0.247,0.116,0.501,0.222,2.096,2.443,,,,,,,,,,,,,,,,,,,,,,,
85,Success,20,20,0,0,19.263,0.016,0.103,0.036,0.237,0.133,0.492,0.245,0.997,0.508,2.054,4.999,9.443,,,,,,,,,,,,,,,,,,,,
86,Success,17,20,0,1,18.536,0.005,0.096,0.021,0.291,0.641,0.579,,1.148,,2.43,,13.324,,,,,,,,,,,,,,,,,,,,
87,Success,17,18,0,1,3.662,0.007,0.084,0.021,0.219,0.634,0.464,,2.233,,,,,,,,,,,,,,,,,,,,,,,,
88,Success,17,26,0,0,1875.468,0.01,0.089,0.022,0.229,0.643,0.482,,0.94,,2.047,,5.126,,10.65,,22.363,,67.08,,142.353,,377.646,,1245.787,,,,,,,,
89,Success,16,17,1,1,2.316,0.012,0.086,0.391,0.278,,1.549,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Success,19,22,0,2,102.315,0.021,0.093,0.069,0.239,0.139,0.491,0.267,0.983,2.463,2.856,,6.914,,19.295,,68.486,,,,,,,,,,,,,,,,
91,Success,17,17,1,0,2.578,0.015,0.084,0.067,0.245,1.097,1.071,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Success,16,16,1,1,1.611,0.005,0.093,0.614,0.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Success,17,20,1,0,14.558,0.019,0.091,0.031,0.236,1.107,0.476,,0.949,,2.183,,9.466,,,,,,,,,,,,,,,,,,,,
94,Success,19,17,1,2,6.056,0.007,0.092,0.013,0.233,0.024,1.316,0.087,,4.285,,,,,,,,,,,,,,,,,,,,,,,
95,Success,17,16,2,1,3.058,0.03,0.096,0.058,0.855,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Success,19,17,1,1,5.941,0.009,0.088,0.028,0.275,0.053,1.135,0.122,,4.232,,,,,,,,,,,,,,,,,,,,,,,
97,Success,19,18,1,1,7.923,0.046,0.094,0.09,0.241,0.172,0.48,0.327,2.229,4.244,,,,,,,,,,,,,,,,,,,,,,,
98,Success,17,16,3,0,2.607,0.009,0.087,0.017,0.57,1.925,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Success,17,18,0,1,4.435,0.008,0.092,0.018,0.227,0.64,0.489,,2.96,,,,,,,,,,,,,,,,,,,,,,,,
100,Success,20,18,0,0,8.31,0.013,0.088,0.024,0.229,0.051,0.527,0.118,2.015,0.234,,5.01,,,,,,,,,,,,,,,,,,,,,
101,Success,17,18,3,0,4.22,0.026,0.086,0.091,0.248,1.241,0.486,,2.042,,,,,,,,,,,,,,,,,,,,,,,,
102,Success,17,19,0,4,13.531,0.04,0.099,0.072,0.271,0.641,0.536,,1.083,,10.789,,,,,,,,,,,,,,,,,,,,,,
103,Success,19,15,1,0,4.712,0.013,0.299,0.018,,0.046,,0.086,,4.25,,,,,,,,,,,,,,,,,,,,,,,
104,Success,18,17,1,0,3.602,0.007,0.087,0.022,0.218,0.04,1.11,2.119,,,,,,,,,,,,,,,,,,,,,,,,,
105,Success,16,17,0,0,1.783,0.013,0.089,0.35,0.277,,1.054,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Success,17,17,1,1,2.275,0.003,0.094,0.037,0.227,0.771,1.144,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Success,16,18,1,1,4.384,0.005,0.091,0.609,0.227,,0.461,,2.99,,,,,,,,,,,,,,,,,,,,,,,,
108,Success,18,19,2,2,11.22,0.004,0.086,0.059,0.228,0.107,0.451,2.606,0.904,,6.776,,,,,,,,,,,,,,,,,,,,,,
109,Success,18,17,1,0,3.012,0.028,0.095,0.045,0.282,0.094,1.106,1.361,,,,,,,,,,,,,,,,,,,,,,,,,
110,Success,17,17,0,1,2.623,0.008,0.084,0.09,0.242,0.649,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Success,18,17,0,0,2.887,0.01,0.085,0.037,0.256,0.14,1.137,1.222,,,,,,,,,,,,,,,,,,,,,,,,,
112,Success,16,17,1,1,2.508,0.046,0.086,0.613,0.215,,1.547,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Success,19,16,0,1,3.722,0.012,0.09,0.092,0.602,0.17,,0.326,,2.43,,,,,,,,,,,,,,,,,,,,,,,
114,Success,17,19,1,0,6.958,0.008,0.084,0.049,0.257,0.716,0.523,,1.028,,4.294,,,,,,,,,,,,,,,,,,,,,,
115,Success,17,17,1,1,2.685,0.005,0.083,0.055,0.288,1.108,1.145,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Success,18,18,1,4,14.504,0.007,0.085,0.015,0.213,0.128,0.522,2.118,11.416,,,,,,,,,,,,,,,,,,,,,,,,
117,Success,18,17,0,2,3.791,0.013,0.097,0.057,0.234,0.121,2.055,1.214,,,,,,,,,,,,,,,,,,,,,,,,,
118,Success,17,20,2,1,22.641,0.002,0.099,0.094,0.25,1.305,0.542,,1.081,,2.47,,16.797,,,,,,,,,,,,,,,,,,,,
119,Success,17,17,0,0,2.101,0.026,0.087,0.048,0.231,0.636,1.072,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Success,21,23,1,2,251.107,0.005,0.097,0.045,0.236,0.094,0.495,0.18,0.999,0.354,2.217,0.725,5.155,18.597,11.083,,23.639,,187.187,,,,,,,,,,,,,,
121,Success,17,17,1,0,2.22,0.015,0.09,0.027,0.294,0.707,1.087,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Success,18,17,2,2,4.87,0.016,0.09,0.029,0.282,0.164,2.596,1.693,,,,,,,,,,,,,,,,,,,,,,,,,
123,Success,17,17,1,1,2.28,0.017,0.11,0.036,0.265,0.71,1.143,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Success,18,16,0,1,2.087,0.017,0.086,0.052,0.619,0.089,,1.225,,,,,,,,,,,,,,,,,,,,,,,,,
125,Success,17,17,0,0,2.109,0.027,0.086,0.022,0.254,0.645,1.075,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Success,18,16,1,1,2.239,0.013,0.104,0.048,0.627,0.089,,1.358,,,,,,,,,,,,,,,,,,,,,,,,,
127,Success,18,17,2,0,3.746,0.024,0.1,0.044,0.291,0.092,1.137,2.059,,,,,,,,,,,,,,,,,,,,,,,,,
128,Success,17,17,1,2,2.897,0.02,0.103,0.055,0.281,0.717,1.722,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Success,18,18,1,3,5.737,0.009,0.1,0.038,0.261,0.087,0.516,1.42,3.307,,,,,,,,,,,,,,,,,,,,,,,,
130,Success,18,18,1,0,5.172,0.003,0.088,0.036,0.226,0.14,0.505,2.098,2.074,,,,,,,,,,,,,,,,,,,,,,,,
131,Success,18,21,1,1,39.088,0.007,0.095,0.025,0.259,0.163,0.509,1.348,1.011,,2.09,,9.037,,24.544,,,,,,,,,,,,,,,,,,
132,Success,17,16,1,1,1.723,0.008,0.082,0.069,0.851,0.712,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Success,17,16,0,0,1.388,0.008,0.103,0.066,0.572,0.639,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Success,20,17,1,1,11.138,0.007,0.099,0.039,0.259,0.078,1.526,0.149,,0.296,,8.685,,,,,,,,,,,,,,,,,,,,,
135,Success,20,16,1,1,10.505,0.023,0.113,0.039,0.844,0.09,,0.172,,0.301,,8.922,,,,,,,,,,,,,,,,,,,,,
136,Success,16,17,1,2,2.568,0.032,0.099,0.42,0.318,,1.699,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Success,16,17,0,1,2.223,0.005,0.091,0.353,0.226,,1.549,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Success,19,19,0,0,8.866,0.005,0.087,0.031,0.217,0.051,0.492,0.107,1.009,2.452,4.416,,,,,,,,,,,,,,,,,,,,,,
139,Success,17,16,1,2,2.696,0.007,0.087,0.075,1.402,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Success,16,19,1,0,6.682,0.038,0.089,0.611,0.222,,0.437,,0.882,,4.403,,,,,,,,,,,,,,,,,,,,,,
141,Success,19,17,1,1,6.587,0.033,0.113,0.068,0.25,0.132,1.522,0.253,,4.216,,,,,,,,,,,,,,,,,,,,,,,
142,Success,17,16,1,1,1.804,0.005,0.081,0.009,0.608,1.102,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Success,16,17,2,0,2.207,0.022,0.089,0.718,0.302,,1.076,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Success,17,17,3,3,5.783,0.018,0.086,0.038,0.268,2.325,3.049,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Success,19,17,1,0,5.776,0.01,0.08,0.045,0.252,0.039,1.051,0.075,,4.223,,,,,,,,,,,,,,,,,,,,,,,
146,Success,18,16,0,3,3.027,0.007,0.082,0.016,1.557,0.155,,1.211,,,,,,,,,,,,,,,,,,,,,,,,,
147,Success,17,16,0,3,3.353,0.017,0.082,0.081,2.532,0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Success,16,17,0,1,1.919,0.02,0.121,0.352,0.291,,1.135,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Success,19,17,1,0,4.327,0.012,0.087,0.033,0.222,0.068,1.068,0.128,,2.71,,,,,,,,,,,,,,,,,,,,,,,
150,Success,20,16,1,1,6.888,0.009,0.113,0.025,0.606,0.047,,0.089,,0.199,,5.799,,,,,,,,,,,,,,,,,,,,,
151,Success,18,17,1,0,3.735,0.018,0.083,0.078,0.226,0.144,1.07,2.116,,,,,,,,,,,,,,,,,,,,,,,,,
152,Success,19,19,0,0,9.445,0.016,0.095,0.042,0.219,0.094,0.466,0.202,0.937,2.436,4.938,,,,,,,,,,,,,,,,,,,,,,
153,Success,18,16,0,1,2.344,0.007,0.093,0.03,0.849,0.139,,1.225,,,,,,,,,,,,,,,,,,,,,,,,,
154,Success,16,20,1,1,20.118,0.005,0.084,0.612,0.221,,0.521,,1.054,,2.441,,15.18,,,,,,,,,,,,,,,,,,,,
155,Success,19,16,1,1,5.381,0.012,0.127,0.031,0.842,0.057,,0.096,,4.217,,,,,,,,,,,,,,,,,,,,,,,
156,Success,17,19,0,1,8.362,0.034,0.082,0.081,0.219,0.633,0.438,,0.868,,6.009,,,,,,,,,,,,,,,,,,,,,,
157,Success,21,18,2,0,25.833,0.01,0.105,0.056,0.266,0.096,0.471,0.206,2.007,0.427,,0.893,,21.296,,,,,,,,,,,,,,,,,,,
158,Success,21,17,0,1,15.373,0.013,0.095,0.025,0.275,0.056,1.589,0.129,,0.26,,0.612,,12.318,,,,,,,,,,,,,,,,,,,
159,Success,17,17,1,1,2.647,0.015,0.086,0.063,0.227,0.708,1.548,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Success,17,18,1,1,5.011,0.012,0.106,0.061,0.259,1.1,0.519,,2.954,,,,,,,,,,,,,,,,,,,,,,,,
161,Success,19,18,0,1,5.64,0.007,0.089,0.027,0.217,0.062,0.501,0.128,2.162,2.447,,,,,,,,,,,,,,,,,,,,,,,
162,Success,17,17,0,0,2.084,0.013,0.083,0.024,0.276,0.635,1.053,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Success,18,16,1,0,2.228,0.022,0.09,0.043,0.569,0.08,,1.424,,,,,,,,,,,,,,,,,,,,,,,,,
164,Success,17,17,0,1,2.587,0.02,0.099,0.036,0.232,0.64,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Success,19,16,1,2,4.691,0.011,0.11,0.043,1.408,0.086,,0.174,,2.859,,,,,,,,,,,,,,,,,,,,,,,
166,Success,18,19,0,3,15.289,0.003,0.106,0.034,0.253,0.062,0.593,1.215,1.025,,11.999,,,,,,,,,,,,,,,,,,,,,,
167,Success,17,21,1,1,33.612,0.02,0.092,0.03,0.239,0.709,0.495,,0.986,,2.358,,5.743,,22.939,,,,,,,,,,,,,,,,,,
168,Success,18,17,1,0,2.864,0.008,0.091,0.019,0.267,0.034,1.1,1.345,,,,,,,,,,,,,,,,,,,,,,,,,
169,Success,17,17,0,1,2.565,0.008,0.096,0.068,0.222,0.631,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Success,18,17,4,1,9.425,0.005,0.096,0.018,0.266,0.089,1.569,7.381,,,,,,,,,,,,,,,,,,,,,,,,,
171,Success,16,18,0,1,3.417,0.012,0.094,0.354,0.219,,0.506,,2.232,,,,,,,,,,,,,,,,,,,,,,,,
172,Success,18,19,4,1,16.618,0.01,0.085,0.018,0.223,0.133,0.437,8.61,1.163,,5.94,,,,,,,,,,,,,,,,,,,,,,
173,Success,19,16,2,1,5.662,0.016,0.081,0.028,0.605,0.053,,0.1,,4.778,,,,,,,,,,,,,,,,,,,,,,,
174,Success,18,16,1,1,2.184,0.007,0.085,0.027,0.622,0.085,,1.359,,,,,,,,,,,,,,,,,,,,,,,,,
175,Success,19,16,0,1,3.28,0.007,0.093,0.015,0.601,0.04,,0.086,,2.438,,,,,,,,,,,,,,,,,,,,,,,
176,Success,19,17,1,1,6.129,0.012,0.127,0.045,0.232,0.095,1.116,0.277,,4.225,,,,,,,,,,,,,,,,,,,,,,,
177,Success,18,16,0,1,2.208,0.007,0.082,0.021,0.844,0.045,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,
178,Success,17,17,1,0,2.177,0.007,0.084,0.078,0.257,0.701,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Success,16,18,1,1,3.763,0.001,0.087,0.607,0.277,,0.558,,2.232,,,,,,,,,,,,,,,,,,,,,,,,
180,Success,16,18,0,2,6.124,0.023,0.096,0.352,0.233,,0.568,,4.852,,,,,,,,,,,,,,,,,,,,,,,,
181,Success,19,19,2,1,11.01,0.019,0.097,0.032,0.237,0.07,0.492,0.313,1.035,4.126,4.589,,,,,,,,,,,,,,,,,,,,,,
182,Success,16,17,1,0,2.028,0.007,0.083,0.608,0.267,,1.064,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Success,16,17,0,1,1.954,0.008,0.093,0.355,0.279,,1.218,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Success,19,18,2,1,9.112,0.027,0.099,0.067,0.244,0.135,0.522,0.26,2.448,5.309,,,,,,,,,,,,,,,,,,,,,,,
185,Success,18,17,1,1,4.204,0.007,0.103,0.016,0.26,0.091,1.62,2.108,,,,,,,,,,,,,,,,,,,,,,,,,
186,Success,18,18,2,0,7.061,0.016,0.091,0.081,0.23,0.149,0.522,3.9,2.071,,,,,,,,,,,,,,,,,,,,,,,,
187,Success,20,17,1,1,8.715,0.012,0.11,0.043,0.217,0.174,1.581,0.332,,0.661,,5.585,,,,,,,,,,,,,,,,,,,,,
188,Success,17,19,1,4,34.847,0.027,0.089,0.073,0.225,0.744,0.486,,1.103,,32.101,,,,,,,,,,,,,,,,,,,,,,
